Pais;Nome_Regiao;Codigo_Regiao;Nome_UF;Codigo_UF;Sigla_UF;Ano;Populacao_Total;Populacao_Homens;Populacao_Mulheres;Nascimentos;Obitos;TBN;TBM;EVN;EVN_Homens;EVN_Mulheres;TMI;TMI_Homens;TMI_Mulheres;TFT;TEF_15_19;TEF_20_24;TEF_25_29;TEF_30_34;TEF_35_39;TEF_40_44;TEF_45_49;Rz_Dep_Jovens;Rz_Dep_Idosos;Rz_Dep_Total;Indice_Envelhecimento;Proporcao_0a14anos;Proporcao_15a64anos;Proporcao_65anosoumais;Proporcao_15a59anos;Proporcao_60anosoumais;Idade_Mediana
Brasil;Norte;1;Roraima;14;RR;2046;897687;457448;440239;12211;6551;13,6;7,3;77,09;74,67;79,69;12,47;12,23;12,73;1,96;0,0625;0,0994;0,1024;0,0749;0,0416;0,0098;0,0023;29,35;17,53;46,87;59,5;20;68,1;11,9;62,38;17,64;36,31
Brasil;Norte;1;Roraima;14;RR;2047;905234;460952;444282;12242;6747;13,52;7,45;77,17;74,75;79,79;12,34;12,09;12,59;1,96;0,0619;0,099;0,1027;0,075;0,0417;0,0098;0,0023;29,32;18,32;47,64;62,31;19,9;67,7;12,4;61,95;18,19;36,52
Brasil;Norte;1;Roraima;14;RR;2048;912607;464360;448247;12262;6948;13,44;7,61;77,26;74,82;79,89;12,2;11,95;12,45;1,96;0,0614;0,0987;0,103;0,0751;0,0418;0,0097;0,0023;29,32;19,15;48,48;65,48;19,7;67,4;12,9;61,51;18,74;36,72
Brasil;Norte;1;Roraima;14;RR;2049;919792;467665;452127;12273;7153;13,34;7,78;77,34;74,89;79,98;12,06;11,82;12,32;1,96;0,0608;0,0983;0,1033;0,0753;0,0419;0,0097;0,0024;29,35;20;49,35;68,37;19,6;67;13,4;61,05;19,3;36,91
Brasil;Norte;1;Roraima;14;RR;2050;926782;470863;455919;12284;7361;13,25;7,94;77,42;74,96;80,08;11,94;11,69;12,19;1,96;0,0603;0,098;0,1036;0,0754;0,042;0,0097;0,0024;29,38;20,84;50,21;70,92;19,6;66,6;13,9;60,56;19,88;37,11
Brasil;Norte;1;Roraima;14;RR;2051;933572;473951;459621;12289;7571;13,16;8,11;77,5;75,02;80,16;11,8;11,56;12,06;1,95;0,0602;0,0979;0,1035;0,0753;0,0419;0,0097;0,0024;29,42;21,66;51,08;73,33;19,5;66,2;14,3;60,07;20,46;37,3
Brasil;Norte;1;Roraima;14;RR;2052;940153;476925;463228;12288;7781;13,07;8,28;77,57;75,08;80,25;11,67;11,43;11,93;1,95;0,0602;0,0978;0,1034;0,0753;0,0419;0,0096;0,0024;29,45;22,47;51,93;76,29;19,4;65,8;14,8;59,58;21,04;37,49
Brasil;Norte;1;Roraima;14;RR;2053;946517;479781;466736;12280;7999;12,97;8,45;77,64;75,13;80,33;11,55;11,3;11,8;1,95;0,0601;0,0978;0,1033;0,0752;0,0419;0,0096;0,0024;29,5;23,3;52,8;79,27;19,3;65,4;15,3;59,12;21,58;37,68
Brasil;Norte;1;Roraima;14;RR;2054;952651;482512;470139;12268;8220;12,88;8,63;77,7;75,18;80,4;11,42;11,17;11,67;1,95;0,0601;0,0977;0,1033;0,0752;0,0419;0,0096;0,0024;29,55;24,17;53,72;81,77;19,2;65,1;15,7;58,69;22,08;37,86
Brasil;Norte;1;Roraima;14;RR;2055;958552;485117;473435;12256;8440;12,79;8,8;77,76;75,23;80,48;11,29;11,05;11,55;1,95;0,0601;0,0977;0,1032;0,0751;0,0418;0,0096;0,0024;29,61;25,07;54,68;84,82;19,1;64,7;16,2;58,29;22,57;38,05
Brasil;Norte;1;Roraima;14;RR;2056;964221;487597;476624;12244;8661;12,7;8,98;77,82;75,28;80,55;11,16;10,92;11,42;1,95;0,06;0,0976;0,1032;0,0751;0,0418;0,0096;0,0024;29,67;25,98;55,66;87,43;19,1;64,2;16,7;57,91;23,03;38,26
Brasil;Norte;1;Roraima;14;RR;2057;969655;489951;479704;12230;8883;12,61;9,16;77,88;75,32;80,62;11,05;10,8;11,3;1,95;0,06;0,0976;0,1031;0,0751;0,0418;0,0096;0,0024;29,73;26,89;56,62;90,53;19;63,8;17,2;57,54;23,47;38,46
Brasil;Norte;1;Roraima;14;RR;2058;974850;492176;482674;12215;9109;12,53;9,34;77,94;75,37;80,69;10,92;10,67;11,17;1,95;0,06;0,0975;0,1031;0,075;0,0418;0,0096;0,0024;29,77;27,75;57,52;93,12;18,9;63,5;17,6;57,23;23,87;38,67
Brasil;Norte;1;Roraima;14;RR;2059;979802;494271;485531;12200;9340;12,45;9,53;77,98;75,41;80,75;10,8;10,55;11,05;1,95;0,06;0,0975;0,1031;0,075;0,0418;0,0096;0,0024;29,8;28,55;58,34;95,74;18,8;63,2;18;56,97;24,21;38,87
Brasil;Norte;1;Roraima;14;RR;2060;984511;496237;488274;12188;9569;12,38;9,72;78,03;75,44;80,81;10,68;10,43;10,93;1,95;0,0599;0,0975;0,103;0,075;0,0418;0,0096;0,0024;29,81;29,31;59,12;98,4;18,7;62,8;18,4;56,79;24,48;39,07
Brasil;Norte;1;Pará;15;PA;2010;7762953;3915560;3847393;152324;44609;19,62;5,75;70,87;67,46;74,73;20,3;22,98;17,47;2,14;0,0992;0,1364;0,0953;0,0559;0,0284;0,0102;0,0018;50,06;7,41;57,48;14,78;31,8;63,5;4,7;61,23;6,98;24,04
Brasil;Norte;1;Pará;15;PA;2011;7862943;3963990;3898953;152858;45060;19,44;5,73;71,09;67,62;75,01;19,57;22,18;16,83;2,12;0,0982;0,1335;0,0951;0,0568;0,0284;0,01;0,0016;48,59;7,49;56,08;15,43;31,1;64,1;4,8;61,73;7,14;24,44
Brasil;Norte;1;Pará;15;PA;2012;7960134;4010819;3949315;147482;45602;18,53;5,73;71,3;67,78;75,28;18,89;21,42;16,23;2,02;0,0943;0,1259;0,0901;0,0553;0,0278;0,0092;0,0013;47,08;7,57;54,65;16,12;30,4;64,7;4,9;62,24;7,31;24,84
Brasil;Norte;1;Pará;15;PA;2013;8054419;4056010;3998409;147957;46204;18,37;5,74;71,51;67,94;75,55;18,26;20,71;15,67;2;0,0937;0,1237;0,0897;0,0559;0,0278;0,0088;0,0011;45,57;7,67;53,23;16,84;29,7;65,3;5;62,76;7,5;25,25
Brasil;Norte;1;Pará;15;PA;2014;8149418;4101424;4047994;149988;46915;18,4;5,76;71,71;68,1;75,8;17,65;20,04;15,14;2,01;0,0941;0,1227;0,0907;0,0569;0,028;0,0086;0,001;44,17;7,78;51,95;17,53;29,1;65,8;5,1;63,23;7,71;25,66
Brasil;Norte;1;Pará;15;PA;2015;8244575;4146782;4097793;149502;47667;18,13;5,78;71,91;68,25;76,05;17,09;19,42;14,65;1,99;0,0924;0,1199;0,0897;0,0578;0,0285;0,0083;0,001;42,9;7,91;50,82;18,31;28,4;66,3;5,2;63,64;7,92;26,06
Brasil;Norte;1;Pará;15;PA;2016;8334346;4189258;4145088;140422;48358;16,85;5,8;72,1;68,4;76,29;16,56;18,83;14,18;1,86;0,0839;0,1118;0,0842;0,055;0,0274;0,0079;9,00E-04;41,68;8,07;49,75;19,42;27,8;66,8;5,4;64,03;8,14;26,48
Brasil;Norte;1;Pará;15;PA;2017;8422634;4230858;4191776;147813;49179;17,55;5,84;72,29;68,55;76,52;16,07;18,27;13,75;1,94;0,087;0,1164;0,0886;0,058;0,0291;0,0084;0,001;40,56;8,26;48,82;20,15;27,3;67,2;5,5;64,36;8,38;26,89
Brasil;Norte;1;Pará;15;PA;2018;8513497;4273661;4239836;147080;50097;17,28;5,88;72,48;68,7;76,74;15,6;17,75;13,35;1,92;0,0853;0,1147;0,0881;0,058;0,0291;0,0083;0,001;39,56;8,46;48,02;21,35;26,7;67,6;5,7;64,65;8,63;27,3
Brasil;Norte;1;Pará;15;PA;2019;8602865;4315587;4287278;146401;50996;17,02;5,93;72,66;68,85;76,95;15,17;17,26;12,97;1,91;0,0838;0,1131;0,0878;0,058;0,0293;0,0083;0,0011;38,61;8,68;47,29;22,52;26,2;67,9;5,9;64,91;8,88;27,71
Brasil;Norte;1;Pará;15;PA;2020;8690745;4356651;4334094;145701;51930;16,77;5,98;72,83;69;77,16;14,77;16,81;12,62;1,89;0,0823;0,1117;0,0875;0,058;0,0294;0,0082;0,0011;37,72;8,91;46,64;23,74;25,7;68,2;6,1;65,14;9,13;28,11
Brasil;Norte;1;Pará;15;PA;2021;8777124;4396853;4380271;145071;52902;16,53;6,03;73,01;69,14;77,36;14,39;16,38;12,3;1,88;0,081;0,1104;0,0874;0,0581;0,0296;0,0082;0,0011;36,84;9,16;46;25;25,2;68,5;6,3;65,37;9,39;28,52
Brasil;Norte;1;Pará;15;PA;2022;8861974;4436183;4425791;144395;53917;16,29;6,08;73,18;69,29;77,56;14,04;15,98;11,99;1,87;0,0797;0,1092;0,0873;0,0583;0,0298;0,0082;0,0012;36,03;9,42;45,45;26,21;24,8;68,8;6,5;65,57;9,66;28,93
Brasil;Norte;1;Pará;15;PA;2023;8945219;4474611;4470608;143707;54983;16,07;6,15;73,34;69,43;77,74;13,71;15,61;11,71;1,86;0,0785;0,1081;0,0872;0,0585;0,03;0,0082;0,0012;35,27;9,69;44,96;27,57;24,3;69;6,7;65,74;9,94;29,34
Brasil;Norte;1;Pará;15;PA;2024;9026771;4512095;4514676;142936;56079;15,83;6,21;73,5;69,57;77,92;13,4;15,26;11,45;1,85;0,0774;0,107;0,0873;0,0587;0,0302;0,0082;0,0012;34,6;9,98;44,58;28,87;23,9;69,2;6,9;65,84;10,23;29,75
Brasil;Norte;1;Pará;15;PA;2025;9106465;4548557;4557908;141973;57200;15,59;6,28;73,66;69,71;78,1;13,12;14,93;11,2;1,84;0,0763;0,1061;0,0874;0,059;0,0305;0,0082;0,0013;34,07;10,28;44,36;30,08;23,6;69,3;7,1;65,87;10,53;30,17
Brasil;Norte;1;Pará;15;PA;2026;9184171;4583943;4600228;141012;58368;15,35;6,36;73,81;69,84;78,26;12,85;14,63;10,98;1,84;0,0753;0,1052;0,0875;0,0592;0,0307;0,0082;0,0013;33,59;10,6;44,19;31,33;23,3;69,4;7,3;65,85;10,85;30,59
Brasil;Norte;1;Pará;15;PA;2027;9259811;4618219;4641592;140000;59590;15,12;6,44;73,96;69,98;78,42;12,61;14,35;10,77;1,83;0,0743;0,1043;0,0876;0,0596;0,031;0,0082;0,0013;33,16;10,92;44,08;33,04;23;69,4;7,6;65,79;11,19;31,02
Brasil;Norte;1;Pará;15;PA;2028;9333294;4651343;4681951;138923;60829;14,88;6,52;74,11;70,11;78,58;12,37;14,08;10,57;1,83;0,0733;0,1035;0,0878;0,0599;0,0313;0,0082;0,0014;32,79;11,26;44,04;34,21;22,8;69,4;7,8;65,7;11,54;31,45
Brasil;Norte;1;Pará;15;PA;2029;9404564;4683292;4721272;137886;62138;14,66;6,61;74,25;70,24;78,73;12,15;13,83;10,39;1,82;0,0724;0,1028;0,088;0,0602;0,0316;0,0083;0,0014;32,38;11,61;43,99;36;22,5;69,4;8,1;65,61;11,9;31,88
Brasil;Norte;1;Pará;15;PA;2030;9473593;4714061;4759532;136843;63464;14,44;6,7;74,39;70,37;78,87;11,96;13,6;10,23;1,82;0,0715;0,102;0,0883;0,0606;0,0319;0,0083;0,0015;31,97;11,98;43,95;37,39;22,2;69,5;8,3;65,52;12,27;32,31
Brasil;Norte;1;Pará;15;PA;2031;9540216;4743585;4796631;135644;64826;14,22;6,8;74,53;70,5;79,01;11,77;13,39;10,07;1,82;0,0706;0,1013;0,0885;0,061;0,0322;0,0083;0,0015;31,65;12,38;44,03;39,09;22;69,4;8,6;65,38;12,65;32,75
Brasil;Norte;1;Pará;15;PA;2032;9604249;4771787;4832462;134438;66241;14;6,9;74,66;70,63;79,14;11,6;13,18;9,93;1,81;0,0698;0,1006;0,0888;0,0614;0,0325;0,0083;0,0015;31,34;12,81;44,15;41,01;21,7;69,4;8,9;65,22;13,04;33,18
Brasil;Norte;1;Pará;15;PA;2033;9665694;4798674;4867020;133336;67693;13,79;7;74,8;70,76;79,27;11,44;13;9,8;1,81;0,0689;0,1;0,0891;0,0618;0,0328;0,0084;0,0016;30,97;13,25;44,22;42,79;21,5;69,3;9,2;65,09;13,44;33,6
Brasil;Norte;1;Pará;15;PA;2034;9724587;4824266;4900321;132274;69181;13,6;7,11;74,92;70,88;79,39;11,28;12,82;9,68;1,81;0,0681;0,0993;0,0894;0,0622;0,0331;0,0084;0,0016;30,61;13,71;44,32;44,81;21,2;69,3;9,5;64,94;13,86;34,02
Brasil;Norte;1;Pará;15;PA;2035;9780938;4848575;4932363;131273;70716;13,42;7,23;75,05;71;79,51;11,15;12,66;9,56;1,81;0,0672;0,0987;0,0897;0,0626;0,0335;0,0084;0,0016;30,26;14,18;44,44;46,89;20,9;69,2;9,8;64,76;14,29;34,43
Brasil;Norte;1;Pará;15;PA;2036;9834703;4871586;4963117;130198;72275;13,24;7,35;75,17;71,12;79,62;11,02;12,5;9,46;1,81;0,0664;0,0981;0,0901;0,063;0,0338;0,0084;0,0017;29,92;14,67;44,59;48,79;20,7;69,2;10,1;64,56;14,75;34,84
Brasil;Norte;1;Pará;15;PA;2037;9885814;4893268;4992546;129139;73890;13,06;7,47;75,28;71,24;79,73;10,9;12,36;9,36;1,81;0,0656;0,0975;0,0904;0,0635;0,0341;0,0085;0,0017;29,59;15,17;44,76;51,47;20,4;69,1;10,5;64,33;15,23;35,24
Brasil;Norte;1;Pará;15;PA;2038;9934265;4913623;5020642;128136;75534;12,9;7,6;75,4;71,36;79,83;10,79;12,23;9,27;1,81;0,0648;0,0969;0,0908;0,0639;0,0345;0,0085;0,0018;29,27;15,68;44,96;53,47;20,2;69;10,8;64,09;15,72;35,63
Brasil;Norte;1;Pará;15;PA;2039;9980050;4932654;5047396;127155;77236;12,74;7,74;75,51;71,47;79,93;10,68;12,11;9,19;1,8;0,064;0,0963;0,0911;0,0643;0,0348;0,0085;0,0018;28,97;16,23;45,2;56;20;68,9;11,2;63,82;16,23;36,02
Brasil;Norte;1;Pará;15;PA;2040;10023188;4950380;5072808;126256;78948;12,6;7,88;75,63;71,59;80,03;10,59;11,99;9,11;1,8;0,0632;0,0957;0,0915;0,0648;0,0352;0,0086;0,0018;28,68;16,81;45,49;58,88;19,7;68,7;11,6;63,54;16,75;36,41
Brasil;Norte;1;Pará;15;PA;2041;10063691;4966816;5096875;125366;80716;12,46;8,02;75,73;71,7;80,12;10,5;11,88;9,04;1,8;0,0624;0,0951;0,0919;0,0652;0,0355;0,0086;0,0019;28,42;17,42;45,84;61,03;19,5;68,6;11,9;63,23;17,28;36,79
Brasil;Norte;1;Pará;15;PA;2042;10101541;4981961;5119580;124512;82513;12,33;8,17;75,84;71,81;80,21;10,41;11,78;8,98;1,8;0,0616;0,0946;0,0922;0,0657;0,0358;0,0086;0,0019;28,17;18,07;46,24;64,25;19,3;68,4;12,4;62,91;17,83;37,17
Brasil;Norte;1;Pará;15;PA;2043;10136721;4995818;5140903;123667;84357;12,2;8,32;75,94;71,92;80,29;10,34;11,69;8,92;1,8;0,0609;0,094;0,0926;0,0661;0,0362;0,0087;0,002;27,95;18,75;46,69;67,02;19,1;68,2;12,8;62,57;18,38;37,54
Brasil;Norte;1;Pará;15;PA;2044;10169203;5008379;5160824;122823;86220;12,08;8,48;76,04;72,03;80,37;10,27;11,6;8,86;1,8;0,0601;0,0935;0,093;0,0666;0,0365;0,0087;0,002;27,74;19,45;47,19;70,21;18,8;67,9;13,2;62,23;18,92;37,91
Brasil;Norte;1;Pará;15;PA;2045;10198997;5019656;5179341;122038;88104;11,97;8,64;76,14;72,14;80,45;10,2;11,52;8,81;1,8;0,0593;0,0929;0,0934;0,0671;0,0369;0,0087;0,002;27,55;20,19;47,74;73,66;18,6;67,7;13,7;61,89;19,46;38,27
Brasil;Norte;1;Pará;15;PA;2046;10226126;5029666;5196460;121288;90015;11,86;8,8;76,23;72,24;80,52;10,14;11,44;8,76;1,8;0,0585;0,0923;0,0937;0,0675;0,0372;0,0088;0,0021;27,39;20,95;48,34;76,22;18,5;67,4;14,1;61,55;19,99;38,63
Brasil;Norte;1;Pará;15;PA;2047;10250595;5038414;5212181;120559;91945;11,76;8,97;76,32;72,35;80,59;10,08;11,37;8,72;1,8;0,0578;0,0918;0,0941;0,068;0,0376;0,0088;0,0021;27,24;21,74;48,98;79,78;18,3;67,1;14,6;61,21;20,51;38,97
Brasil;Norte;1;Pará;15;PA;2048;10272374;5045894;5226480;119794;93900;11,66;9,14;76,41;72,45;80,66;10,03;11,31;8,68;1,8;0,057;0,0912;0,0945;0,0684;0,0379;0,0088;0,0021;27,11;22,55;49,66;83,43;18,1;66,8;15,1;60,87;21,01;39,3
Brasil;Norte;1;Pará;15;PA;2049;10291421;5052094;5239327;119023;95873;11,57;9,32;76,5;72,55;80,73;9,97;11,24;8,64;1,8;0,0562;0,0907;0,0949;0,0689;0,0383;0,0089;0,0022;27;23,36;50,36;86,11;18;66,5;15,5;60,54;21,51;39,61
Brasil;Norte;1;Pará;15;PA;2050;10307745;5057027;5250718;118295;97847;11,48;9,49;76,58;72,65;80,79;9,93;11,19;8,61;1,8;0,0554;0,0902;0,0953;0,0694;0,0386;0,0089;0,0022;26,9;24,16;51,06;89,89;17,8;66,2;16;60,2;22;39,9
Brasil;Norte;1;Pará;15;PA;2051;10321384;5060718;5260666;117607;99826;11,39;9,67;76,67;72,74;80,85;9,89;11,13;8,58;1,8;0,0554;0,0901;0,0953;0,0694;0,0386;0,0089;0,0022;26,8;24,96;51,76;92,66;17,7;65,9;16,4;59,86;22,48;40,18
Brasil;Norte;1;Pará;15;PA;2052;10332358;5063186;5269172;116927;101810;11,32;9,85;76,75;72,84;80,9;9,85;11,08;8,55;1,8;0,0554;0,0901;0,0953;0,0694;0,0386;0,0089;0,0022;26,72;25,74;52,46;96,57;17,5;65,6;16,9;59,52;22,95;40,44
Brasil;Norte;1;Pará;15;PA;2053;10340631;5064421;5276210;116193;103813;11,24;10,04;76,83;72,94;80,96;9,81;11,03;8,52;1,8;0,0554;0,0901;0,0953;0,0694;0,0386;0,0089;0,0022;26,65;26,51;53,16;99,43;17,4;65,3;17,3;59,19;23,41;40,69
Brasil;Norte;1;Pará;15;PA;2054;10346154;5064407;5281747;115424;105807;11,16;10,23;76,91;73,03;81,01;9,77;10,99;8,5;1,8;0,0554;0,0901;0,0953;0,0694;0,0386;0,0089;0,0022;26,58;27,28;53,86;102,31;17,3;65;17,7;58,84;23,88;40,93
Brasil;Norte;1;Pará;15;PA;2055;10348902;5063144;5285758;114639;107810;11,08;10,42;76,98;73,12;81,06;9,74;10,95;8,47;1,8;0,0554;0,0901;0,0953;0,0693;0,0386;0,0089;0,0022;26,53;28,04;54,57;105,23;17,2;64,7;18,1;58,48;24,35;41,17
Brasil;Norte;1;Pará;15;PA;2056;10348887;5060649;5288238;113903;109812;11,01;10,61;77,06;73,21;81,11;9,71;10,91;8,45;1,8;0,0554;0,0901;0,0953;0,0693;0,0386;0,0089;0,0022;26,48;28,8;55,28;108,19;17,1;64,4;18,5;58,12;24,83;41,41
Brasil;Norte;1;Pará;15;PA;2057;10346144;5056949;5289195;113162;111790;10,94;10,8;77,13;73,3;81,15;9,69;10,87;8,43;1,8;0,0554;0,0901;0,0953;0,0693;0,0386;0,0089;0,0022;26,44;29,54;55,98;111,18;17;64,1;18,9;57,74;25,31;41,63
Brasil;Norte;1;Pará;15;PA;2058;10340650;5052039;5288611;112362;113771;10,87;11;77,19;73,39;81,2;9,66;10,84;8,42;1,8;0,0554;0,0901;0,0953;0,0693;0,0386;0,0089;0,0022;26,41;30,28;56,69;114,2;16,9;63,8;19,3;57,35;25,8;41,83
Brasil;Norte;1;Pará;15;PA;2059;10332396;5045921;5286475;111553;115701;10,8;11,2;77,27;73,47;81,24;9,63;10,81;8,4;1,8;0,0554;0,0901;0,0953;0,0693;0,0386;0,0089;0,0022;26,38;31,03;57,42;117,26;16,8;63,5;19,7;56,98;26,26;42,03
Brasil;Norte;1;Pará;15;PA;2060;10321412;5038618;5282794;110740;117610;10,73;11,39;77,33;73,56;81,28;9,61;10,78;8,38;1,8;0,0554;0,0901;0,0953;0,0693;0,0386;0,0089;0,0022;26,37;31,81;58,18;120,36;16,7;63,2;20,1;56,63;26,7;42,24
Brasil;Norte;1;Amapá;16;AP;2010;694261;347935;346326;16436;3145;23,67;4,53;72,13;69,2;75,36;24,58;25,01;24,13;2,55;0,1049;0,1419;0,1155;0,0806;0,0464;0,0175;0,0025;56,15;5,44;61,59;9,8;34,7;61,9;3,4;60,26;5;22,25
Brasil;Norte;1;Amapá;16;AP;2011;711453;356510;354943;15903;3184;22,35;4,48;72,47;69,6;75,61;24,34;24,75;23,9;2,39;0,0996;0,1333;0,1094;0,0758;0,0434;0,0154;0,0021;54,37;5,48;59,85;10;34;62,6;3,4;60,87;5,12;22,64
Brasil;Norte;1;Amapá;16;AP;2012;728015;364765;363250;15378;3220;21,12;4,42;72,78;69,98;75,85;24,11;24,51;23,68;2,26;0,0961;0,1247;0,1022;0,0714;0,0405;0,0143;0,002;52,5;5,52;58,02;10,54;33,2;63,3;3,5;61,51;5,27;23,05
Brasil;Norte;1;Amapá;16;AP;2013;744809;373140;371669;16591;3282;22,28;4,41;73,09;70,34;76,08;23,88;24,28;23,47;2,38;0,1016;0,1312;0,1064;0,076;0,0432;0,0147;0,0019;50,77;5,56;56,33;11,08;32,5;64;3,6;62,09;5,43;23,46
Brasil;Norte;1;Amapá;16;AP;2014;762156;381800;380356;16746;3356;21,97;4,4;73,38;70,69;76,31;23,67;24,05;23,25;2,35;0,0997;0,1287;0,1045;0,0764;0,0431;0,0147;0,0018;49,25;5,63;54,88;11,32;31,8;64,6;3,6;62,59;5,61;23,84
Brasil;Norte;1;Amapá;16;AP;2015;779416;390417;388999;16681;3418;21,4;4,39;73,66;71,02;76,53;23,45;23,84;23,04;2,29;0,0968;0,1221;0,102;0,0769;0,0441;0,0145;0,0017;47,82;5,72;53,54;11,9;31,1;65,1;3,7;63,06;5,8;24,22
Brasil;Norte;1;Amapá;16;AP;2016;796419;398904;397515;16484;3483;20,7;4,37;73,93;71,33;76,74;23,24;23,62;22,83;2,22;0,0929;0,1175;0,098;0,075;0,0453;0,0136;0,0013;46,28;5,84;52,11;12,5;30,4;65,7;3,8;63,57;6,01;24,62
Brasil;Norte;1;Amapá;16;AP;2017;813084;407218;405866;16264;3550;20;4,37;74,19;71,62;76,94;23,03;23,41;22,62;2,15;0,0892;0,1136;0,0955;0,0729;0,0439;0,0131;0,0013;44,9;5,98;50,88;13,42;29,8;66,3;4;64,01;6,23;25,02
Brasil;Norte;1;Amapá;16;AP;2018;829494;415402;414092;16239;3624;19,58;4,37;74,43;71,9;77,14;22,82;23,2;22,41;2,11;0,0869;0,1112;0,0942;0,0718;0,0431;0,0127;0,0013;43,59;6,15;49,75;14,09;29,1;66,8;4,1;64,42;6,46;25,42
Brasil;Norte;1;Amapá;16;AP;2019;845731;423498;422233;16202;3704;19,16;4,38;74,66;72,17;77,33;22,61;22,99;22,21;2,07;0,0847;0,1092;0,0932;0,0709;0,0425;0,0124;0,0013;42,46;6,35;48,81;15,09;28,5;67,2;4,3;64,76;6,71;25,83
Brasil;Norte;1;Amapá;16;AP;2020;861773;431494;430279;16139;3789;18,73;4,4;74,88;72,41;77,52;22,41;22,79;22;2,04;0,0827;0,1073;0,0922;0,0701;0,0419;0,0122;0,0013;41,57;6,57;48,14;15,66;28,1;67,5;4,4;64,98;6,96;26,25
Brasil;Norte;1;Amapá;16;AP;2021;877613;439387;438226;16098;3880;18,34;4,42;75,09;72,65;77,7;22,21;22,59;21,8;2,01;0,0809;0,1056;0,0915;0,0694;0,0414;0,0119;0,0013;40,68;6,81;47,48;16,67;27,6;67,8;4,6;65,21;7,21;26,67
Brasil;Norte;1;Amapá;16;AP;2022;893253;447178;446075;16054;3977;17,97;4,45;75,29;72,87;77,87;22,01;22,39;21,61;1,98;0,0793;0,1041;0,0908;0,0688;0,0409;0,0117;0,0014;39,84;7,06;46,91;17,71;27,1;68,1;4,8;65,4;7,47;27,1
Brasil;Norte;1;Amapá;16;AP;2023;908689;454864;453825;16020;4080;17,63;4,49;75,47;73,08;78,04;21,81;22,2;21,41;1,96;0,0777;0,1028;0,0903;0,0683;0,0405;0,0115;0,0014;39,01;7,33;46,35;18,73;26,7;68,3;5;65,59;7,75;27,52
Brasil;Norte;1;Amapá;16;AP;2024;923930;462449;461481;16002;4189;17,32;4,53;75,66;73,27;78,2;21,62;22;21,22;1,94;0,0763;0,1016;0,0899;0,0678;0,0401;0,0113;0,0014;38,13;7,61;45,74;19,85;26,2;68,6;5,2;65,8;8,03;27,95
Brasil;Norte;1;Amapá;16;AP;2025;938973;469931;469042;15971;4302;17,01;4,58;75,82;73,45;78,35;21,42;21,81;21,02;1,93;0,075;0,1005;0,0896;0,0675;0,0398;0,0112;0,0014;37,32;7,89;45,21;21,01;25,7;68,9;5,4;65,96;8,34;28,39
Brasil;Norte;1;Amapá;16;AP;2026;953802;477301;476501;15934;4422;16,71;4,64;75,99;73,62;78,5;21,24;21,62;20,84;1,91;0,0738;0,0995;0,0893;0,0672;0,0396;0,011;0,0015;36,6;8,18;44,78;22,53;25,3;69,1;5,7;66,07;8,65;28,82
Brasil;Norte;1;Amapá;16;AP;2027;968401;484550;483851;15881;4547;16,4;4,7;76,14;73,78;78,65;21,05;21,43;20,65;1,9;0,0726;0,0987;0,0892;0,067;0,0393;0,0109;0,0015;36,02;8,49;44,51;23,69;24,9;69,2;5,9;66,1;8,98;29,25
Brasil;Norte;1;Amapá;16;AP;2028;982762;491674;491088;15843;4679;16,12;4,76;76,28;73,93;78,79;20,87;21,25;20,46;1,88;0,0715;0,0979;0,0891;0,0668;0,0392;0,0107;0,0015;35,39;8,81;44,2;24,9;24,5;69,3;6,1;66,13;9,33;29,69
Brasil;Norte;1;Amapá;16;AP;2029;996900;498679;498221;15834;4818;15,88;4,83;76,42;74,07;78,92;20,68;21,06;20,28;1,87;0,0705;0,0972;0,0891;0,0667;0,039;0,0106;0,0015;34,68;9,14;43,81;26,56;24,1;69,5;6,4;66,2;9,69;30,12
Brasil;Norte;1;Amapá;16;AP;2030;1010824;505570;505254;15824;4964;15,65;4,91;76,55;74,21;79,05;20,5;20,88;20,1;1,86;0,0696;0,0965;0,0891;0,0667;0,0389;0,0105;0,0016;34;9,48;43,48;27,85;23,7;69,7;6,6;66,24;10,06;30,55
Brasil;Norte;1;Amapá;16;AP;2031;1024549;512355;512194;15799;5118;15,42;5;76,67;74,33;79,18;20,33;20,7;19,92;1,86;0,0687;0,096;0,0892;0,0666;0,0388;0,0104;0,0016;33,37;9,85;43,23;29,61;23,3;69,8;6,9;66,24;10,45;30,98
Brasil;Norte;1;Amapá;16;AP;2032;1038086;519040;519046;15763;5277;15,18;5,08;76,79;74,44;79,3;20,15;20,53;19,74;1,85;0,0678;0,0954;0,0893;0,0666;0,0387;0,0103;0,0016;32,82;10,24;43,06;31,44;22,9;69,9;7,2;66,2;10,86;31,42
Brasil;Norte;1;Amapá;16;AP;2033;1051422;525617;525805;15725;5447;14,96;5,18;76,9;74,55;79,41;19,97;20,35;19,57;1,84;0,067;0,095;0,0895;0,0667;0,0386;0,0102;0,0017;32,32;10,65;42,97;33,19;22,6;69,9;7,5;66,12;11,28;31,86
Brasil;Norte;1;Amapá;16;AP;2034;1064553;532084;532469;15697;5620;14,75;5,28;77,01;74,65;79,52;19,8;20,18;19,39;1,84;0,0662;0,0945;0,0897;0,0667;0,0385;0,0101;0,0017;31,84;11,09;42,93;34,98;22,3;70;7,8;66,01;11,71;32,28
