Criptomoeda;Iniciais;Data;Abertura;Fechamento;Alta;Baixa;Fechamento_ajustado;Volume
Bitcoin USD;BTC-USD;01/08/2021;41460.843750;42541.679688;39540.941406;39974.894531;39974.894531;26688438115
Bitcoin USD;BTC-USD;02/08/2021;39907.261719;40419.179688;38746.347656;39201.945313;39201.945313;25595265436
Bitcoin USD;BTC-USD;03/08/2021;39178.402344;39750.031250;37782.050781;38152.980469;38152.980469;26189830450
Bitcoin USD;BTC-USD;04/08/2021;38213.332031;39952.296875;37589.164063;39747.503906;39747.503906;25372562724
Bitcoin USD;BTC-USD;05/08/2021;39744.515625;41341.933594;37458.003906;40869.554688;40869.554688;35185031017
Bitcoin USD;BTC-USD;06/08/2021;40865.867188;43271.660156;39932.179688;42816.500000;42816.500000;38226483046
Bitcoin USD;BTC-USD;07/08/2021;42832.796875;44689.859375;42618.566406;44555.800781;44555.800781;40030862141
Bitcoin USD;BTC-USD;08/08/2021;44574.437500;45282.351563;43331.910156;43798.117188;43798.117188;36302664750
Bitcoin USD;BTC-USD;09/08/2021;43791.925781;46456.832031;42848.687500;46365.402344;46365.402344;38734079049
Bitcoin USD;BTC-USD;10/08/2021;46280.847656;46637.988281;44705.554688;45585.031250;45585.031250;33546019517
Bitcoin USD;BTC-USD;11/08/2021;45599.703125;46735.632813;45351.710938;45593.636719;45593.636719;34319709073
Bitcoin USD;BTC-USD;12/08/2021;45576.878906;46228.910156;43861.445313;44428.289063;44428.289063;33723620826
Bitcoin USD;BTC-USD;13/08/2021;44439.691406;47831.976563;44282.417969;47793.320313;47793.320313;31744259539
Bitcoin USD;BTC-USD;14/08/2021;47810.687500;48098.683594;46177.632813;47096.945313;47096.945313;31211354442
Bitcoin USD;BTC-USD;15/08/2021;47096.667969;47357.105469;45579.589844;47047.003906;47047.003906;30988958446
Bitcoin USD;BTC-USD;16/08/2021;47019.960938;47998.097656;45700.320313;46004.484375;46004.484375;32776876610
Bitcoin USD;BTC-USD;17/08/2021;45936.457031;47139.570313;44512.417969;44695.359375;44695.359375;33451362600
Bitcoin USD;BTC-USD;18/08/2021;44686.750000;45952.062500;44364.027344;44801.187500;44801.187500;32194123075
Bitcoin USD;BTC-USD;19/08/2021;44741.882813;46970.761719;43998.316406;46717.578125;46717.578125;37204312299
Bitcoin USD;BTC-USD;20/08/2021;46723.121094;49342.152344;46650.707031;49339.175781;49339.175781;34706867452
Bitcoin USD;BTC-USD;21/08/2021;49327.074219;49717.019531;48312.199219;48905.492188;48905.492188;40585205312
Bitcoin USD;BTC-USD;22/08/2021;48869.105469;49471.609375;48199.941406;49321.652344;49321.652344;25370975378
Bitcoin USD;BTC-USD;23/08/2021;49291.675781;50482.078125;49074.605469;49546.148438;49546.148438;34305053719
Bitcoin USD;BTC-USD;24/08/2021;49562.347656;49878.769531;47687.117188;47706.117188;47706.117188;35361168834
Bitcoin USD;BTC-USD;25/08/2021;47727.257813;49202.878906;47163.613281;48960.789063;48960.789063;32646349931
Bitcoin USD;BTC-USD;26/08/2021;49002.640625;49347.582031;46405.781250;46942.218750;46942.218750;32666549568
Bitcoin USD;BTC-USD;27/08/2021;46894.554688;49112.785156;46394.281250;49058.667969;49058.667969;34511076995
Bitcoin USD;BTC-USD;28/08/2021;49072.585938;49283.503906;48499.238281;48902.402344;48902.402344;28568103401
Bitcoin USD;BTC-USD;29/08/2021;48911.250000;49644.113281;47925.855469;48829.832031;48829.832031;25889650240
Bitcoin USD;BTC-USD;30/08/2021;48834.851563;48925.605469;46950.273438;47054.984375;47054.984375;31847007016
Bitcoin USD;BTC-USD;31/08/2021;47024.339844;48189.550781;46750.093750;47166.687500;47166.687500;34730363427
Bitcoin USD;BTC-USD;01/09/2021;47099.773438;49111.089844;46562.437500;48847.027344;48847.027344;39139399125
Bitcoin USD;BTC-USD;02/09/2021;48807.847656;50343.421875;48652.320313;49327.722656;49327.722656;39508070319
Bitcoin USD;BTC-USD;03/09/2021;49288.250000;50982.273438;48386.085938;50025.375000;50025.375000;43206179619
Bitcoin USD;BTC-USD;04/09/2021;50009.324219;50545.582031;49548.781250;49944.625000;49944.625000;37471327794
Bitcoin USD;BTC-USD;05/09/2021;49937.859375;51868.679688;49538.597656;51753.410156;51753.410156;30322676319
Bitcoin USD;BTC-USD;06/09/2021;51769.003906;52700.941406;51053.679688;52633.535156;52633.535156;38884105426
Bitcoin USD;BTC-USD;07/09/2021;52660.480469;52853.765625;43285.207031;46811.128906;46811.128906;65210059683
Bitcoin USD;BTC-USD;08/09/2021;46827.761719;47334.054688;44561.394531;46091.390625;46091.390625;49007762488
Bitcoin USD;BTC-USD;09/09/2021;45774.742188;47261.949219;45669.738281;46391.421875;46391.421875;38672657013
Bitcoin USD;BTC-USD;10/09/2021;46396.664063;47031.742188;44344.484375;44883.910156;44883.910156;39154666597
Bitcoin USD;BTC-USD;11/09/2021;44869.839844;45969.292969;44818.265625;45201.457031;45201.457031;34499835245
Bitcoin USD;BTC-USD;12/09/2021;45206.628906;46364.878906;44790.460938;46063.269531;46063.269531;27881980161
Bitcoin USD;BTC-USD;13/09/2021;46057.214844;46598.679688;43591.320313;44963.074219;44963.074219;40969943253
Bitcoin USD;BTC-USD;14/09/2021;44960.050781;47218.125000;44752.332031;47092.492188;47092.492188;38652152880
Bitcoin USD;BTC-USD;15/09/2021;47098.000000;48450.468750;46773.328125;48176.347656;48176.347656;30484496466
Bitcoin USD;BTC-USD;16/09/2021;48158.906250;48486.828125;47079.558594;47783.359375;47783.359375;31764293754
Bitcoin USD;BTC-USD;17/09/2021;47771.003906;48160.921875;46832.523438;47267.519531;47267.519531;28727713711
Bitcoin USD;BTC-USD;18/09/2021;47273.527344;48791.781250;47087.285156;48278.363281;48278.363281;28575630451
Bitcoin USD;BTC-USD;19/09/2021;48268.855469;48328.367188;46919.804688;47260.218750;47260.218750;26967722648
Bitcoin USD;BTC-USD;20/09/2021;47261.406250;47328.199219;42598.914063;42843.800781;42843.800781;43909845642
Bitcoin USD;BTC-USD;21/09/2021;43012.234375;43607.609375;39787.609375;40693.675781;40693.675781;48701090088
Bitcoin USD;BTC-USD;22/09/2021;40677.953125;43978.621094;40625.632813;43574.507813;43574.507813;38139709246
Bitcoin USD;BTC-USD;23/09/2021;43560.296875;44942.175781;43109.339844;44895.097656;44895.097656;34244064430
Bitcoin USD;BTC-USD;24/09/2021;44894.300781;45080.492188;40936.558594;42839.750000;42839.750000;42839345714
Bitcoin USD;BTC-USD;25/09/2021;42840.890625;42996.257813;41759.921875;42716.593750;42716.593750;31604717236
Bitcoin USD;BTC-USD;26/09/2021;42721.628906;43919.300781;40848.460938;43208.539063;43208.539063;30661222077
Bitcoin USD;BTC-USD;27/09/2021;43234.183594;44313.246094;42190.632813;42235.730469;42235.730469;30980029059
Bitcoin USD;BTC-USD;28/09/2021;42200.898438;42775.144531;40931.664063;41034.542969;41034.542969;30214940550
Bitcoin USD;BTC-USD;29/09/2021;41064.984375;42545.257813;40829.667969;41564.363281;41564.363281;30602359905
Bitcoin USD;BTC-USD;30/09/2021;41551.269531;44092.601563;41444.582031;43790.894531;43790.894531;31141681925
Bitcoin USD;BTC-USD;01/10/2021;43816.742188;48436.011719;43320.023438;48116.941406;48116.941406;42850641582
Bitcoin USD;BTC-USD;02/10/2021;48137.468750;48282.062500;47465.496094;47711.488281;47711.488281;30614346492
Bitcoin USD;BTC-USD;03/10/2021;47680.027344;49130.691406;47157.289063;48199.953125;48199.953125;26638115879
Bitcoin USD;BTC-USD;04/10/2021;48208.906250;49456.777344;47045.003906;49112.902344;49112.902344;33383173002
Bitcoin USD;BTC-USD;05/10/2021;49174.960938;51839.984375;49072.839844;51514.812500;51514.812500;35873904236
Bitcoin USD;BTC-USD;06/10/2021;51486.664063;55568.464844;50488.191406;55361.449219;55361.449219;49034730168
Bitcoin USD;BTC-USD;07/10/2021;55338.625000;55338.625000;53525.468750;53805.984375;53805.984375;36807860413
Bitcoin USD;BTC-USD;08/10/2021;53802.144531;55922.980469;53688.054688;53967.847656;53967.847656;34800873924
Bitcoin USD;BTC-USD;09/10/2021;53929.781250;55397.945313;53735.144531;54968.222656;54968.222656;32491211414
Bitcoin USD;BTC-USD;10/10/2021;54952.820313;56401.304688;54264.257813;54771.578125;54771.578125;39527792364
Bitcoin USD;BTC-USD;11/10/2021;54734.125000;57793.039063;54519.765625;57484.789063;57484.789063;42637331698
Bitcoin USD;BTC-USD;12/10/2021;57526.832031;57627.878906;54477.972656;56041.058594;56041.058594;41083758949
Bitcoin USD;BTC-USD;13/10/2021;56038.257813;57688.660156;54370.972656;57401.097656;57401.097656;41684252783
Bitcoin USD;BTC-USD;14/10/2021;57372.832031;58478.734375;56957.074219;57321.523438;57321.523438;36615791366
Bitcoin USD;BTC-USD;15/10/2021;57345.902344;62757.128906;56868.144531;61593.949219;61593.949219;51780081801
Bitcoin USD;BTC-USD;16/10/2021;61609.527344;62274.476563;60206.121094;60892.179688;60892.179688;34250964237
Bitcoin USD;BTC-USD;17/10/2021;60887.652344;61645.523438;59164.468750;61553.617188;61553.617188;29032367511
Bitcoin USD;BTC-USD;18/10/2021;61548.804688;62614.660156;60012.757813;62026.078125;62026.078125;38055562075
Bitcoin USD;BTC-USD;19/10/2021;62043.164063;64434.535156;61622.933594;64261.992188;64261.992188;40471196346
Bitcoin USD;BTC-USD;20/10/2021;64284.585938;66930.390625;63610.675781;65992.835938;65992.835938;40788955582
Bitcoin USD;BTC-USD;21/10/2021;66002.234375;66600.546875;62117.410156;62210.171875;62210.171875;45908121370
Bitcoin USD;BTC-USD;22/10/2021;62237.890625;63715.023438;60122.796875;60692.265625;60692.265625;38434082775
Bitcoin USD;BTC-USD;23/10/2021;60694.628906;61743.878906;59826.523438;61393.617188;61393.617188;26882546034
Bitcoin USD;BTC-USD;24/10/2021;61368.343750;61505.804688;59643.343750;60930.835938;60930.835938;27316183882
Bitcoin USD;BTC-USD;25/10/2021;60893.925781;63729.324219;60691.800781;63039.824219;63039.824219;31064911614
Bitcoin USD;BTC-USD;26/10/2021;63032.761719;63229.027344;59991.160156;60363.792969;60363.792969;34878965587
Bitcoin USD;BTC-USD;27/10/2021;60352.000000;61435.183594;58208.187500;58482.386719;58482.386719;43657076893
Bitcoin USD;BTC-USD;28/10/2021;58470.730469;62128.632813;58206.917969;60622.136719;60622.136719;45257083247
Bitcoin USD;BTC-USD;29/10/2021;60624.871094;62927.609375;60329.964844;62227.964844;62227.964844;36856881767
Bitcoin USD;BTC-USD;30/10/2021;62239.363281;62330.144531;60918.386719;61888.832031;61888.832031;32157938616
Bitcoin USD;BTC-USD;31/10/2021;61850.488281;62406.171875;60074.328125;61318.957031;61318.957031;32241199927
Bitcoin USD;BTC-USD;01/11/2021;61320.449219;62419.003906;59695.183594;61004.406250;61004.406250;36150572843
Bitcoin USD;BTC-USD;02/11/2021;60963.253906;64242.792969;60673.054688;63226.402344;63226.402344;37746665647
Bitcoin USD;BTC-USD;03/11/2021;63254.335938;63516.937500;61184.238281;62970.046875;62970.046875;36124731509
Bitcoin USD;BTC-USD;04/11/2021;62941.804688;63123.289063;60799.664063;61452.230469;61452.230469;32615846901
Bitcoin USD;BTC-USD;05/11/2021;61460.078125;62541.468750;60844.609375;61125.675781;61125.675781;30605102446
Bitcoin USD;BTC-USD;06/11/2021;61068.875000;61590.683594;60163.781250;61527.480469;61527.480469;29094934221
Bitcoin USD;BTC-USD;07/11/2021;61554.921875;63326.988281;61432.488281;63326.988281;63326.988281;24726754302
Bitcoin USD;BTC-USD;08/11/2021;63344.066406;67673.742188;63344.066406;67566.828125;67566.828125;41125608330
Bitcoin USD;BTC-USD;09/11/2021;67549.734375;68530.335938;66382.062500;66971.828125;66971.828125;42357991721
Bitcoin USD;BTC-USD;10/11/2021;66953.335938;68789.625000;63208.113281;64995.230469;64995.230469;48730828378
Bitcoin USD;BTC-USD;11/11/2021;64978.890625;65579.015625;64180.488281;64949.960938;64949.960938;35880633236
Bitcoin USD;BTC-USD;12/11/2021;64863.980469;65460.816406;62333.914063;64155.941406;64155.941406;36084893887
Bitcoin USD;BTC-USD;13/11/2021;64158.121094;64915.675781;63303.734375;64469.527344;64469.527344;30474228777
Bitcoin USD;BTC-USD;14/11/2021;64455.371094;65495.179688;63647.808594;65466.839844;65466.839844;25122092191
Bitcoin USD;BTC-USD;15/11/2021;65521.289063;66281.570313;63548.144531;63557.871094;63557.871094;30558763548
Bitcoin USD;BTC-USD;16/11/2021;63721.195313;63721.195313;59016.335938;60161.246094;60161.246094;46844335592
Bitcoin USD;BTC-USD;17/11/2021;60139.621094;60823.609375;58515.410156;60368.011719;60368.011719;39178392930
Bitcoin USD;BTC-USD;18/11/2021;60360.136719;60948.500000;56550.792969;56942.136719;56942.136719;41388338699
Bitcoin USD;BTC-USD;19/11/2021;56896.128906;58351.113281;55705.179688;58119.578125;58119.578125;38702407772
Bitcoin USD;BTC-USD;20/11/2021;58115.082031;59859.878906;57469.726563;59697.195313;59697.195313;30624264863
Bitcoin USD;BTC-USD;21/11/2021;59730.507813;60004.425781;58618.929688;58730.476563;58730.476563;26123447605
Bitcoin USD;BTC-USD;22/11/2021;58706.847656;59266.359375;55679.839844;56289.289063;56289.289063;35036121783
Bitcoin USD;BTC-USD;23/11/2021;56304.554688;57875.515625;55632.761719;57569.074219;57569.074219;37485803899
Bitcoin USD;BTC-USD;24/11/2021;57565.851563;57803.066406;55964.222656;56280.425781;56280.425781;36635566789
Bitcoin USD;BTC-USD;25/11/2021;57165.417969;59367.968750;57146.683594;57274.679688;57274.679688;34284016248
Bitcoin USD;BTC-USD;26/11/2021;58960.285156;59183.480469;53569.765625;53569.765625;53569.765625;41810748221
Bitcoin USD;BTC-USD;27/11/2021;53736.429688;55329.257813;53668.355469;54815.078125;54815.078125;30560857714
Bitcoin USD;BTC-USD;28/11/2021;54813.023438;57393.843750;53576.734375;57248.457031;57248.457031;28116886357
Bitcoin USD;BTC-USD;29/11/2021;57291.906250;58872.878906;56792.527344;57806.566406;57806.566406;32370840356
Bitcoin USD;BTC-USD;30/11/2021;57830.113281;59113.402344;56057.281250;57005.425781;57005.425781;36708594618
Bitcoin USD;BTC-USD;01/12/2021;56907.964844;59041.683594;56553.082031;57229.828125;57229.828125;36858195307
Bitcoin USD;BTC-USD;02/12/2021;57217.371094;57349.234375;55895.132813;56477.816406;56477.816406;32379968686
Bitcoin USD;BTC-USD;03/12/2021;56509.164063;57482.167969;52496.585938;53598.246094;53598.246094;39789134215
Bitcoin USD;BTC-USD;04/12/2021;53727.878906;53904.679688;42874.617188;49200.703125;49200.703125;61385677469
Bitcoin USD;BTC-USD;05/12/2021;49201.519531;49768.148438;47857.496094;49368.847656;49368.847656;37198201161
Bitcoin USD;BTC-USD;06/12/2021;49413.480469;50929.519531;47281.035156;50582.625000;50582.625000;37707308001
Bitcoin USD;BTC-USD;07/12/2021;50581.828125;51934.781250;50175.808594;50700.085938;50700.085938;33676814852
Bitcoin USD;BTC-USD;08/12/2021;50667.648438;51171.375000;48765.988281;50504.796875;50504.796875;28479699446
Bitcoin USD;BTC-USD;09/12/2021;50450.082031;50797.164063;47358.351563;47672.121094;47672.121094;29603577251
Bitcoin USD;BTC-USD;10/12/2021;47642.144531;50015.253906;47023.699219;47243.304688;47243.304688;30966005122
Bitcoin USD;BTC-USD;11/12/2021;47264.632813;49458.210938;46942.347656;49362.507813;49362.507813;25775869261
Bitcoin USD;BTC-USD;12/12/2021;49354.855469;50724.867188;48725.851563;50098.335938;50098.335938;21939223599
Bitcoin USD;BTC-USD;13/12/2021;50114.742188;50205.000000;45894.847656;46737.480469;46737.480469;32166727776
Bitcoin USD;BTC-USD;14/12/2021;46709.824219;48431.398438;46424.496094;46612.632813;46612.632813;34638619079
Bitcoin USD;BTC-USD;15/12/2021;48379.753906;49473.957031;46671.964844;48896.722656;48896.722656;36541828520
Bitcoin USD;BTC-USD;16/12/2021;48900.464844;49425.574219;47529.878906;47665.425781;47665.425781;27268150947
Bitcoin USD;BTC-USD;17/12/2021;47653.730469;48004.894531;45618.214844;46202.144531;46202.144531;32902725329
Bitcoin USD;BTC-USD;18/12/2021;46219.253906;47313.828125;45598.441406;46848.777344;46848.777344;26098292690
Bitcoin USD;BTC-USD;19/12/2021;46853.867188;48089.664063;46502.953125;46707.015625;46707.015625;25154053861
Bitcoin USD;BTC-USD;20/12/2021;46707.062500;47401.718750;45579.808594;46880.277344;46880.277344;30961902129
Bitcoin USD;BTC-USD;21/12/2021;46886.078125;49300.917969;46698.773438;48936.613281;48936.613281;27055803928
Bitcoin USD;BTC-USD;22/12/2021;48937.097656;49544.796875;48450.941406;48628.511719;48628.511719;24447979559
Bitcoin USD;BTC-USD;23/12/2021;48626.343750;51332.339844;48065.835938;50784.539063;50784.539063;28223878108
Bitcoin USD;BTC-USD;24/12/2021;50806.050781;51814.027344;50514.496094;50822.195313;50822.195313;24367912228
Bitcoin USD;BTC-USD;25/12/2021;50854.917969;51176.597656;50236.707031;50429.859375;50429.859375;19030650914
Bitcoin USD;BTC-USD;26/12/2021;50428.691406;51196.378906;49623.105469;50809.515625;50809.515625;20964372926
Bitcoin USD;BTC-USD;27/12/2021;50802.609375;51956.328125;50499.468750;50640.417969;50640.417969;24324345758
Bitcoin USD;BTC-USD;28/12/2021;50679.859375;50679.859375;47414.210938;47588.855469;47588.855469;33430376883
Bitcoin USD;BTC-USD;29/12/2021;47623.871094;48119.742188;46201.496094;46444.710938;46444.710938;30049226299
Bitcoin USD;BTC-USD;30/12/2021;46490.605469;47879.964844;46060.312500;47178.125000;47178.125000;26686491018
Bitcoin USD;BTC-USD;31/12/2021;47169.371094;48472.527344;45819.953125;46306.445313;46306.445313;36974172400
Bitcoin USD;BTC-USD;01/01/2022;46311.746094;47827.312500;46288.484375;47686.812500;47686.812500;24582667004
Bitcoin USD;BTC-USD;02/01/2022;47680.925781;47881.406250;46856.937500;47345.218750;47345.218750;27951569547
Bitcoin USD;BTC-USD;03/01/2022;47343.542969;47510.726563;45835.964844;46458.117188;46458.117188;33071628362
Bitcoin USD;BTC-USD;04/01/2022;46458.851563;47406.546875;45752.464844;45897.574219;45897.574219;42494677905
Bitcoin USD;BTC-USD;05/01/2022;45899.359375;46929.046875;42798.222656;43569.003906;43569.003906;36851084859
Bitcoin USD;BTC-USD;06/01/2022;43565.511719;43748.718750;42645.539063;43160.929688;43160.929688;30208048289
Bitcoin USD;BTC-USD;07/01/2022;43153.570313;43153.570313;41077.445313;41557.902344;41557.902344;84196607520
Bitcoin USD;BTC-USD;08/01/2022;41561.464844;42228.941406;40672.277344;41733.941406;41733.941406;28066355845
Bitcoin USD;BTC-USD;09/01/2022;41734.726563;42663.949219;41338.160156;41911.601563;41911.601563;21294384372
Bitcoin USD;BTC-USD;10/01/2022;41910.230469;42199.484375;39796.570313;41821.261719;41821.261719;32104232331
Bitcoin USD;BTC-USD;11/01/2022;41819.507813;43001.156250;41407.753906;42735.855469;42735.855469;26327648900
Bitcoin USD;BTC-USD;12/01/2022;42742.179688;44135.367188;42528.988281;43949.101563;43949.101563;33499938689
Bitcoin USD;BTC-USD;13/01/2022;43946.742188;44278.421875;42447.042969;42591.570313;42591.570313;47691135082
Bitcoin USD;BTC-USD;14/01/2022;42598.871094;43346.687500;41982.617188;43099.699219;43099.699219;23577403399
Bitcoin USD;BTC-USD;15/01/2022;43101.898438;43724.671875;42669.035156;43177.398438;43177.398438;18371348298
Bitcoin USD;BTC-USD;16/01/2022;43172.039063;43436.808594;42691.023438;43113.878906;43113.878906;17902097845
Bitcoin USD;BTC-USD;17/01/2022;43118.121094;43179.390625;41680.320313;42250.550781;42250.550781;21690904261
Bitcoin USD;BTC-USD;18/01/2022;42250.074219;42534.402344;41392.214844;42375.632813;42375.632813;22417209227
Bitcoin USD;BTC-USD;19/01/2022;42374.039063;42478.304688;41242.914063;41744.328125;41744.328125;23091543258
Bitcoin USD;BTC-USD;20/01/2022;41744.027344;43413.023438;40672.824219;40680.417969;40680.417969;20382033940
Bitcoin USD;BTC-USD;21/01/2022;40699.605469;41060.527344;35791.425781;36457.316406;36457.316406;43011992031
Bitcoin USD;BTC-USD;22/01/2022;36471.589844;36688.812500;34349.250000;35030.250000;35030.250000;39714385405
Bitcoin USD;BTC-USD;23/01/2022;35047.359375;36433.312500;34784.968750;36276.804688;36276.804688;26017975951
Bitcoin USD;BTC-USD;24/01/2022;36275.734375;37247.519531;33184.058594;36654.328125;36654.328125;41856658597
Bitcoin USD;BTC-USD;25/01/2022;36654.804688;37444.570313;35779.429688;36954.003906;36954.003906;26428189594
Bitcoin USD;BTC-USD;26/01/2022;36950.515625;38825.410156;36374.906250;36852.121094;36852.121094;31324598034
Bitcoin USD;BTC-USD;27/01/2022;36841.878906;37148.324219;35629.281250;37138.234375;37138.234375;25041426629
Bitcoin USD;BTC-USD;28/01/2022;37128.445313;37952.878906;36211.109375;37784.332031;37784.332031;22238830523
Bitcoin USD;BTC-USD;29/01/2022;37780.714844;38576.261719;37406.472656;38138.179688;38138.179688;17194183075
Bitcoin USD;BTC-USD;30/01/2022;38151.917969;38266.339844;37437.710938;37917.601563;37917.601563;14643548444
Bitcoin USD;BTC-USD;31/01/2022;37920.281250;38647.261719;36733.574219;38483.125000;38483.125000;20734730465
Bitcoin USD;BTC-USD;01/02/2022;38481.765625;39115.132813;38113.664063;38743.273438;38743.273438;20288500328
Bitcoin USD;BTC-USD;02/02/2022;38743.714844;38834.617188;36832.730469;36952.984375;36952.984375;19155189416
Bitcoin USD;BTC-USD;03/02/2022;36944.804688;37154.601563;36375.539063;37154.601563;37154.601563;18591534769
Bitcoin USD;BTC-USD;04/02/2022;37149.265625;41527.785156;37093.628906;41500.875000;41500.875000;29412210792
Bitcoin USD;BTC-USD;05/02/2022;41501.480469;41847.164063;41038.097656;41441.164063;41441.164063;19652846215
Bitcoin USD;BTC-USD;06/02/2022;41441.121094;42500.785156;41244.906250;42412.433594;42412.433594;16142097334
Bitcoin USD;BTC-USD;07/02/2022;42406.781250;44401.863281;41748.156250;43840.285156;43840.285156;28641855926
Bitcoin USD;BTC-USD;08/02/2022;43854.652344;45293.867188;42807.835938;44118.445313;44118.445313;33079398868
Bitcoin USD;BTC-USD;09/02/2022;44096.703125;44727.800781;43232.968750;44338.796875;44338.796875;23245887300
Bitcoin USD;BTC-USD;10/02/2022;44347.800781;45661.171875;43402.808594;43565.113281;43565.113281;32142048537
Bitcoin USD;BTC-USD;11/02/2022;43571.128906;43810.832031;42114.539063;42407.937500;42407.937500;26954925781
Bitcoin USD;BTC-USD;12/02/2022;42412.300781;42992.550781;41852.574219;42244.468750;42244.468750;18152390304
Bitcoin USD;BTC-USD;13/02/2022;42236.566406;42693.054688;41950.941406;42197.515625;42197.515625;14741589015
Bitcoin USD;BTC-USD;14/02/2022;42157.398438;42775.777344;41681.957031;42586.917969;42586.917969;20827783012
Bitcoin USD;BTC-USD;15/02/2022;42586.464844;44667.218750;42491.035156;44575.203125;44575.203125;22721659051
Bitcoin USD;BTC-USD;16/02/2022;44578.277344;44578.277344;43456.691406;43961.859375;43961.859375;19792547657
Bitcoin USD;BTC-USD;17/02/2022;43937.070313;44132.972656;40249.371094;40538.011719;40538.011719;26246662813
Bitcoin USD;BTC-USD;18/02/2022;40552.132813;40929.152344;39637.617188;40030.976563;40030.976563;23310007704
Bitcoin USD;BTC-USD;19/02/2022;40026.023438;40418.878906;39713.058594;40122.156250;40122.156250;13736557863
Bitcoin USD;BTC-USD;20/02/2022;40118.101563;40119.890625;38112.812500;38431.378906;38431.378906;18340576452
Bitcoin USD;BTC-USD;21/02/2022;38423.210938;39394.437500;36950.476563;37075.281250;37075.281250;29280402798
Bitcoin USD;BTC-USD;22/02/2022;37068.769531;38359.855469;36488.933594;38286.027344;38286.027344;25493150450
Bitcoin USD;BTC-USD;23/02/2022;38285.281250;39122.394531;37201.816406;37296.570313;37296.570313;21849073843
Bitcoin USD;BTC-USD;24/02/2022;37278.566406;38968.839844;34459.218750;38332.609375;38332.609375;46383802093
Bitcoin USD;BTC-USD;25/02/2022;38333.746094;39630.324219;38111.343750;39214.218750;39214.218750;26545599159
Bitcoin USD;BTC-USD;26/02/2022;39213.082031;40005.347656;38702.535156;39105.148438;39105.148438;17467554129
Bitcoin USD;BTC-USD;27/02/2022;39098.699219;39778.941406;37268.976563;37709.785156;37709.785156;23450127612
Bitcoin USD;BTC-USD;28/02/2022;37706.000000;43760.457031;37518.214844;43193.234375;43193.234375;35690014104
Bitcoin USD;BTC-USD;01/03/2022;43194.503906;44793.601563;42952.585938;44354.636719;44354.636719;32479047645
Bitcoin USD;BTC-USD;02/03/2022;44357.617188;45077.578125;43432.851563;43924.117188;43924.117188;29183112630
Bitcoin USD;BTC-USD;03/03/2022;43925.195313;44021.578125;41914.750000;42451.789063;42451.789063;24967782593
Bitcoin USD;BTC-USD;04/03/2022;42458.140625;42479.613281;38805.847656;39137.605469;39137.605469;28516271427
Bitcoin USD;BTC-USD;05/03/2022;39148.449219;39566.335938;38777.035156;39400.585938;39400.585938;16975917450
Bitcoin USD;BTC-USD;06/03/2022;39404.199219;39640.175781;38211.648438;38419.984375;38419.984375;19745229902
Bitcoin USD;BTC-USD;07/03/2022;38429.304688;39430.226563;37260.203125;38062.039063;38062.039063;28546143503
Bitcoin USD;BTC-USD;08/03/2022;38059.902344;39304.441406;37957.386719;38737.269531;38737.269531;25776583476
Bitcoin USD;BTC-USD;09/03/2022;38742.816406;42465.671875;38706.093750;41982.925781;41982.925781;32284121034
Bitcoin USD;BTC-USD;10/03/2022;41974.070313;42004.726563;38832.941406;39437.460938;39437.460938;31078064711
Bitcoin USD;BTC-USD;11/03/2022;39439.968750;40081.679688;38347.433594;38794.972656;38794.972656;26364890465
Bitcoin USD;BTC-USD;12/03/2022;38794.464844;39308.597656;38772.535156;38904.011719;38904.011719;14616450657
Bitcoin USD;BTC-USD;13/03/2022;38884.726563;39209.351563;37728.144531;37849.664063;37849.664063;17300745310
Bitcoin USD;BTC-USD;14/03/2022;37846.316406;39742.500000;37680.734375;39666.753906;39666.753906;24322159070
Bitcoin USD;BTC-USD;15/03/2022;39664.250000;39794.628906;38310.210938;39338.785156;39338.785156;23934000868
Bitcoin USD;BTC-USD;16/03/2022;39335.570313;41465.453125;39022.347656;41143.929688;41143.929688;39616916192
Bitcoin USD;BTC-USD;17/03/2022;41140.843750;41287.535156;40662.871094;40951.378906;40951.378906;22009601093
Bitcoin USD;BTC-USD;18/03/2022;40944.839844;42195.746094;40302.398438;41801.156250;41801.156250;34421564942
Bitcoin USD;BTC-USD;19/03/2022;41794.648438;42316.554688;41602.667969;42190.652344;42190.652344;19664853187
Bitcoin USD;BTC-USD;20/03/2022;42191.406250;42241.164063;41004.757813;41247.824219;41247.824219;20127946682
Bitcoin USD;BTC-USD;21/03/2022;41246.132813;41454.410156;40668.042969;41077.996094;41077.996094;24615543271
Bitcoin USD;BTC-USD;22/03/2022;41074.105469;43124.707031;40948.281250;42358.808594;42358.808594;32004652376
Bitcoin USD;BTC-USD;23/03/2022;42364.378906;42893.507813;41877.507813;42892.957031;42892.957031;25242943069
Bitcoin USD;BTC-USD;24/03/2022;42886.652344;44131.855469;42726.164063;43960.933594;43960.933594;31042992291
Bitcoin USD;BTC-USD;25/03/2022;43964.546875;44999.492188;43706.285156;44348.730469;44348.730469;30574413034
Bitcoin USD;BTC-USD;26/03/2022;44349.859375;44735.996094;44166.273438;44500.828125;44500.828125;16950455995
Bitcoin USD;BTC-USD;27/03/2022;44505.355469;46827.546875;44437.292969;46820.492188;46820.492188;28160889722
Bitcoin USD;BTC-USD;28/03/2022;46821.851563;48086.835938;46690.203125;47128.003906;47128.003906;36362175703
