"ano";"turno";"tipo_eleicao";"sigla_uf";"id_municipio";"id_municipio_tse";"cargo";"sigla_partido";"numero_candidato";"sequencial_candidato";"id_candidato_bd";"resultado";"votos"
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18100;80000624538;613278;"suplente";7099
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18777;80000624539;586512;"suplente";273
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18123;80000624540;386765;"eleito por media";12095
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18007;80000624541;1590667;"suplente";308
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18789;80000624542;220095;"suplente";4349
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18456;80000624543;460720;"suplente";1320
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18999;80000624544;1195933;"suplente";1708
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18001;80000624545;606893;"suplente";1011
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18181;80000624546;649180;"suplente";1110
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18888;80000624547;1108904;"suplente";579
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18333;80000624548;580658;"suplente";445
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18555;80000624549;1437794;"suplente";149
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18000;80000624550;542488;"suplente";8696
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18077;80000624551;626336;"suplente";651
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18222;80000624552;386981;"suplente";291
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18500;80000624553;220984;"suplente";572
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18018;80000624554;1729046;"suplente";5569
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18321;80000624555;470303;"suplente";1364
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REDE";18556;80000624556;563416;"suplente";3676
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10102;80000607500;220838;"suplente";3274
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10345;80000607501;987447;"suplente";3441
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10100;80000607502;1656362;"suplente";9157
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10111;80000607503;518725;"suplente";5092
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10444;80000607504;228144;"suplente";1267
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10123;80000607505;508172;"suplente";19195
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10900;80000607506;499685;"suplente";1186
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10190;80000607507;563639;"eleito por media";21188
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10300;80000607509;1608364;"eleito por qp";30632
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10800;80000607510;836720;"suplente";4434
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10240;80000607511;365573;"suplente";24
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10333;80000607512;61648;"suplente";6671
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10910;80000607513;1443387;"suplente";8269
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10456;80000607514;462056;"suplente";231
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10231;80000607515;62132;"suplente";237
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10222;80000607516;1193531;"suplente";849
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10090;80000607517;585021;"suplente";1872
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10500;80000620192;249078;"suplente";5650
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10233;80000620193;67818;"suplente";1172
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10999;80000620194;1061043;"suplente";3633
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10125;80000620195;434540;"suplente";61
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10321;80000620277;1616395;"suplente";735
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10000;80000620278;175084;"suplente";550
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10510;80000620279;568637;"suplente";151
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10001;80000620280;317630;"suplente";4538
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10700;80000620281;1190196;"suplente";656
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10200;80000620282;447874;"suplente";706
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"REPUBLICANOS";10600;80000628249;1499886;"suplente";368
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"SOLIDARIEDADE";77040;80000617549;494169;"suplente";3586
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"SOLIDARIEDADE";77077;80000617550;691398;"suplente";10311
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"SOLIDARIEDADE";77111;80000617551;142903;"suplente";3688
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"SOLIDARIEDADE";77123;80000617553;498874;"suplente";4416
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"SOLIDARIEDADE";77007;80000617554;952600;"suplente";10232
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"SOLIDARIEDADE";77888;80000617555;306201;"suplente";8110
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"SOLIDARIEDADE";77321;80000617556;525355;"suplente";271
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"SOLIDARIEDADE";77555;80000617557;1616610;"suplente";277
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"SOLIDARIEDADE";77222;80000617558;523396;"suplente";329
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"SOLIDARIEDADE";77740;80000617559;1784755;"suplente";1086
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"SOLIDARIEDADE";77333;80000617560;1740190;"suplente";567
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"SOLIDARIEDADE";77000;80000617561;1706896;"suplente";365
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado estadual";"SOLIDARIEDADE";77777;80000617562;123835;"suplente";5847
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"AVANTE";7007;80000620180;1679054;"suplente";2095
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"AVANTE";7000;80000620181;1704656;"suplente";27884
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"CIDADANIA";2340;80000611884;1399454;"suplente";233
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"CIDADANIA";2323;80000611885;1784789;"eleito por qp";74787
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"CIDADANIA";2333;80000611886;11421;"suplente";17616
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"CIDADANIA";2300;80000611887;499526;"suplente";6254
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"CIDADANIA";2345;80000611888;1449880;"suplente";10042
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"CIDADANIA";2322;80000611889;1729207;"suplente";2544
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"DC";2757;80000626612;525693;"nao eleito";349
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"DC";2733;80000626613;1467580;"nao eleito";496
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"DC";2788;80000626614;353764;"nao eleito";1929
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"DC";2723;80000626615;1402562;"nao eleito";131
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"DC";2780;80000626616;1782863;"nao eleito";1000
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"DC";2727;80000626617;538321;"nao eleito";555
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"DC";2799;80000626618;498809;"nao eleito";900
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"DC";2744;80000626619;390575;"nao eleito";1419
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"DC";2707;80000626620;470059;"nao eleito";231
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"DC";2755;80000626621;224901;"nao eleito";206
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"DC";2701;80000626623;606180;"nao eleito";88
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"DEM";2551;80000622449;1216082;"suplente";1434
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"DEM";2500;80000622450;908451;"eleito por media";57156
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"MDB";1566;80000612951;1660256;"nao eleito";478
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"MDB";1512;80000612952;1146748;"nao eleito";640
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"MDB";1515;80000612953;1024955;"nao eleito";52765
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"MDB";1555;80000612954;123333;"nao eleito";7251
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"NOVO";3066;80000600183;1691874;"nao eleito";2575
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"NOVO";3050;80000600184;594992;"nao eleito";975
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"NOVO";3003;80000600188;1643573;"nao eleito";4027
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"NOVO";3030;80000600189;594776;"nao eleito";12291
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"NOVO";3010;80000600190;198302;"nao eleito";2738
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"NOVO";3000;80000600191;504044;"nao eleito";9559
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PATRIOTA";5123;80000612965;1744666;"nao eleito";1597
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PC do B";6565;80000611879;1791958;"suplente";39222
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PDT";1202;80000622438;1706554;"nao eleito";0
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PDT";1221;80000622439;121529;"suplente";1550
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PDT";1210;80000622440;1744065;"suplente";3724
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PDT";1200;80000622441;1443706;"suplente";1769
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PDT";1233;80000622442;1675807;"suplente";622
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PDT";1212;80000622443;1284310;"eleito por qp";73030
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PHS";3133;80000611880;225657;"suplente";17441
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PHS";3177;80000611881;1629551;"suplente";8115
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PHS";3100;80000611882;759508;"suplente";440
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PL";2244;80000607496;1254720;"suplente";468
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PL";2200;80000607497;1221356;"suplente";42644
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PL";2222;80000607498;75239;"eleito por media";51983
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PMB";3535;80000627980;923066;"nao eleito";677
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PMB";3500;80000627982;1189615;"nao eleito";328
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PMB";3577;80000627983;535925;"nao eleito";43
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PMB";3534;80000627985;476416;"nao eleito";72
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PMB";3555;80000627986;1519744;"nao eleito";1205
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PMN";3300;80000612956;475395;"nao eleito";383
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PODE";1970;80000612958;1323988;"nao eleito";2063
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PODE";1922;80000612960;1676672;"nao eleito";0
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PODE";1907;80000612962;544165;"nao eleito";1333
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PODE";1919;80000612963;1800775;"nao eleito";6416
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PODE";1905;80000612966;502446;"nao eleito";204
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PODE";1912;80000612967;443848;"nao eleito";483
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PODE";1999;80000612969;1647168;"nao eleito";459
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PP";1145;80000611870;978390;"suplente";44283
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PP";1143;80000611871;159978;"eleito por media";48412
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PP";1133;80000611872;471074;"suplente";1119
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PP";1112;80000611873;526484;"suplente";5544
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PP";1140;80000611874;110162;"suplente";16782
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PP";1111;80000611875;521814;"suplente";29786
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PP";1122;80000611878;220942;"suplente";687
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PPL";5400;80000620179;340037;"suplente";7391
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PROS";9090;80000611876;39953;"suplente";27840
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PROS";9000;80000611877;547780;"suplente";266
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PROS";9013;80000611883;1473517;"suplente";600
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PRP";4480;80000622452;142736;"suplente";3226
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PRP";4433;80000622453;456424;"suplente";3656
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PRP";4421;80000622456;196559;"suplente";365
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PRTB";2828;80000627364;566991;"nao eleito";925
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PRTB";2814;80000627365;1508475;"nao eleito";510
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PRTB";2888;80000627366;173491;"nao eleito";346
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PRTB";2820;80000629109;1140497;"nao eleito";840
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PRTB";2829;80000629110;1243735;"nao eleito";92
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PRTB";2817;80000630067;598437;"nao eleito";279
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSB";4001;80000620172;521777;"suplente";1883
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSB";4044;80000620173;637035;"eleito por qp";84405
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSB";4080;80000620174;1612429;"suplente";42580
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSB";4040;80000620175;1227406;"eleito por media";55957
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSB";4011;80000620176;1617400;"suplente";9781
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSB";4000;80000620177;507252;"suplente";24283
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSB";4004;80000620188;464343;"suplente";650
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSB";4026;80000620189;566064;"suplente";7546
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSB";4023;80000620190;27713;"suplente";2035
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSB";4022;80000620191;371294;"suplente";17961
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSC";2020;80000620178;1708793;"suplente";26085
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSD";5555;80000622444;1617913;"suplente";53787
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSD";5505;80000622445;226667;"nao eleito";0
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSD";5500;80000629494;436513;"suplente";999
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSDB";4567;80000622446;1228102;"suplente";34187
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSDB";4550;80000622447;434371;"suplente";3943
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSDB";4555;80000622448;225774;"suplente";717
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSL";1778;80000607528;558653;"suplente";14635
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSL";1777;80000607529;1238796;"suplente";36706
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSL";1733;80000607530;570304;"suplente";7499
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSL";1717;80000607531;1629774;"eleito por qp";57741
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSL";1770;80000607545;590559;"suplente";11152
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSL";1700;80000607546;775216;"suplente";22915
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSL";1711;80000629209;173762;"suplente";1599
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSOL";5050;80000625725;613385;"nao eleito";5347
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSOL";5000;80000625727;392970;"nao eleito";2535
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSOL";5051;80000625730;1419572;"nao eleito";1001
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSOL";5079;80000625733;NA;"nao eleito";378
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSOL";5080;80000625739;123588;"nao eleito";2551
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSOL";5025;80000625741;580998;"nao eleito";525
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PSOL";5027;80000628558;578899;"nao eleito";1248
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1333;80000626724;142095;"suplente";1344
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1344;80000626728;1399954;"suplente";1766
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1356;80000626730;579241;"suplente";1729
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1334;80000626731;706293;"nao eleito";0
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1365;80000626732;1778269;"suplente";511
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1319;80000626734;122682;"suplente";2327
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1320;80000626735;579192;"suplente";1180
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1350;80000626736;1560563;"eleito por media";73384
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1314;80000626740;738679;"suplente";428
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1360;80000626743;1474300;"suplente";607
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1377;80000626744;143232;"suplente";3073
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1313;80000626745;1108249;"suplente";37836
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1331;80000626747;524723;"suplente";474
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1340;80000626750;1773154;"suplente";775
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1330;80000626753;391036;"suplente";413
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PT";1355;80000626757;1640596;"suplente";655
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PTB";1456;80000627579;1735145;"nao eleito";1438
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PTB";1400;80000627580;226778;"nao eleito";37409
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PTB";1445;80000627581;39047;"nao eleito";776
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PTB";1414;80000627588;1616311;"nao eleito";5913
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PTB";1412;80000627589;92205;"nao eleito";374
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PTB";1420;80000627599;1241915;"nao eleito";213
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PTB";1401;80000627603;561286;"nao eleito";358
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PTB";1444;80000627608;914114;"nao eleito";304
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PTB";1450;80000627610;1188155;"nao eleito";618
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PTB";1410;80000627616;19435;"nao eleito";7804
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PTB";1415;80000627619;1504156;"nao eleito";405
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PTB";1477;80000627620;583197;"nao eleito";138
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PTB";1441;80000627621;500728;"nao eleito";181
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PTC";3640;80000620182;473454;"suplente";1868
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PV";4333;80000620183;461391;"suplente";10947
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PV";4343;80000620184;1683594;"suplente";4643
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PV";4322;80000620185;1187210;"suplente";4782
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PV";4323;80000620186;1216756;"suplente";341
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"PV";4321;80000620187;1443413;"suplente";611
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REDE";1823;80000612955;123303;"nao eleito";0
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REDE";1818;80000612957;1492782;"nao eleito";23598
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REDE";1870;80000612959;478794;"nao eleito";3733
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REDE";1899;80000612961;611062;"nao eleito";5551
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REDE";1800;80000612964;1534929;"nao eleito";5236
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REDE";1888;80000612968;1553978;"nao eleito";5255
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REDE";1810;80000612970;635800;"nao eleito";3551
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REPUBLICANOS";1010;80000607518;435466;"eleito por qp";181813
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REPUBLICANOS";1077;80000607519;1534973;"suplente";2001
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REPUBLICANOS";1000;80000607520;978900;"suplente";42829
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REPUBLICANOS";1015;80000607521;1665370;"suplente";132
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REPUBLICANOS";1012;80000607522;1653125;"suplente";1584
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REPUBLICANOS";1017;80000620320;1522719;"suplente";2141
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REPUBLICANOS";1080;80000620321;1186944;"suplente";1260
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REPUBLICANOS";1011;80000620322;355971;"suplente";359
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REPUBLICANOS";1040;80000620323;122395;"suplente";1026
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"REPUBLICANOS";1070;80000620324;1198340;"suplente";1272
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"SOLIDARIEDADE";7777;80000622454;1060057;"suplente";43390
2018;1;"eleicao ordinaria";"ES";NA;NA;"deputado federal";"SOLIDARIEDADE";7788;80000622455;500138;"suplente";598
2018;1;"eleicao ordinaria";"ES";NA;NA;"governador";"PODE";19;80000612946;1084904;"nao eleito";105754
2018;1;"eleicao ordinaria";"ES";NA;NA;"governador";"PSB";40;80000625512;1492797;"eleito";1072224
2018;1;"eleicao ordinaria";"ES";NA;NA;"governador";"PSL";17;80000607525;1340935;"nao eleito";525973
2018;1;"eleicao ordinaria";"ES";NA;NA;"governador";"PSOL";50;80000625743;440409;"nao eleito";22875
2018;1;"eleicao ordinaria";"ES";NA;NA;"governador";"PT";13;80000626722;563188;"nao eleito";142654
2018;1;"eleicao ordinaria";"ES";NA;NA;"governador";"PTB";14;80000627604;1593293;"nao eleito";62821
2018;1;"eleicao ordinaria";"ES";NA;NA;"senador";"CIDADANIA";234;80000625508;123744;"eleito";863359
2018;1;"eleicao ordinaria";"ES";NA;NA;"senador";"NOVO";300;80000600185;562240;"nao eleito";37119
2018;1;"eleicao ordinaria";"ES";NA;NA;"senador";"PCB";211;80000625744;1801114;"nao eleito";8287
2018;1;"eleicao ordinaria";"ES";NA;NA;"senador";"PL";222;80000607499;689801;"nao eleito";611284
