epi_week;date;country;state;newDeaths;deaths;newCases;totalCases;deathsMS;totalCasesMS;deaths_per_100k_inhabitants;totalCases_per_100k_inhabitants;deaths_by_totalCases;recovered;suspects;tests;tests_per_100k_inhabitants;vaccinated;vaccinated_per_100_inhabitants;vaccinated_second;vaccinated_second_per_100_inhabitants;vaccinated_single;vaccinated_single_per_100_inhabitants;vaccinated_third;vaccinated_third_per_100_inhabitants
21;23/05/2020;Brazil;ES;20;417;398;9918;417;9918;1.037.662;24.679.930;0.04204;4660;;34509;85.872.121;;;;;;;;
21;23/05/2020;Brazil;GO;0;95;91;2435;95;2377;135.359;3.469.474;0.03901;738;17384;9362;13.339.310;;;;;;;;
21;23/05/2020;Brazil;MA;32;754;2424;21191;722;18767;1.065.697;29.951.177;0.03558;4074;984;33277;47.033.426;;;;;;;;
21;23/05/2020;Brazil;MG;16;217;343;6338;217;6338;102.509;2.994.030;0.03424;3348;101572;19073;9.009.962;;;;;;;;
21;23/05/2020;Brazil;MS;0;17;53;858;17;858;0.61173;3.087.457;0.01981;296;379;6718;24.174.285;;;;;;;;
21;23/05/2020;Brazil;MT;0;37;92;1363;37;1352;106.186;3.911.647;0.02715;451;127;4915;14.105.461;;;;;;;;
21;23/05/2020;Brazil;PA;147;2150;1428;24125;2001;22697;2.499.167;28.042.983;0.08912;15591;295;28011;32.560.083;;;;;;;;
21;23/05/2020;Brazil;PB;10;258;626;7508;258;7508;642.090;18.685.323;0.03436;2203;;13411;33.376.247;;;;;;;;
21;23/05/2020;Brazil;PE;87;2144;1026;26786;2144;26786;2.243.365;28.027.416;0.08004;4648;507;42884;44.871.488;;;;;;;;
21;23/05/2020;Brazil;PI;8;107;132;3390;99;3258;326.895;10.356.752;0.03156;362;172;29336;89.624.093;;;;;;;;
21;23/05/2020;Brazil;PR;4;153;162;3147;150;3099;133.812;2.752.328;0.04862;1705;980;24782;21.674.036;;;;;;;;
21;23/05/2020;Brazil;RJ;248;3905;944;34533;3905;34533;2.261.809;20.001.804;0.11308;28120;;;;;;;;;;;
21;23/05/2020;Brazil;RN;0;184;0;4599;184;4599;524.687;13.114.322;0.04001;997;14067;13841;39.468.435;;;;;;;;
21;23/05/2020;Brazil;RO;9;115;335;3109;115;3109;647.076;17.493.564;0.03699;892;673;10841;60.999.592;;;;;;;;
21;23/05/2020;Brazil;RR;-2;81;133;2439;81;2374;1.337.161;40.263.404;0.03321;589;60;3537;58.389.365;;;;;;;;
21;23/05/2020;Brazil;RS;4;176;418;6336;176;6336;154.695;5.569.014;0.02778;4449;457;51316;45.104.089;;;;;;;;
21;23/05/2020;Brazil;SC;3;103;149;6607;103;6607;143.759;9.221.487;0.01559;3170;736;25584;35.707.965;;;;;;;;
21;23/05/2020;Brazil;SE;4;86;209;5131;86;5131;374.125;22.321.351;0.01676;2177;;13797;60.020.986;;;;;;;;
21;23/05/2020;Brazil;SP;272;6045;3687;80558;6045;80558;1.316.447;17.543.482;0.07504;15296;156729;35600;7.752.774;;;;;;;;
21;23/05/2020;Brazil;TO;0;51;0;2430;51;2430;324.249;15.449.504;0.02099;478;;3051;19.397.711;;;;;;;;
21;23/05/2020;Brazil;TOTAL;1046;22205;16997;351565;22013;347398;1.040.936;16.480.822;0.06316;151300;391357;705289;33.062.854;;;;;;;;
22;24/05/2020;Brazil;AC;5;92;293;4160;92;4160;1.043.161;47.169.009;0.02212;1417;1057;10192;115.564.072;;;;;;;;
22;24/05/2020;Brazil;AL;15;316;584;6214;316;6214;946.857;18.619.524;0.05085;3436;990;9257;27.737.518;;;;;;;;
22;24/05/2020;Brazil;AM;14;1758;1065;29867;1758;29867;4.241.667;72.062.495;0.05886;23184;641;;;;;;;;;;
22;24/05/2020;Brazil;AP;1;163;262;6353;163;6353;1.927.327;75.118.448;0.02566;2455;8609;18576;219.644.308;;;;;;;;
22;24/05/2020;Brazil;BA;47;460;899;13900;460;13899;309.284;9.345.754;0.03309;3965;37967;79916;53.732.035;;;;;;;;
22;24/05/2020;Brazil;CE;16;2324;473;35595;2324;35595;2.544.875;38.977.985;0.06529;21488;46590;85142;93.233.982;;;;;;;;
22;24/05/2020;Brazil;DF;9;104;387;6638;104;6638;344.911;22.014.627;0.01567;3422;38;98361;326.209.810;;;;;;;;
22;24/05/2020;Brazil;ES;30;447;89;10007;446;10007;1.112.314;24.901.397;0.04467;4660;;34509;85.872.121;;;;;;;;
22;24/05/2020;Brazil;GO;0;95;53;2488;95;2443;135.359;3.544.991;0.03818;738;17587;9362;13.339.310;;;;;;;;
22;24/05/2020;Brazil;MA;30;784;1595;22786;754;21191;1.108.099;32.205.537;0.03441;5271;1394;33277;47.033.426;;;;;;;;
22;24/05/2020;Brazil;MG;9;226;330;6668;226;6668;106.761;3.149.920;0.03389;3406;101572;19073;9.009.962;;;;;;;;
22;24/05/2020;Brazil;MS;0;17;165;1023;17;924;0.61173;3.681.199;0.01662;347;379;6718;24.174.285;;;;;;;;
22;24/05/2020;Brazil;MT;3;40;101;1464;40;1462;114.795;4.201.505;0.02732;460;195;4915;14.105.461;;;;;;;;
22;24/05/2020;Brazil;PA;140;2290;690;24815;2148;24125;2.661.904;28.845.042;0.09228;16325;197;28011;32.560.083;;;;;;;;
22;24/05/2020;Brazil;PB;14;272;315;7823;272;7823;676.932;19.469.270;0.03477;2208;;13411;33.376.247;;;;;;;;
22;24/05/2020;Brazil;PE;56;2200;973;27759;2200;27759;2.301.961;29.045.510;0.07925;6694;507;42884;44.871.488;;;;;;;;
22;24/05/2020;Brazil;PI;3;110;160;3550;107;3390;336.060;10.845.566;0.03099;374;172;29336;89.624.093;;;;;;;;
22;24/05/2020;Brazil;PR;3;156;113;3260;153;3212;136.436;2.851.156;0.04785;1705;788;24782;21.674.036;;;;;;;;
22;24/05/2020;Brazil;RJ;88;3993;3379;37912;3993;37912;2.312.779;21.958.949;0.10532;31687;;;;;;;;;;;
22;24/05/2020;Brazil;RN;28;212;175;4774;200;4697;604.531;13.613.345;0.04441;997;14067;13841;39.468.435;;;;;;;;
22;24/05/2020;Brazil;RO;6;121;92;3201;121;3201;680.837;18.011.225;0.03780;897;581;10841;60.999.592;;;;;;;;
22;24/05/2020;Brazil;RR;3;84;0;2439;84;2439;1.386.686;40.263.404;0.03444;656;60;3537;58.389.365;;;;;;;;
22;24/05/2020;Brazil;RS;4;180;134;6470;180;6470;158.211;5.686.793;0.02782;4597;457;51316;45.104.089;;;;;;;;
22;24/05/2020;Brazil;SC;2;105;89;6696;105;6696;146.550;9.345.706;0.01568;3855;883;25584;35.707.965;;;;;;;;
22;24/05/2020;Brazil;SE;7;93;183;5314;93;5314;404.577;23.117.454;0.01750;2189;;13797;60.020.986;;;;;;;;
22;24/05/2020;Brazil;SP;118;6163;1603;82161;6163;82161;1.342.145;17.892.574;0.07501;16494;166603;35600;7.752.774;;;;;;;;
22;24/05/2020;Brazil;TO;7;58;266;2696;52;2591;368.754;17.140.685;0.02151;656;;3051;19.397.711;;;;;;;;
22;24/05/2020;Brazil;TOTAL;658;22863;14468;366033;22666;363211;1.071.782;17.159.059;0.06246;163583;401334;705289;33.062.854;;;;;;;;
22;25/05/2020;Brazil;AC;5;97;341;4501;97;4501;1.099.854;51.035.507;0.02155;1574;872;11119;126.075.051;;;;;;;;
22;25/05/2020;Brazil;AL;21;337;468;6682;337;6682;1.009.781;20.021.832;0.05043;3653;672;9783;29.313.616;;;;;;;;
22;25/05/2020;Brazil;AM;23;1781;415;30282;1781;30282;4.297.161;73.063.798;0.05881;24112;558;68629;165.586.666;;;;;;;;
22;25/05/2020;Brazil;AP;5;168;231;6584;168;6584;1.986.447;77.849.813;0.02552;2584;8537;20702;244.782.324;;;;;;;;
22;25/05/2020;Brazil;BA;17;477;305;14205;477;14204;320.714;9.550.823;0.03358;3965;41935;92541;62.220.535;;;;;;;;
22;25/05/2020;Brazil;CE;169;2493;590;36185;2493;36185;2.729.937;39.624.059;0.06890;22456;46893;88342;96.738.114;;;;;;;;
22;25/05/2020;Brazil;DF;10;114;292;6930;114;6930;378.076;22.983.032;0.01645;3687;179;98361;326.209.810;;;;;;;;
22;25/05/2020;Brazil;ES;18;465;358;10365;465;10365;1.157.105;25.792.244;0.04486;5167;;37645;93.675.737;;;;;;;;
22;25/05/2020;Brazil;GO;1;96;27;2515;96;2512;136.784;3.583.461;0.03817;738;18249;10302;14.678.655;;;;;;;;
22;25/05/2020;Brazil;MA;33;817;1492;24278;784;22786;1.154.741;34.314.316;0.03365;5941;1181;40562;57.329.982;;;;;;;;
22;25/05/2020;Brazil;MG;4;230;294;6962;230;6962;108.651;3.288.804;0.03304;3467;101572;20142;9.514.951;;;;;;;;
22;25/05/2020;Brazil;MS;0;17;77;1100;17;1023;0.61173;3.958.278;0.01545;350;214;8321;29.942.576;;;;;;;;
22;25/05/2020;Brazil;MT;2;42;130;1594;41;1500;120.535;4.574.589;0.02635;499;195;5385;15.454.305;;;;;;;;
22;25/05/2020;Brazil;PA;141;2431;2551;27366;2372;26077;2.825.803;31.810.333;0.08883;17354;48;32409;37.672.334;;;;;;;;
22;25/05/2020;Brazil;PB;7;279;193;8016;279;8016;694.353;19.949.593;0.03481;2218;;15300;38.077.443;;;;;;;;
22;25/05/2020;Brazil;PE;48;2248;607;28366;2248;28366;2.352.185;29.680.642;0.07925;8312;507;47523;49.725.486;;;;;;;;
22;25/05/2020;Brazil;PI;9;119;170;3720;110;3550;363.556;11.364.931;0.03199;382;172;35637;108.874.209;;;;;;;;
22;25/05/2020;Brazil;PR;4;160;124;3384;156;3331;139.934;2.959.605;0.04728;1748;903;26677;23.331.380;;;;;;;;
22;25/05/2020;Brazil;RJ;112;4105;1386;39298;4105;39298;2.377.650;22.761.732;0.10446;31778;;;;;;;;;;;
22;25/05/2020;Brazil;RN;8;220;698;5472;209;4759;627.343;15.603.734;0.04020;997;12856;17630;50.272.994;;;;;;;;
22;25/05/2020;Brazil;RO;0;121;67;3268;121;3268;680.837;18.388.218;0.03703;933;613;12283;69.113.365;;;;;;;;
22;25/05/2020;Brazil;RR;2;86;125;2564;86;2514;1.419.702;42.326.924;0.03354;666;60;3296;54.410.898;;;;;;;;
22;25/05/2020;Brazil;RS;17;197;89;6559;197;6559;173.153;5.765.019;0.03004;4689;457;56929;50.037.623;;;;;;;;
22;25/05/2020;Brazil;SC;4;109;179;6875;109;6875;152.133;9.595.539;0.01585;4074;577;33062;46.145.120;;;;;;;;
22;25/05/2020;Brazil;SE;10;103;134;5448;103;5448;448.080;23.700.394;0.01891;2209;;15438;67.159.816;;;;;;;;
22;25/05/2020;Brazil;SP;57;6220;1464;83625;6220;83625;1.354.558;18.211.396;0.07438;16814;164677;35600;7.752.774;;;;;;;;
22;25/05/2020;Brazil;TO;0;58;0;2696;58;2696;368.754;17.140.685;0.02151;656;;3051;19.397.711;;;;;;;;
22;25/05/2020;Brazil;TOTAL;727;23590;12807;378840;23473;374898;1.105.863;17.759.432;0.06227;171023;401927;846669;39.690.529;;;;;;;;
22;26/05/2020;Brazil;AC;8;105;280;4781;105;4781;1.190.564;54.210.344;0.02196;1752;668;11119;126.075.051;;;;;;;;
22;26/05/2020;Brazil;AL;17;354;376;7058;354;7058;1.060.720;21.148.472;0.05016;3880;415;9783;29.313.616;;;;;;;;
22;26/05/2020;Brazil;AM;71;1852;1667;31949;1852;31949;4.468.468;77.085.902;0.05797;25465;558;68629;165.586.666;;;;;;;;
22;26/05/2020;Brazil;AP;5;173;383;6967;173;6967;2.045.568;82.378.439;0.02483;2700;9144;20702;244.782.324;;;;;;;;
22;26/05/2020;Brazil;BA;18;495;362;14567;495;14566;332.816;9.794.216;0.03398;4680;42271;92541;62.220.535;;;;;;;;
22;26/05/2020;Brazil;CE;110;2603;836;37021;2603;37021;2.850.392;40.539.514;0.07031;23299;46736;88342;96.738.114;;;;;;;;
22;26/05/2020;Brazil;DF;10;124;280;7210;124;7210;411.240;23.911.639;0.01720;3969;197;118175;391.922.045;;;;;;;;
22;26/05/2020;Brazil;ES;22;487;524;10889;487;10889;1.211.850;27.096.164;0.04472;5761;;37645;93.675.737;;;;;;;;
22;26/05/2020;Brazil;GO;8;104;191;2706;104;2671;148.183;3.855.605;0.03843;738;18909;10302;14.678.655;;;;;;;;
22;26/05/2020;Brazil;MA;36;853;1867;26145;817;24278;1.205.623;36.953.118;0.03263;6664;1026;40562;57.329.982;;;;;;;;
22;26/05/2020;Brazil;MG;4;234;554;7516;234;7516;110.540;3.550.510;0.03113;3655;101572;20142;9.514.951;;;;;;;;
22;26/05/2020;Brazil;MS;1;18;86;1186;17;1100;0.64772;4.267.744;0.01518;374;146;8321;29.942.576;;;;;;;;
22;26/05/2020;Brazil;MT;1;43;150;1744;43;1628;123.405;5.005.071;0.02466;566;195;5385;15.454.305;;;;;;;;
22;26/05/2020;Brazil;PA;91;2522;2516;29882;2469;28600;2.931.582;34.734.940;0.08440;19317;204;32409;37.672.334;;;;;;;;
22;26/05/2020;Brazil;PB;7;286;903;8919;286;8919;711.774;22.196.909;0.03207;2225;;32702;81.386.178;;;;;;;;
22;26/05/2020;Brazil;PE;80;2328;488;28854;2328;28854;2.435.893;30.191.258;0.08068;8863;507;47523;49.725.486;;;;;;;;
22;26/05/2020;Brazil;PI;15;134;246;3966;119;3720;409.382;12.116.483;0.03379;401;172;35637;108.874.209;;;;;;;;
22;26/05/2020;Brazil;PR;4;164;183;3567;159;3512;143.432;3.119.655;0.04598;1795;833;26677;23.331.380;;;;;;;;
22;26/05/2020;Brazil;RJ;256;4361;726;40024;4361;40024;2.525.928;23.182.237;0.10896;31934;;;;;;;;;;;
22;26/05/2020;Brazil;RN;22;242;158;5630;220;5472;690.077;16.054.280;0.04298;1410;13146;17630;50.272.994;;;;;;;;
22;26/05/2020;Brazil;RO;12;133;225;3493;133;3493;748.358;19.654.236;0.03808;1147;468;12283;69.113.365;;;;;;;;
22;26/05/2020;Brazil;RR;16;102;118;2682;102;2583;1.683.832;44.274.887;0.03803;712;;3296;54.410.898;;;;;;;;
22;26/05/2020;Brazil;RS;6;203;226;6785;203;6785;178.426;5.963.661;0.02992;5012;457;56929;50.037.623;;;;;;;;
22;26/05/2020;Brazil;SC;12;121;141;7016;121;7016;168.881;9.792.334;0.01725;4074;577;33062;46.145.120;;;;;;;;
22;26/05/2020;Brazil;SE;13;116;287;5735;116;5735;504.634;24.948.928;0.02023;2222;;15438;67.159.816;;;;;;;;
22;26/05/2020;Brazil;SP;203;6423;2392;86017;6423;86017;1.398.766;18.732.313;0.07467;17589;164677;35600;7.752.774;;;;;;;;
22;26/05/2020;Brazil;TO;6;64;162;2858;64;2858;406.901;18.170.652;0.02239;865;;3051;19.397.711;;;;;;;;
22;26/05/2020;Brazil;TOTAL;1054;24644;16327;395167;24512;391222;1.155.272;18.524.816;0.06236;181069;402878;883885;41.435.158;;;;;;;;
22;27/05/2020;Brazil;AC;8;113;470;5251;113;5251;1.281.274;59.539.535;0.02152;1944;405;11119;126.075.051;;;;;;;;
22;27/05/2020;Brazil;AL;14;368;522;7580;368;7580;1.102.669;22.712.584;0.04855;4299;1470;9783;29.313.616;;;;;;;;
22;27/05/2020;Brazil;AM;39;1891;1559;33508;1891;33508;4.562.567;80.847.426;0.05643;26742;558;68629;165.586.666;;;;;;;;
22;27/05/2020;Brazil;AP;10;183;652;7619;183;7619;2.163.809;90.087.747;0.02402;2933;9289;20702;244.782.324;;;;;;;;
22;27/05/2020;Brazil;BA;36;531;503;15070;531;15070;357.021;10.132.411;0.03524;5149;45606;92541;62.220.535;;;;;;;;
22;27/05/2020;Brazil;CE;68;2671;254;37275;2671;37275;2.924.855;40.817.654;0.07166;23890;47259;88342;96.738.114;;;;;;;;
22;27/05/2020;Brazil;DF;9;133;551;7761;133;7761;441.088;25.739.006;0.01714;4210;526;118175;391.922.045;;;;;;;;
22;27/05/2020;Brazil;ES;24;511;595;11484;511;11484;1.271.571;28.576.761;0.04450;6334;;37645;93.675.737;;;;;;;;
22;27/05/2020;Brazil;GO;4;108;200;2906;108;2843;153.882;4.140.572;0.03716;738;19954;10302;14.678.655;;;;;;;;
22;27/05/2020;Brazil;MA;34;887;1834;27979;853;26145;1.253.678;39.545.278;0.03170;7117;1800;40562;57.329.982;;;;;;;;
22;27/05/2020;Brazil;MG;6;240;495;8011;240;8011;113.374;3.784.345;0.02996;3865;101572;20142;9.514.951;;;;;;;;
22;27/05/2020;Brazil;MS;0;18;76;1262;18;1186;0.64772;4.541.225;0.01426;404;146;8321;29.942.576;;;;;;;;
22;27/05/2020;Brazil;MT;4;47;165;1909;46;1839;134.884;5.478.601;0.02462;601;195;5385;15.454.305;;;;;;;;
22;27/05/2020;Brazil;PA;83;2605;1789;31671;2545;31033;3.028.061;36.814.480;0.08225;21219;231;32409;37.672.334;;;;;;;;
22;27/05/2020;Brazil;PB;12;298;1290;10209;298;10209;741.639;25.407.360;0.02919;2232;;32702;81.386.178;;;;;;;;
22;27/05/2020;Brazil;PE;140;2468;1065;29919;2468;29919;2.582.381;31.305.617;0.08249;10102;507;47523;49.725.486;;;;;;;;
22;27/05/2020;Brazil;PI;4;138;277;4243;134;3966;421.602;12.962.743;0.03252;422;172;35637;108.874.209;;;;;;;;
22;27/05/2020;Brazil;PR;3;167;201;3768;162;3712;146.056;3.295.447;0.04432;1830;1170;26677;23.331.380;;;;;;;;
22;27/05/2020;Brazil;RJ;244;4605;2374;42398;4605;42398;2.667.255;24.557.278;0.10861;31934;;;;;;;;;;;
22;27/05/2020;Brazil;RN;0;242;0;5630;242;5630;690.077;16.054.280;0.04298;1410;14035;17630;50.272.994;;;;;;;;
22;27/05/2020;Brazil;RO;4;137;369;3862;137;3862;770.865;21.730.507;0.03547;1778;441;12283;69.113.365;;;;;;;;
22;27/05/2020;Brazil;RR;0;102;277;2959;102;2682;1.683.832;48.847.648;0.03447;712;;3296;54.410.898;;;;;;;;
22;27/05/2020;Brazil;RS;6;209;263;7048;209;7048;183.700;6.194.825;0.02965;5275;457;56929;50.037.623;;;;;;;;
22;27/05/2020;Brazil;SC;5;126;356;7372;126;7372;175.860;10.289.209;0.01709;4296;577;33062;46.145.120;;;;;;;;
22;27/05/2020;Brazil;SE;11;127;177;5912;127;5912;552.487;25.718.929;0.02148;2242;;15438;67.159.816;;;;;;;;
22;27/05/2020;Brazil;SP;289;6712;3466;89483;6712;89483;1.461.703;19.487.120;0.07501;18245;180720;35600;7.752.774;;;;;;;;
22;27/05/2020;Brazil;TO;4;68;419;3277;65;3023;432.332;20.834.578;0.02075;924;;3051;19.397.711;;;;;;;;
22;27/05/2020;Brazil;TOTAL;1061;25705;20199;415366;25598;411821;1.205.011;19.471.714;0.06189;190847;427090;883885;41.435.158;;;;;;;;
22;28/05/2020;Brazil;AC;9;122;349;5600;122;5600;1.383.322;63.496.743;0.02179;2163;405;11119;126.075.051;;;;;;;;
22;28/05/2020;Brazil;AL;17;385;476;8056;385;8055;1.153.607;24.138.862;0.04779;4558;1322;9783;29.313.616;;;;;;;;
22;28/05/2020;Brazil;AM;73;1964;2638;36146;1964;36146;4.738.700;87.212.339;0.05434;28780;558;68629;165.586.666;;;;;;;;
22;28/05/2020;Brazil;AP;15;198;533;8152;198;8152;2.341.170;96.389.987;0.02429;3323;9527;20702;244.782.324;;;;;;;;
22;28/05/2020;Brazil;BA;39;570;893;15963;570;15963;383.243;10.732.825;0.03571;5220;49251;92541;62.220.535;;;;;;;;
22;28/05/2020;Brazil;CE;62;2733;546;37821;2733;37821;2.992.747;41.415.546;0.07226;24979;46895;88342;96.738.114;;;;;;;;
22;28/05/2020;Brazil;DF;9;142;539;8300;142;8300;470.937;27.526.575;0.01711;4494;841;118175;391.922.045;;;;;;;;
22;28/05/2020;Brazil;ES;27;538;719;12203;538;12203;1.338.758;30.365.919;0.04409;7012;;37645;93.675.737;;;;;;;;
22;28/05/2020;Brazil;GO;7;115;195;3101;115;3090;163.856;4.418.415;0.03708;1011;20732;10302;14.678.655;;;;;;;;
22;28/05/2020;Brazil;MA;24;911;2503;30482;887;27979;1.287.600;43.082.997;0.02989;8064;1621;40562;57.329.982;;;;;;;;
22;28/05/2020;Brazil;MG;15;255;675;8686;255;8686;120.460;4.103.210;0.02936;4003;101572;20142;9.514.951;;;;;;;;
22;28/05/2020;Brazil;MS;0;18;94;1356;18;1262;0.64772;4.879.478;0.01327;417;512;8321;29.942.576;;;;;;;;
22;28/05/2020;Brazil;MT;7;54;176;2085;51;1951;154.974;5.983.700;0.02590;624;405;5385;15.454.305;;;;;;;;
22;28/05/2020;Brazil;PA;180;2785;3461;35132;2704;33699;3.237.294;40.837.558;0.07927;23252;252;32409;37.672.334;;;;;;;;
22;28/05/2020;Brazil;PB;20;318;923;11132;318;11132;791.414;27.704.450;0.02857;2430;;32702;81.386.178;;;;;;;;
22;28/05/2020;Brazil;PE;98;2566;794;30713;2566;30713;2.684.923;32.136.415;0.08355;11390;507;47523;49.725.486;;;;;;;;
22;28/05/2020;Brazil;PI;8;146;260;4503;138;4243;446.043;13.757.066;0.03242;438;172;35637;108.874.209;;;;;;;;
22;28/05/2020;Brazil;PR;7;174;273;4041;169;3984;152.178;3.534.210;0.04306;1806;1170;26677;23.331.380;;;;;;;;
22;28/05/2020;Brazil;RJ;251;4856;2488;44886;4856;44886;2.812.636;25.998.348;0.10819;31934;;;;;;;;;;;
22;28/05/2020;Brazil;RN;26;268;833;6463;254;5630;764.218;18.429.629;0.04147;1410;14035;17630;50.272.994;;;;;;;;
22;28/05/2020;Brazil;RO;5;142;390;4252;142;4252;798.998;23.924.939;0.03340;1869;481;12283;69.113.365;;;;;;;;
22;28/05/2020;Brazil;RR;6;108;139;3098;102;2959;1.782.881;51.142.282;0.03486;1029;;3296;54.410.898;;;;;;;;
22;28/05/2020;Brazil;RS;4;213;1186;8234;213;8234;187.216;7.237.257;0.02587;5891;457;56929;50.037.623;;;;;;;;
22;28/05/2020;Brazil;SC;5;131;628;8000;131;8000;182.839;11.165.718;0.01638;4539;567;33062;46.145.120;;;;;;;;
22;28/05/2020;Brazil;SE;8;135;244;6156;135;6156;587.289;26.780.401;0.02193;2242;;15438;67.159.816;;;;;;;;
22;28/05/2020;Brazil;SP;268;6980;6382;95865;6980;95865;1.520.066;20.876.957;0.07281;18955;180562;87463;19.047.215;;;;;;;;
22;28/05/2020;Brazil;TO;0;68;0;3277;68;3277;432.332;20.834.578;0.02075;924;;3051;19.397.711;;;;;;;;
22;28/05/2020;Brazil;TOTAL;1190;26895;28337;443703;26754;438238;1.260.796;20.800.108;0.06061;202757;431844;935748;43.866.415;;;;;;;;
22;29/05/2020;Brazil;AC;13;135;241;5841;135;5841;1.530.725;66.229.371;0.02311;2163;148;12693;143.922.171;;;;;;;;
22;29/05/2020;Brazil;AL;21;406;563;8619;406;8618;1.216.532;25.825.826;0.04711;5067;1230;13764;41.242.217;;;;;;;;
22;29/05/2020;Brazil;AM;47;2011;2763;38909;2011;38909;4.852.100;93.878.850;0.05168;31121;558;71077;171.493.151;;;;;;;;
22;29/05/2020;Brazil;AP;9;207;317;8469;207;8469;2.447.587;100.138.224;0.02444;3534;9759;25311;299.279.558;;;;;;;;
22;29/05/2020;Brazil;BA;39;609;954;16917;609;16917;409.465;11.374.253;0.03600;5502;52594;109824;73.840.871;;;;;;;;
22;29/05/2020;Brazil;CE;126;2859;574;38395;2859;38395;3.130.722;42.044.100;0.07446;25858;46727;93466;102.349.104;;;;;;;;
22;29/05/2020;Brazil;DF;12;154;422;8722;154;8722;510.734;28.926.119;0.01766;4740;1049;140151;464.804.455;;;;;;;;
22;29/05/2020;Brazil;ES;22;560;700;12903;560;12903;1.393.503;32.107.797;0.04340;7351;;45955;114.354.323;;;;;;;;
22;29/05/2020;Brazil;GO;4;119;420;3521;119;3319;169.555;5.016.846;0.03380;1011;21887;12801;18.239.319;;;;;;;;
22;29/05/2020;Brazil;MA;21;932;2138;32620;911;30482;1.317.281;46.104.828;0.02857;8639;1730;52012;73.513.314;;;;;;;;
22;29/05/2020;Brazil;MG;2;257;546;9232;257;9232;121.405;4.361.137;0.02784;4333;101572;21327;10.074.737;;;;;;;;
22;29/05/2020;Brazil;MS;1;19;62;1418;18;1356;0.68370;5.102.581;0.01340;451;385;10554;37.977.881;;;;;;;;
22;29/05/2020;Brazil;MT;3;57;177;2262;56;2103;163.583;6.491.669;0.02520;658;320;7330;21.036.222;;;;;;;;
22;29/05/2020;Brazil;PA;115;2900;2164;37296;2827;36486;3.370.970;43.352.999;0.07776;25463;131;42694;49.627.653;;;;;;;;
22;29/05/2020;Brazil;PB;9;327;879;12011;327;12011;813.812;29.892.037;0.02723;2435;;42170;104.949.396;;;;;;;;
22;29/05/2020;Brazil;PE;103;2669;1542;32255;2669;32255;2.792.697;33.749.880;0.08275;12835;507;51928;54.334.639;;;;;;;;
22;29/05/2020;Brazil;PI;11;157;242;4745;146;4503;479.649;14.496.398;0.03309;456;172;42152;128.778.114;;;;;;;;
22;29/05/2020;Brazil;PR;4;178;259;4300;173;4236;155.677;3.760.728;0.04140;1863;2063;31994;27.981.564;;;;;;;;
22;29/05/2020;Brazil;RJ;223;5079;3067;47953;5079;47953;2.941.799;27.774.780;0.10592;34136;;;;;;;;;;;
22;29/05/2020;Brazil;RN;37;305;939;7402;268;6463;869.726;21.107.243;0.04121;1410;14906;19015;54.222.404;;;;;;;;
22;29/05/2020;Brazil;RO;3;145;250;4502;145;4502;815.879;25.331.627;0.03221;2075;529;15240;85.751.663;;;;;;;;
22;29/05/2020;Brazil;RR;2;110;201;3299;108;3098;1.815.898;54.460.423;0.03334;1151;;5129;84.670.357;;;;;;;;
22;29/05/2020;Brazil;RS;3;216;609;8843;213;8234;189.853;7.772.536;0.02443;6246;457;69461;61.052.598;;;;;;;;
22;29/05/2020;Brazil;SC;3;134;530;8530;134;8530;187.026;11.905.446;0.01571;4818;642;39671;55.369.398;;;;;;;;
22;29/05/2020;Brazil;SE;7;142;306;6462;142;6462;617.742;28.111.590;0.02197;2431;;17871;77.744.078;;;;;;;;
22;29/05/2020;Brazil;SP;295;7275;5691;101556;7275;101556;1.584.310;22.116.312;0.07164;19665;185082;87463;19.047.215;;;;;;;;
22;29/05/2020;Brazil;TO;2;70;334;3611;70;3611;445.047;22.958.091;0.01939;1229;;3051;19.397.711;;;;;;;;
22;29/05/2020;Brazil;TOTAL;1137;28032;26890;470593;27878;465166;1.314.097;22.060.670;0.05957;216641;442448;1084104;50.821.114;;;;;;;;
22;30/05/2020;Brazil;AC;7;142;231;6072;142;6072;1.610.096;68.848.611;0.02339;2163;148;12693;143.922.171;;;;;;;;
22;30/05/2020;Brazil;AL;18;424;604;9223;424;9223;1.270.466;27.635.641;0.04597;5292;978;13764;41.242.217;;;;;;;;
22;30/05/2020;Brazil;AM;36;2047;1651;40560;2047;40560;4.938.960;97.862.349;0.05047;31121;558;71077;171.493.151;;;;;;;;
22;30/05/2020;Brazil;AP;8;215;844;9313;215;9313;2.542.179;110.117.756;0.02309;3757;9251;25311;299.279.558;;;;;;;;
22;30/05/2020;Brazil;BA;29;638;709;17626;638;17626;428.963;11.850.954;0.03620;5709;55785;109824;73.840.871;;;;;;;;
22;30/05/2020;Brazil;CE;97;2956;9427;47822;2956;46506;3.236.941;52.367.052;0.06181;30395;53833;114134;124.981.412;;;;;;;;
22;30/05/2020;Brazil;DF;8;162;752;9474;162;9474;537.266;31.420.093;0.01710;5127;1372;140151;464.804.455;;;;;;;;
22;30/05/2020;Brazil;ES;23;583;534;13437;583;13437;1.450.736;33.436.602;0.04339;7420;;45955;114.354.323;;;;;;;;
22;30/05/2020;Brazil;GO;5;124;88;3609;122;3585;176.680;5.142.231;0.03436;1011;22223;12801;18.239.319;;;;;;;;
