Data;Ultimo;Abertura;Maxima;Minima;Volume;Variacao
12/12/2014;1.022,90;1.000,00;1.025,50;993,1;0,06K;2,29%
11/12/2014;1.000,00;980;1.033,30;960,1;0,10K;2,04%
10/12/2014;980;1.002,00;1.002,00;960;0,08K;-2,19%
09/12/2014;1.002,00;1.020,00;1.020,00;968;0,16K;-1,77%
08/12/2014;1.020,00;1.025,00;1.025,00;1.000,00;0,07K;-0,49%
07/12/2014;1.025,00;1.025,00;1.035,90;986;0,06K;0,00%
06/12/2014;1.025,00;1.022,30;1.040,00;1.015,50;0,04K;0,26%
05/12/2014;1.022,30;1.017,00;1.040,00;1.013,00;0,05K;0,52%
04/12/2014;1.017,00;1.030,00;1.039,00;1.012,10;0,09K;-1,26%
03/12/2014;1.030,00;1.035,00;1.037,00;1.020,10;0,08K;-0,48%
02/12/2014;1.035,00;1.039,90;1.045,00;1.025,00;0,05K;-0,47%
01/12/2014;1.039,90;1.015,00;1.045,00;1.012,00;0,08K;2,45%
30/11/2014;1.015,00;1.020,00;1.020,00;1.006,00;0,01K;-0,49%
29/11/2014;1.020,00;1.020,00;1.020,00;1.004,00;0,01K;0,00%
28/11/2014;1.020,00;1.011,00;1.020,00;990;0,09K;0,89%
27/11/2014;1.011,00;1.010,00;1.027,00;1.000,00;0,08K;0,10%
26/11/2014;1.010,00;1.022,50;1.037,60;990,3;0,12K;-1,22%
25/11/2014;1.022,50;1.030,00;1.046,00;1.010,00;0,07K;-0,73%
24/11/2014;1.030,00;993;1.043,00;971;0,10K;3,73%
23/11/2014;993;964;993;948;0,03K;3,01%
22/11/2014;964;944;994;943;0,04K;2,23%
21/11/2014;943;1.003,00;1.020,00;943;0,18K;-5,98%
20/11/2014;1.003,00;1.031,00;1.059,00;980;0,13K;-2,72%
19/11/2014;1.031,00;1.055,90;1.084,00;1.023,50;0,10K;-2,36%
18/11/2014;1.055,90;1.064,00;1.065,00;1.036,00;0,07K;-0,76%
17/11/2014;1.064,00;1.040,00;1.100,00;1.000,00;0,17K;2,31%
16/11/2014;1.040,00;1.082,50;1.082,50;1.030,00;0,04K;-3,93%
15/11/2014;1.082,50;1.085,10;1.098,00;1.040,00;0,10K;-0,24%
14/11/2014;1.085,10;1.148,00;1.150,00;1.052,00;0,12K;-5,48%
13/11/2014;1.148,00;1.135,00;1.190,00;1.060,10;0,17K;1,15%
12/11/2014;1.135,00;990;1.200,00;990;0,24K;14,65%
11/11/2014;990;1.000,00;1.010,00;986,4;0,11K;-1,00%
10/11/2014;1.000,00;965;1.029,90;963;0,17K;3,63%
09/11/2014;965;945;965;927;0,04K;2,12%
08/11/2014;945;936;956;923;0,05K;0,96%
07/11/2014;936;923,5;1.000,00;900;0,18K;1,35%
06/11/2014;923,5;915;939;892,1;0,11K;0,93%
05/11/2014;915;876;928;863,9;0,11K;4,45%
04/11/2014;876;860;898;851,1;0,13K;1,86%
03/11/2014;860;845;876;821,2;0,11K;1,78%
02/11/2014;845;840;855;816;0,03K;0,60%
01/11/2014;840;907,3;923;835;0,12K;-7,42%
31/10/2014;907,3;909;909;872;0,14K;-0,19%
30/10/2014;909;918;918;860;0,17K;-0,98%
29/10/2014;918;930;945;872;0,19K;-1,29%
28/10/2014;930;965;970;922;0,09K;-3,63%
27/10/2014;965;940;979,2;918;0,14K;2,66%
26/10/2014;940;929;950;903;0,01K;1,18%
25/10/2014;929;926;940;880;0,05K;0,32%
24/10/2014;926;978,7;994;926;0,18K;-5,38%
23/10/2014;978,7;995;1.010,00;931;0,17K;-1,64%
22/10/2014;995;1.000,00;1.020,00;981,1;0,07K;-0,50%
21/10/2014;1.000,00;971;1.000,00;967;0,10K;2,99%
20/10/2014;971;980;980;927;0,10K;-0,92%
19/10/2014;980;986;999;960;0,06K;-0,61%
18/10/2014;986;996;1.010,00;968;0,09K;-1,00%
17/10/2014;996;984;1.020,00;935;0,11K;1,22%
16/10/2014;984;1.021,00;1.021,00;950;0,11K;-3,62%
15/10/2014;1.021,00;1.022,00;1.039,00;983;0,08K;-0,10%
14/10/2014;1.022,00;970;1.100,00;960;0,11K;5,36%
13/10/2014;970;950;990;928;0,09K;2,11%
12/10/2014;950;935;950;900;0,03K;1,61%
11/10/2014;935;925;963;901;0,02K;1,08%
10/10/2014;925;961;980;906;0,16K;-3,75%
09/10/2014;961;900;1.022,90;880;0,17K;6,78%
08/10/2014;900;886;910;803;0,15K;1,58%
07/10/2014;886;871;900;800;0,13K;1,72%
06/10/2014;871;774;930;755;0,14K;12,53%
05/10/2014;774;914,3;914,3;730,1;0,06K;-15,35%
04/10/2014;914,3;930;996,3;854;0,10K;-1,69%
03/10/2014;930;995;1.000,00;930;0,12K;-6,53%
02/10/2014;995;1.024,00;1.024,00;975;0,08K;-2,83%
01/10/2014;1.024,00;1.000,00;1.049,00;982,5;0,07K;2,40%
30/09/2014;1.000,00;1.005,00;1.070,00;960;0,11K;-0,50%
29/09/2014;1.005,00;980;1.030,00;961;0,08K;2,55%
28/09/2014;980;1.075,00;1.075,00;960;0,05K;-8,84%
27/09/2014;1.075,00;1.053,00;1.080,00;1.011,00;0,04K;2,09%
26/09/2014;1.053,00;1.077,70;1.085,30;1.018,10;0,08K;-2,29%
25/09/2014;1.077,70;1.089,00;1.115,00;1.018,00;0,07K;-1,04%
24/09/2014;1.089,00;1.086,00;1.145,00;1.014,00;0,07K;0,28%
23/09/2014;1.086,00;1.030,00;1.152,00;1.006,00;0,12K;5,44%
22/09/2014;1.030,00;991,2;1.033,00;961;0,10K;3,91%
21/09/2014;991,2;1.050,70;1.050,70;990;0,01K;-5,66%
20/09/2014;1.050,70;1.023,40;1.088,90;993;0,05K;2,67%
19/09/2014;1.023,40;1.046,30;1.112,00;809;0,19K;-2,19%
18/09/2014;1.046,30;1.163,00;1.163,00;1.030,00;0,17K;-10,03%
17/09/2014;1.163,00;1.170,00;1.192,00;1.137,00;0,15K;-0,60%
16/09/2014;1.170,00;1.180,00;1.237,80;1.163,00;0,10K;-0,85%
15/09/2014;1.180,00;1.169,00;1.197,00;1.159,00;0,06K;0,94%
14/09/2014;1.169,00;1.168,00;1.200,00;1.168,00;0,01K;0,09%
13/09/2014;1.168,00;1.245,00;1.260,00;1.159,00;0,03K;-6,18%
12/09/2014;1.245,00;1.180,00;1.260,00;1.153,00;0,13K;5,51%
11/09/2014;1.180,00;1.198,90;1.198,90;1.158,00;0,07K;-1,57%
10/09/2014;1.198,90;1.156,00;1.198,90;1.135,00;0,07K;3,71%
09/09/2014;1.156,00;1.165,00;1.166,00;1.124,00;0,06K;-0,77%
08/09/2014;1.165,00;1.132,00;1.180,00;1.123,30;0,08K;2,92%
07/09/2014;1.132,00;1.145,00;1.177,00;1.130,00;0,01K;-1,14%
06/09/2014;1.145,00;1.200,00;1.200,00;1.125,00;0,04K;-4,58%
05/09/2014;1.200,00;1.155,00;1.210,00;1.125,00;0,06K;3,90%
04/09/2014;1.155,00;1.120,00;1.175,00;1.100,00;0,06K;3,13%
03/09/2014;1.120,00;1.173,00;1.200,00;1.092,00;0,09K;-4,52%
02/09/2014;1.173,00;1.158,00;1.240,00;1.154,00;0,08K;1,30%
01/09/2014;1.158,00;1.190,00;1.230,00;1.154,00;0,08K;-2,69%
31/08/2014;1.190,00;1.245,00;1.245,00;1.160,50;0,02K;-4,42%
30/08/2014;1.245,00;1.254,30;1.258,00;1.235,00;0,01K;-0,74%
29/08/2014;1.254,30;1.269,00;1.269,00;1.230,00;0,04K;-1,16%
28/08/2014;1.269,00;1.255,00;1.288,90;1.231,00;0,05K;1,12%
27/08/2014;1.255,00;1.249,00;1.298,00;1.228,00;0,05K;0,48%
26/08/2014;1.249,00;1.236,00;1.279,00;1.228,00;0,06K;1,05%
25/08/2014;1.236,00;1.245,00;1.290,00;1.227,00;0,06K;-0,72%
24/08/2014;1.245,00;1.246,50;1.275,00;1.242,00;0,01K;-0,12%
23/08/2014;1.246,50;1.283,00;1.329,80;1.241,00;0,03K;-2,84%
22/08/2014;1.283,00;1.260,00;1.348,00;1.256,00;0,06K;1,83%
21/08/2014;1.260,00;1.250,00;1.305,00;1.242,00;0,04K;0,80%
20/08/2014;1.250,00;1.183,00;1.350,00;1.176,00;0,08K;5,66%
19/08/2014;1.183,00;1.175,00;1.268,90;1.150,00;0,09K;0,68%
18/08/2014;1.175,00;1.277,40;1.329,20;1.150,00;0,08K;-8,02%
17/08/2014;1.277,40;1.352,00;1.352,00;1.277,10;0,01K;-5,52%
16/08/2014;1.352,00;1.316,00;1.363,30;1.263,10;0,03K;2,74%
15/08/2014;1.316,00;1.300,00;1.435,00;1.251,00;0,12K;1,23%
14/08/2014;1.300,00;1.450,00;1.460,00;1.250,00;0,11K;-10,34%
13/08/2014;1.450,00;1.480,00;1.492,00;1.376,00;0,15K;-2,03%
12/08/2014;1.480,00;1.495,00;1.500,00;1.420,00;0,06K;-1,00%
11/08/2014;1.495,00;1.498,00;1.505,00;1.448,50;0,06K;-0,20%
10/08/2014;1.498,00;1.470,00;1.498,00;1.454,30;0,01K;1,90%
09/08/2014;1.470,00;1.495,00;1.507,00;1.470,00;0,01K;-1,67%
08/08/2014;1.495,00;1.441,00;1.515,00;1.430,00;0,07K;3,75%
07/08/2014;1.441,00;1.490,00;1.490,00;1.430,00;0,05K;-3,29%
06/08/2014;1.490,00;1.490,00;1.515,00;1.420,00;0,12K;0,00%
05/08/2014;1.490,00;1.500,60;1.508,00;1.456,30;0,05K;-0,71%
04/08/2014;1.500,60;1.500,00;1.521,20;1.470,00;0,04K;0,04%
03/08/2014;1.500,00;1.491,40;1.514,00;1.470,00;0,01K;0,57%
02/08/2014;1.491,40;1.490,00;1.520,00;1.480,00;0,03K;0,10%
01/08/2014;1.490,00;1.473,10;1.520,00;1.470,00;0,05K;1,15%
31/07/2014;1.473,10;1.440,00;1.498,00;1.430,00;0,08K;2,30%
30/07/2014;1.440,00;1.502,00;1.502,00;1.432,00;0,04K;-4,13%
29/07/2014;1.502,00;1.483,20;1.519,20;1.441,00;0,11K;1,27%
28/07/2014;1.483,20;1.501,60;1.519,20;1.450,00;0,07K;-1,22%
27/07/2014;1.501,60;1.520,00;1.540,00;1.501,60;0,01K;-1,21%
26/07/2014;1.520,00;1.540,00;1.542,00;1.501,60;0,01K;-1,30%
25/07/2014;1.540,00;1.550,00;1.557,30;1.500,00;0,07K;-0,64%
24/07/2014;1.550,00;1.589,80;1.589,80;1.510,00;0,08K;-2,50%
23/07/2014;1.589,80;1.577,90;1.589,80;1.536,30;0,05K;0,75%
22/07/2014;1.577,90;1.560,00;1.578,00;1.530,00;0,05K;1,15%
21/07/2014;1.560,00;1.559,00;1.579,00;1.485,00;0,05K;0,06%
20/07/2014;1.559,00;1.550,00;1.565,50;1.536,00;0,02K;0,58%
19/07/2014;1.550,00;1.520,00;1.600,00;1.520,00;0,02K;1,97%
18/07/2014;1.520,00;1.500,00;1.580,00;1.490,00;0,03K;1,33%
17/07/2014;1.500,00;1.500,00;1.555,00;1.452,50;0,07K;0,00%
16/07/2014;1.500,00;1.488,00;1.500,00;1.450,00;0,06K;0,81%
15/07/2014;1.488,00;1.460,00;1.490,00;1.431,00;0,05K;1,92%
14/07/2014;1.460,00;1.480,00;1.485,00;1.420,00;0,05K;-1,35%
13/07/2014;1.480,00;1.490,00;1.490,00;1.445,00;0,02K;-0,67%
12/07/2014;1.490,00;1.530,00;1.530,00;1.458,00;0,02K;-2,61%
11/07/2014;1.530,00;1.489,90;1.555,00;1.471,00;0,08K;2,69%
10/07/2014;1.489,90;1.490,00;1.490,00;1.460,00;0,03K;-0,01%
09/07/2014;1.490,00;1.499,00;1.500,00;1.464,00;0,03K;-0,60%
08/07/2014;1.499,00;1.457,80;1.500,00;1.457,80;0,03K;2,83%
07/07/2014;1.457,80;1.497,00;1.510,00;1.420,00;0,05K;-2,62%
06/07/2014;1.497,00;1.520,00;1.520,00;1.450,00;0,02K;-1,51%
05/07/2014;1.520,00;1.535,10;1.535,10;1.475,00;0,06K;-0,98%
04/07/2014;1.535,10;1.540,00;1.550,00;1.500,00;0,04K;-0,32%
03/07/2014;1.540,00;1.547,00;1.550,00;1.511,00;0,06K;-0,45%
02/07/2014;1.547,00;1.530,00;1.547,00;1.500,00;0,05K;1,11%
01/07/2014;1.530,00;1.499,00;1.550,00;1.465,00;0,06K;2,07%
30/06/2014;1.499,00;1.384,00;1.510,00;1.384,00;0,05K;8,31%
29/06/2014;1.384,00;1.446,30;1.446,30;1.383,30;0,01K;-4,31%
28/06/2014;1.446,30;1.418,50;1.459,00;1.382,00;0,02K;1,96%
27/06/2014;1.418,50;1.401,90;1.455,00;1.380,00;0,03K;1,18%
26/06/2014;1.401,90;1.400,40;1.401,90;1.301,00;0,06K;0,11%
25/06/2014;1.400,40;1.440,00;1.440,00;1.300,00;0,05K;-2,75%
24/06/2014;1.440,00;1.460,00;1.480,00;1.430,00;0,03K;-1,37%
23/06/2014;1.460,00;1.467,00;1.490,00;1.460,00;0,03K;-0,48%
22/06/2014;1.467,00;1.484,60;1.485,00;1.465,00;0,01K;-1,18%
21/06/2014;1.484,60;1.470,20;1.498,00;1.456,00;0,01K;0,98%
20/06/2014;1.470,20;1.461,00;1.500,00;1.450,00;0,03K;0,63%
19/06/2014;1.461,00;1.480,00;1.512,00;1.460,00;0,02K;-1,28%
18/06/2014;1.480,00;1.461,00;1.500,00;1.452,00;0,02K;1,30%
17/06/2014;1.461,00;1.452,00;1.461,00;1.413,00;0,03K;0,62%
16/06/2014;1.452,00;1.492,00;1.505,20;1.413,10;0,05K;-2,68%
15/06/2014;1.492,00;1.440,00;1.498,00;1.400,00;0,01K;3,61%
14/06/2014;1.440,00;1.500,00;1.500,00;1.396,00;0,02K;-4,00%
13/06/2014;1.500,00;1.420,00;1.550,00;1.420,00;0,06K;5,63%
12/06/2014;1.420,00;1.541,40;1.589,00;1.400,00;0,05K;-7,88%
11/06/2014;1.541,40;1.562,00;1.598,80;1.541,40;0,06K;-1,32%
10/06/2014;1.562,00;1.577,00;1.600,00;1.562,00;0,07K;-0,95%
09/06/2014;1.577,00;1.600,00;1.600,00;1.562,00;0,01K;-1,44%
08/06/2014;1.600,00;1.590,00;1.600,00;1.560,50;0,02K;0,63%
07/06/2014;1.590,00;1.580,00;1.610,00;1.575,00;0,02K;0,63%
06/06/2014;1.580,00;1.583,00;1.600,00;1.580,00;0,05K;-1,19%
05/06/2014;1.599,00;1.598,00;1.650,00;1.557,00;0,07K;0,06%
04/06/2014;1.598,00;1.650,00;1.650,00;1.560,00;0,06K;-3,15%
03/06/2014;1.650,00;1.620,00;1.700,00;1.607,00;0,11K;1,85%
02/06/2014;1.620,00;1.543,00;1.628,30;1.508,00;0,07K;4,99%
01/06/2014;1.543,00;1.535,00;1.657,00;1.494,00;0,07K;0,52%
31/05/2014;1.535,00;1.508,00;1.535,00;1.467,00;0,02K;1,79%
30/05/2014;1.508,00;1.460,00;1.525,00;1.410,00;0,07K;3,29%
29/05/2014;1.460,00;1.424,00;1.460,00;1.305,00;0,08K;2,53%
28/05/2014;1.424,00;1.413,90;1.425,00;1.380,00;0,02K;0,72%
27/05/2014;1.413,90;1.425,00;1.462,00;1.270,00;0,17K;-0,78%
26/05/2014;1.425,00;1.388,00;1.500,00;1.366,90;0,08K;2,67%
25/05/2014;1.388,00;1.355,00;1.388,00;1.322,00;0,07K;2,44%
24/05/2014;1.355,00;1.374,50;1.374,50;1.316,00;0,02K;-1,42%
23/05/2014;1.374,50;1.305,00;1.380,00;1.290,00;0,13K;5,33%
22/05/2014;1.305,00;1.203,10;1.360,00;1.202,10;0,09K;8,47%
21/05/2014;1.203,10;1.196,00;1.250,00;1.178,20;0,06K;0,59%
20/05/2014;1.196,00;1.148,90;1.230,00;1.100,00;0,10K;4,10%
19/05/2014;1.148,90;1.107,00;1.150,00;1.103,00;0,07K;3,78%
18/05/2014;1.107,00;1.110,00;1.110,00;1.103,00;0,02K;-0,27%
17/05/2014;1.110,00;1.130,00;1.130,00;1.103,00;0,02K;-1,77%
16/05/2014;1.130,00;1.118,00;1.131,00;1.101,50;0,06K;1,08%
15/05/2014;1.118,00;1.090,00;1.120,00;1.090,00;0,06K;-0,49%
14/05/2014;1.123,50;1.100,10;1.130,00;1.090,00;0,06K;2,13%
13/05/2014;1.100,10;1.110,00;1.139,00;1.094,00;0,05K;-0,89%
12/05/2014;1.110,00;1.093,50;1.140,00;1.091,00;0,05K;1,51%
11/05/2014;1.093,50;1.114,40;1.139,00;1.093,50;0,02K;-1,88%
10/05/2014;1.114,40;1.135,00;1.155,00;1.112,00;0,03K;-1,81%
09/05/2014;1.135,00;1.100,00;1.150,00;1.090,00;0,06K;3,18%
08/05/2014;1.100,00;1.100,00;1.150,00;1.091,80;0,05K;0,00%
07/05/2014;1.100,00;1.109,90;1.120,00;1.085,00;0,04K;-0,90%
06/05/2014;1.109,90;1.085,00;1.110,00;1.066,00;0,08K;2,30%
05/05/2014;1.085,00;1.114,50;1.118,00;1.066,00;0,03K;-2,65%
04/05/2014;1.114,50;1.096,00;1.129,70;1.066,00;0,03K;1,69%
03/05/2014;1.096,00;1.129,00;1.153,00;1.095,00;0,04K;-2,92%
02/05/2014;1.129,00;1.098,00;1.129,00;1.065,10;0,05K;2,82%
01/05/2014;1.098,00;1.128,90;1.130,00;1.063,00;0,04K;-2,73%
30/04/2014;1.128,90;1.147,90;1.147,90;1.062,00;0,05K;-1,66%
29/04/2014;1.147,90;1.130,00;1.163,00;1.120,00;0,04K;1,58%
28/04/2014;1.130,00;1.163,30;1.175,00;1.060,00;0,07K;-2,87%
27/04/2014;1.163,30;1.189,00;1.199,00;1.130,00;0,03K;-2,16%
26/04/2014;1.189,00;1.198,00;1.200,00;1.157,00;0,04K;-0,75%
25/04/2014;1.198,00;1.250,00;1.250,00;1.133,30;0,12K;-4,16%
24/04/2014;1.250,00;1.215,00;1.290,00;1.202,00;0,06K;2,88%
23/04/2014;1.215,00;1.196,00;1.263,00;1.170,00;0,09K;1,59%
22/04/2014;1.196,00;1.188,00;1.249,00;1.130,00;0,05K;0,67%
21/04/2014;1.188,00;1.178,00;1.190,00;1.104,00;0,03K;0,85%
20/04/2014;1.178,00;1.147,50;1.180,00;1.147,50;0,01K;2,66%
19/04/2014;1.147,50;1.158,00;1.180,00;1.130,00;0,01K;-0,91%
18/04/2014;1.158,00;1.180,00;1.217,00;1.100,00;0,03K;-1,87%
17/04/2014;1.180,00;1.190,00;1.236,00;1.140,00;0,09K;-0,84%
16/04/2014;1.190,00;1.170,00;1.200,00;1.141,00;0,11K;1,71%
15/04/2014;1.170,00;1.105,00;1.199,00;1.084,00;0,10K;5,88%
14/04/2014;1.105,00;1.001,00;1.125,00;991;0,08K;10,39%
13/04/2014;1.001,00;1.090,00;1.090,00;980;0,03K;-8,16%
12/04/2014;1.090,00;1.034,00;1.110,00;999;0,04K;5,41%
11/04/2014;1.034,00;950;1.170,00;751;0,14K;8,84%
10/04/2014;950;1.133,30;1.133,30;950;0,12K;-16,18%
09/04/2014;1.133,30;1.168,70;1.170,00;1.130,00;0,04K;-3,03%
08/04/2014;1.168,70;1.175,00;1.175,00;1.131,00;0,03K;-0,54%
07/04/2014;1.175,00;1.180,00;1.188,00;1.130,00;0,04K;-0,42%
06/04/2014;1.180,00;1.158,30;1.200,00;1.140,00;0,02K;1,87%
05/04/2014;1.158,30;1.138,00;1.158,30;1.101,00;0,02K;1,79%
04/04/2014;1.138,00;1.188,00;1.188,00;1.080,00;0,06K;-4,21%
03/04/2014;1.188,00;1.109,00;1.245,00;1.026,20;0,10K;7,12%
02/04/2014;1.109,00;1.280,00;1.350,00;1.102,00;0,13K;-13,36%
01/04/2014;1.280,00;1.237,00;1.327,00;1.189,00;0,06K;3,48%
31/03/2014;1.237,00;1.221,00;1.285,00;1.124,80;0,05K;1,31%
30/03/2014;1.221,00;1.251,00;1.336,00;1.122,30;0,04K;-2,40%
29/03/2014;1.251,00;1.330,00;1.379,30;1.251,00;0,03K;-5,94%
28/03/2014;1.330,00;1.449,00;1.480,00;1.317,00;0,11K;-8,21%
27/03/2014;1.449,00;1.495,10;1.522,80;1.401,00;0,18K;-3,08%
26/03/2014;1.495,10;1.500,00;1.525,00;1.481,10;0,03K;-0,33%
25/03/2014;1.500,00;1.495,00;1.500,00;1.471,00;0,05K;0,33%
24/03/2014;1.495,00;1.477,00;1.500,00;1.462,80;0,06K;1,22%
23/03/2014;1.477,00;1.494,00;1.510,00;1.475,00;0,02K;-1,14%
22/03/2014;1.494,00;1.528,00;1.528,00;1.492,00;0,02K;-2,22%
21/03/2014;1.528,00;1.515,00;1.550,00;1.492,10;0,04K;0,86%
20/03/2014;1.515,00;1.550,00;1.897,50;1.509,20;0,04K;-2,26%
19/03/2014;1.550,00;1.505,00;1.567,40;1.480,00;0,06K;2,99%
18/03/2014;1.505,00;1.524,00;1.530,00;1.452,50;0,09K;-1,25%
17/03/2014;1.524,00;1.510,00;1.530,00;1.488,00;0,04K;0,93%
16/03/2014;1.510,00;1.550,60;1.550,60;1.500,00;0,03K;-2,62%
15/03/2014;1.550,60;1.538,20;1.550,60;1.502,00;0,02K;0,81%
14/03/2014;1.538,20;1.537,80;1.556,80;1.482,00;0,08K;0,03%
13/03/2014;1.537,80;1.524,00;1.540,00;1.480,10;0,02K;0,90%
12/03/2014;1.524,00;1.498,00;1.528,00;1.435,00;0,07K;1,74%
11/03/2014;1.498,00;1.490,00;1.500,00;1.475,00;0,03K;0,54%
10/03/2014;1.490,00;1.470,00;1.500,00;1.470,00;0,03K;1,36%
09/03/2014;1.470,00;1.484,50;1.494,00;1.400,00;0,02K;-0,98%
08/03/2014;1.484,50;1.477,80;1.495,50;1.435,00;0,01K;0,46%
07/03/2014;1.477,80;1.530,00;1.530,00;1.451,00;0,05K;-3,42%
06/03/2014;1.530,00;1.526,00;1.550,00;1.485,00;0,03K;0,26%
05/03/2014;1.526,00;1.569,70;1.569,70;1.520,00;0,02K;-2,78%
04/03/2014;1.569,70;1.600,00;1.620,00;1.400,00;0,05K;-1,89%
03/03/2014;1.600,00;1.415,00;1.630,00;1.390,00;0,03K;13,07%
02/03/2014;1.415,00;1.415,00;1.415,00;1.390,00;0,01K;0,00%
01/03/2014;1.415,00;1.372,00;1.421,00;1.372,00;0,01K;3,13%
28/02/2014;1.372,00;1.417,00;1.435,00;1.350,00;0,05K;-3,18%
27/02/2014;1.417,00;1.362,00;1.440,00;1.360,00;0,06K;4,04%
26/02/2014;1.362,00;1.230,00;1.395,00;1.230,00;0,08K;10,73%
25/02/2014;1.230,00;1.381,00;1.400,00;1.200,00;0,09K;-12,70%
24/02/2014;1.409,00;1.450,00;1.500,00;1.350,00;0,06K;-2,83%
23/02/2014;1.450,00;1.425,00;1.499,50;1.425,00;0,03K;1,75%
22/02/2014;1.425,00;1.495,00;1.500,00;1.403,30;0,02K;-4,68%
21/02/2014;1.495,00;1.400,00;1.600,00;1.311,00;0,08K;6,79%
20/02/2014;1.400,00;1.550,00;1.600,00;1.400,00;0,16K;-9,68%
19/02/2014;1.550,00;1.595,00;1.595,00;1.500,00;0,11K;-2,82%
18/02/2014;1.595,00;1.599,00;1.700,00;1.500,00;0,13K;-0,25%
17/02/2014;1.599,00;1.579,00;1.663,00;1.558,00;0,06K;1,27%
16/02/2014;1.579,00;1.603,30;1.680,00;1.554,00;0,03K;-1,52%
15/02/2014;1.603,30;1.687,00;1.694,00;1.556,00;0,02K;-4,96%
14/02/2014;1.687,00;1.580,00;1.698,00;1.490,00;0,10K;6,77%
13/02/2014;1.580,00;1.640,00;1.671,00;1.580,00;0,10K;-3,66%
12/02/2014;1.640,00;1.600,00;1.650,00;1.600,00;0,07K;2,50%
11/02/2014;1.600,00;1.608,00;1.700,00;1.560,90;0,13K;-0,50%
10/02/2014;1.608,00;1.680,00;1.680,00;1.455,00;0,13K;-4,29%
09/02/2014;1.680,00;1.680,00;1.700,00;1.560,00;0,04K;0,00%
08/02/2014;1.680,00;1.800,00;1.800,00;1.620,00;0,06K;-6,67%
07/02/2014;1.800,00;1.900,00;1.900,00;1.621,00;0,14K;-5,26%
06/02/2014;1.900,00;1.910,00;1.920,00;1.870,00;0,05K;-0,52%
05/02/2014;1.910,00;1.948,00;1.948,00;1.853,00;0,06K;-1,95%
04/02/2014;1.948,00;1.906,00;1.950,00;1.834,00;0,08K;2,20%
03/02/2014;1.906,00;1.850,00;1.940,00;1.850,00;0,04K;3,03%
02/02/2014;1.850,00;1.890,00;1.890,00;1.845,50;0,01K;-2,12%
01/02/2014;1.890,00;1.840,40;1.920,00;1.812,10;0,04K;2,70%
31/01/2014;1.840,40;1.930,00;1.941,00;1.839,00;0,09K;-4,64%
30/01/2014;1.930,00;1.980,00;2.014,00;1.840,00;0,09K;-2,53%
29/01/2014;1.980,00;1.964,90;2.246,40;1.910,00;0,06K;0,77%
28/01/2014;1.964,90;1.860,00;1.964,90;1.850,00;0,06K;5,64%
27/01/2014;1.860,00;1.910,00;1.966,00;1.860,00;0,05K;-2,62%
26/01/2014;1.910,00;1.900,00;1.966,00;1.850,00;0,05K;0,53%
25/01/2014;1.900,00;1.950,00;1.950,00;1.860,60;0,02K;-2,56%
24/01/2014;1.950,00;1.919,00;1.959,00;1.860,50;0,10K;1,62%
23/01/2014;1.919,00;1.982,00;1.982,00;1.875,00;0,07K;-3,18%
22/01/2014;1.982,00;1.933,30;2.040,00;1.900,00;0,05K;2,52%
21/01/2014;1.933,30;1.900,00;2.090,00;1.859,00;0,11K;1,75%
20/01/2014;1.900,00;1.950,00;2.000,00;1.890,00;0,05K;-2,56%
19/01/2014;1.950,00;1.950,00;1.998,00;1.931,00;0,01K;0,00%
18/01/2014;1.950,00;1.943,50;2.000,00;1.859,00;0,02K;0,33%
17/01/2014;1.943,50;1.998,00;2.000,00;1.891,20;0,06K;-2,73%
16/01/2014;1.998,00;1.938,00;2.100,00;1.938,00;0,09K;3,10%
15/01/2014;1.938,00;2.046,00;2.075,00;1.937,00;0,05K;-5,28%
14/01/2014;2.046,00;2.083,00;2.099,00;2.000,00;0,06K;-1,78%
13/01/2014;2.083,00;2.100,00;2.100,00;2.030,00;0,06K;-0,81%
12/01/2014;2.100,00;2.200,00;2.250,00;2.086,00;0,03K;-4,55%
11/01/2014;2.200,00;2.100,00;2.270,00;2.100,00;0,07K;4,76%
10/01/2014;2.100,00;2.199,30;2.200,00;2.083,00;0,07K;-4,52%
09/01/2014;2.199,30;2.050,00;2.199,30;2.012,00;0,06K;3,26%
08/01/2014;2.129,90;2.159,00;2.189,90;1.900,00;0,08K;-1,35%
07/01/2014;2.159,00;2.295,00;2.340,00;1.998,00;0,11K;-5,93%
06/01/2014;2.295,00;2.240,00;2.575,00;2.225,00;0,11K;2,46%
05/01/2014;2.240,00;2.150,00;2.300,00;2.100,00;0,03K;4,19%
04/01/2014;2.150,00;2.106,00;2.199,00;1.990,00;0,04K;2,09%
03/01/2014;2.106,00;1.935,00;2.108,00;1.889,00;0,06K;8,84%
02/01/2014;1.935,00;1.870,00;1.950,00;1.841,00;0,04K;3,48%
01/01/2014;1.870,00;1.850,00;1.890,00;1.841,00;0,02K;1,08%
31/12/2013;1.850,00;1.850,00;1.889,00;1.823,30;0,01K;0,00%
30/12/2013;1.850,00;1.868,60;1.891,10;1.810,00;0,02K;-1,00%
29/12/2013;1.868,60;1.866,30;1.880,00;1.781,00;0,02K;0,12%
28/12/2013;1.866,30;1.803,00;1.891,50;1.799,00;0,03K;3,51%
27/12/2013;1.803,00;1.890,00;1.925,00;1.801,00;0,08K;-4,60%
26/12/2013;1.890,00;1.691,00;1.924,00;1.690,00;0,06K;11,77%
25/12/2013;1.691,00;1.749,50;1.750,00;1.682,00;0,02K;-3,34%
