Data;Ultimo;Abertura;Maxima;Minima;Volume;Variacao
09/02/2016;1.586,40;1.610,00;1.615,00;1.561,00;0,07K;-1,46%
08/02/2016;1.610,00;1.600,00;1.633,00;1.570,00;0,09K;0,63%
07/02/2016;1.600,00;1.650,00;1.650,00;1.600,00;0,07K;-3,03%
06/02/2016;1.650,00;1.666,00;1.666,00;1.624,70;0,02K;-0,96%
05/02/2016;1.666,00;1.635,00;1.666,90;1.626,00;0,07K;1,90%
04/02/2016;1.635,00;1.620,00;1.667,00;1.559,10;0,12K;0,62%
03/02/2016;1.625,00;1.661,00;1.679,60;1.601,00;0,13K;-2,17%
02/02/2016;1.661,00;1.660,00;1.694,00;1.628,00;0,09K;0,06%
01/02/2016;1.660,00;1.707,90;1.715,00;1.622,50;0,08K;-2,80%
31/01/2016;1.707,90;1.716,00;1.738,50;1.650,90;0,03K;-0,47%
30/01/2016;1.716,00;1.725,00;1.738,50;1.689,00;0,03K;-0,52%
29/01/2016;1.725,00;1.731,90;1.732,00;1.650,00;0,11K;-0,40%
28/01/2016;1.731,90;1.763,00;1.763,00;1.711,00;0,10K;-1,76%
27/01/2016;1.763,00;1.758,00;1.775,00;1.722,00;0,11K;0,28%
26/01/2016;1.758,00;1.740,00;1.765,00;1.707,80;0,11K;1,04%
25/01/2016;1.740,00;1.723,00;1.760,00;1.712,30;0,06K;0,98%
24/01/2016;1.723,00;1.707,30;1.770,00;1.700,00;0,07K;0,92%
23/01/2016;1.707,30;1.713,00;1.735,00;1.681,20;0,03K;-0,33%
22/01/2016;1.713,00;1.773,00;1.775,00;1.635,60;0,12K;-3,38%
21/01/2016;1.773,00;1.790,00;1.797,90;1.732,40;0,13K;-0,95%
20/01/2016;1.790,00;1.730,00;1.798,80;1.690,00;0,19K;3,47%
19/01/2016;1.730,00;1.789,00;1.789,00;1.715,00;0,15K;-3,30%
18/01/2016;1.789,00;1.785,00;1.799,90;1.700,00;0,29K;0,22%
17/01/2016;1.785,00;1.775,00;1.810,00;1.722,20;0,04K;0,56%
16/01/2016;1.775,00;1.774,90;1.775,00;1.651,10;0,09K;0,00%
15/01/2016;1.774,90;1.905,00;1.906,00;1.710,00;0,28K;-6,83%
14/01/2016;1.905,00;1.868,00;1.906,90;1.852,00;0,07K;1,98%
13/01/2016;1.868,00;1.940,00;1.940,00;1.849,00;0,17K;-3,71%
12/01/2016;1.940,00;1.896,00;1.940,00;1.876,20;0,10K;2,32%
11/01/2016;1.896,00;1.886,00;1.915,00;1.866,00;0,08K;0,53%
10/01/2016;1.886,00;1.897,00;1.911,10;1.865,60;0,02K;-0,58%
09/01/2016;1.897,00;1.880,00;1.915,00;1.865,50;0,03K;0,90%
08/01/2016;1.880,00;1.949,00;1.955,00;1.839,80;0,13K;-3,54%
07/01/2016;1.949,00;1.820,00;1.953,80;1.812,00;0,20K;7,09%
06/01/2016;1.820,00;1.825,00;1.830,00;1.802,00;0,05K;-0,27%
05/01/2016;1.825,00;1.802,60;1.825,00;1.781,20;0,09K;0,00%
04/01/2016;1.825,00;1.780,00;1.830,00;1.771,60;0,13K;2,53%
03/01/2016;1.780,00;1.783,00;1.800,00;1.766,00;0,04K;-0,17%
02/01/2016;1.783,00;1.818,00;1.818,00;1.769,00;0,02K;-1,92%
01/01/2016;1.818,00;1.792,00;1.821,20;1.767,10;0,01K;1,45%
31/12/2015;1.792,00;1.812,00;1.840,00;1.762,20;0,05K;-1,10%
30/12/2015;1.812,00;1.787,70;1.826,40;1.741,30;0,05K;1,36%
29/12/2015;1.787,70;1.745,00;1.800,00;1.706,60;0,11K;2,45%
28/12/2015;1.745,00;1.770,00;1.780,00;1.720,00;0,06K;-1,41%
27/12/2015;1.770,00;1.761,00;1.801,00;1.750,00;0,03K;0,51%
26/12/2015;1.761,00;1.876,90;1.876,90;1.761,00;0,04K;-6,17%
25/12/2015;1.876,90;1.850,90;1.879,00;1.850,00;0,02K;1,41%
24/12/2015;1.850,90;1.829,40;1.888,00;1.829,40;0,04K;1,17%
23/12/2015;1.829,40;1.864,90;1.890,00;1.822,00;0,10K;-1,90%
22/12/2015;1.864,90;1.857,60;1.870,00;1.822,00;0,07K;0,39%
21/12/2015;1.857,60;1.849,00;1.889,00;1.743,00;0,15K;0,46%
20/12/2015;1.849,00;1.929,30;1.929,30;1.823,00;0,05K;-4,16%
19/12/2015;1.929,30;1.863,10;1.942,80;1.863,10;0,04K;3,56%
18/12/2015;1.863,10;1.885,00;1.895,00;1.842,00;0,10K;-1,16%
17/12/2015;1.885,00;1.810,00;1.890,00;1.783,30;0,13K;4,14%
16/12/2015;1.810,00;1.849,00;1.855,00;1.780,00;0,18K;-2,11%
15/12/2015;1.849,00;1.760,00;1.849,00;1.711,10;0,21K;5,06%
14/12/2015;1.760,00;1.700,00;1.785,30;1.700,00;0,09K;3,53%
13/12/2015;1.700,00;1.680,00;1.756,80;1.680,00;0,07K;1,19%
12/12/2015;1.680,00;1.799,00;1.849,00;1.627,00;0,08K;-6,56%
11/12/2015;1.798,00;1.674,00;1.799,50;1.651,80;0,16K;7,41%
10/12/2015;1.674,00;1.669,00;1.674,00;1.616,00;0,12K;0,30%
09/12/2015;1.669,00;1.606,00;1.680,00;1.600,00;0,12K;6,80%
08/12/2015;1.562,70;1.575,00;1.635,00;1.539,60;0,11K;-0,78%
07/12/2015;1.575,00;1.539,00;1.580,00;1.501,10;0,08K;2,34%
06/12/2015;1.539,00;1.500,00;1.543,30;1.484,00;0,10K;2,60%
05/12/2015;1.500,00;1.473,00;1.500,00;1.457,80;0,04K;1,83%
04/12/2015;1.473,00;1.474,40;1.475,00;1.416,10;0,07K;-0,09%
03/12/2015;1.474,40;1.469,90;1.490,00;1.431,10;0,09K;0,30%
02/12/2015;1.469,90;1.472,00;1.491,00;1.411,00;0,08K;-0,14%
01/12/2015;1.472,00;1.516,90;1.519,00;1.410,00;0,11K;-2,96%
30/11/2015;1.516,90;1.436,00;1.525,00;1.436,00;0,13K;5,63%
29/11/2015;1.436,00;1.419,00;1.550,00;1.381,00;0,04K;1,20%
28/11/2015;1.419,00;1.434,90;1.436,00;1.368,00;0,09K;-1,11%
27/11/2015;1.434,90;1.397,00;1.440,00;1.369,20;0,07K;2,71%
26/11/2015;1.397,00;1.286,20;1.414,00;1.274,00;0,15K;8,61%
25/11/2015;1.286,20;1.249,00;1.365,00;1.200,00;0,22K;2,98%
24/11/2015;1.249,00;1.257,00;1.350,00;1.230,00;0,13K;-0,64%
23/11/2015;1.257,00;1.254,00;1.263,00;1.216,00;0,10K;0,24%
22/11/2015;1.254,00;1.269,90;1.277,00;1.254,00;0,01K;-1,25%
21/11/2015;1.269,90;1.237,30;1.279,00;1.200,00;0,05K;2,63%
20/11/2015;1.237,30;1.285,00;1.289,00;1.223,00;0,05K;-3,71%
19/11/2015;1.285,00;1.307,00;1.325,00;1.280,00;0,10K;-1,68%
18/11/2015;1.307,00;1.328,50;1.337,10;1.290,00;0,05K;-1,62%
17/11/2015;1.328,50;1.291,00;1.329,00;1.284,40;0,05K;2,90%
16/11/2015;1.291,00;1.318,00;1.318,50;1.240,00;0,12K;-2,05%
15/11/2015;1.318,00;1.330,00;1.342,40;1.280,10;0,03K;-0,90%
14/11/2015;1.330,00;1.320,00;1.330,00;1.300,90;0,03K;0,76%
13/11/2015;1.320,00;1.366,70;1.367,00;1.295,80;0,09K;-3,41%
12/11/2015;1.366,70;1.267,00;1.410,00;1.200,00;0,13K;7,87%
11/11/2015;1.267,00;1.340,00;1.365,10;1.161,00;0,13K;-5,45%
10/11/2015;1.340,00;1.493,40;1.493,40;1.300,00;0,14K;-10,27%
09/11/2015;1.493,40;1.440,90;1.493,40;1.400,00;0,09K;3,64%
08/11/2015;1.440,90;1.445,00;1.465,00;1.411,20;0,02K;-0,28%
07/11/2015;1.445,00;1.400,00;1.445,00;1.376,50;0,06K;3,21%
06/11/2015;1.400,00;1.516,10;1.535,00;1.371,50;0,17K;-7,66%
05/11/2015;1.516,10;1.530,00;1.729,90;1.489,00;0,19K;-0,91%
04/11/2015;1.530,00;1.538,00;1.865,60;1.490,00;0,44K;-0,52%
03/11/2015;1.538,00;1.320,00;1.638,10;1.310,10;0,35K;16,51%
02/11/2015;1.320,00;1.240,00;1.340,00;1.233,10;0,09K;6,45%
01/11/2015;1.240,00;1.220,00;1.260,00;1.220,00;0,04K;1,64%
31/10/2015;1.220,00;1.268,00;1.290,00;1.215,00;0,10K;-3,79%
30/10/2015;1.268,00;1.230,00;1.298,40;1.220,50;0,12K;3,09%
29/10/2015;1.230,00;1.170,70;1.250,10;1.170,00;0,16K;5,07%
28/10/2015;1.170,70;1.166,70;1.187,20;1.151,00;0,13K;0,35%
27/10/2015;1.166,70;1.148,00;1.169,00;1.138,60;0,09K;1,63%
26/10/2015;1.148,00;1.140,00;1.150,00;1.118,00;0,05K;0,70%
25/10/2015;1.140,00;1.090,00;1.196,80;1.085,00;0,09K;4,59%
24/10/2015;1.090,00;1.090,00;1.100,00;1.071,00;0,03K;0,00%
23/10/2015;1.090,00;1.067,90;1.096,70;1.056,00;0,06K;2,07%
22/10/2015;1.067,90;1.060,10;1.069,10;1.042,30;0,05K;0,74%
21/10/2015;1.060,10;1.052,00;1.078,00;1.033,00;0,13K;0,77%
20/10/2015;1.052,00;1.027,00;1.079,80;1.020,00;0,13K;2,43%
19/10/2015;1.027,00;1.050,00;1.050,00;1.024,00;0,10K;-2,19%
18/10/2015;1.050,00;1.051,00;1.069,00;1.020,10;0,03K;-0,10%
17/10/2015;1.051,00;1.043,10;1.080,00;1.037,00;0,09K;0,76%
16/10/2015;1.043,10;1.025,00;1.088,00;1.011,00;0,12K;3,17%
15/10/2015;1.011,00;1.010,00;1.030,00;1.000,10;0,14K;0,10%
14/10/2015;1.010,00;1.008,00;1.017,10;998,4;0,09K;0,20%
13/10/2015;1.008,00;1.008,00;1.010,00;996,5;0,09K;0,00%
12/10/2015;1.008,00;1.004,00;1.009,00;997,5;0,04K;0,40%
11/10/2015;1.004,00;1.000,00;1.008,00;998;0,01K;0,40%
10/10/2015;1.000,00;1.008,00;1.008,00;997,5;0,01K;-0,79%
09/10/2015;1.008,00;1.008,10;1.009,30;995;0,06K;-0,01%
08/10/2015;1.008,10;999,9;1.010,00;995;0,06K;0,82%
07/10/2015;999,9;1.005,00;1.012,00;994,1;0,07K;-0,51%
06/10/2015;1.005,00;993;1.005,00;980;0,09K;1,21%
05/10/2015;993;990;993;978;0,09K;0,30%
04/10/2015;990;990;990;983,5;0,01K;0,00%
03/10/2015;990;995;1.000,00;977;0,02K;-0,50%
02/10/2015;995;999;1.005,00;972;0,13K;-0,40%
01/10/2015;999;993,3;1.005,00;980,1;0,12K;0,57%
30/09/2015;993,3;995,9;1.008,70;993,3;0,10K;-0,25%
29/09/2015;995,9;1.003,10;1.010,00;990,2;0,12K;-0,72%
28/09/2015;1.003,10;977,8;1.006,00;967,7;0,20K;2,58%
27/09/2015;977,8;982;982;967,5;0,00K;-0,43%
26/09/2015;982;984;986;966,1;0,02K;-0,20%
25/09/2015;984;988,4;988,4;966,1;0,12K;-0,45%
24/09/2015;988,4;970,6;1.007,00;966,1;0,14K;1,84%
23/09/2015;970,6;960;1.000,00;949,2;0,20K;1,10%
22/09/2015;960;945;969;936,2;0,17K;1,59%
21/09/2015;945;951,5;969,4;925;0,19K;-0,68%
20/09/2015;951,5;950,7;959;932,3;0,04K;0,08%
19/09/2015;950,7;965,8;969,9;931,9;0,05K;-1,56%
18/09/2015;965,8;945;970;945;0,08K;2,20%
17/09/2015;945;931,8;955;918,7;0,11K;1,42%
16/09/2015;931,8;915,1;937,3;911;0,11K;1,82%
15/09/2015;915,1;929;937,3;910;0,12K;-1,50%
14/09/2015;929;955,3;955,3;923,6;0,12K;-2,76%
13/09/2015;955,3;958,8;958,8;933,1;0,03K;-0,36%
12/09/2015;958,8;968,6;970,1;945,5;0,05K;-1,01%
11/09/2015;968,6;955,4;972;955,1;0,13K;1,38%
10/09/2015;955,4;950;975;944;0,14K;0,57%
09/09/2015;950;946,5;959,8;942;0,14K;0,37%
08/09/2015;946,5;949,9;955;930;0,10K;-0,35%
07/09/2015;949,9;935;950;934,4;0,02K;1,59%
06/09/2015;935;925,2;950;925,2;0,02K;1,06%
05/09/2015;925,2;932,1;942;909;0,06K;-0,74%
04/09/2015;932,1;893;953,9;882;0,09K;4,38%
03/09/2015;893;892,3;910;881,4;0,18K;0,08%
02/09/2015;892,3;880;907,7;875;0,13K;1,40%
01/09/2015;880;891,9;900;865,2;0,14K;-1,33%
31/08/2015;891,9;872,6;891,9;858;0,09K;2,21%
30/08/2015;872,6;854;900;848;0,07K;2,18%
29/08/2015;854;873;888,8;848;0,05K;-2,18%
28/08/2015;873;868,1;888,8;825,1;0,15K;0,56%
27/08/2015;868,1;878;878;851;0,06K;-1,24%
26/08/2015;879;865,9;900;832,5;0,13K;1,52%
25/08/2015;865,9;840;870;780,1;0,28K;3,08%
24/08/2015;840;886,2;893,3;840;0,10K;-5,21%
23/08/2015;886,2;890;895;869;0,04K;-0,43%
22/08/2015;890;910;910;884,4;0,02K;-2,20%
21/08/2015;910;901,6;910;870,2;0,08K;0,93%
20/08/2015;901,6;865,7;913;840;0,10K;4,14%
19/08/2015;865,7;931;940;761,1;0,34K;-7,01%
18/08/2015;931;950;958,3;931;0,09K;-2,00%
17/08/2015;950;970;970;944,7;0,06K;-2,06%
16/08/2015;970;960;972,4;946,2;0,05K;1,04%
15/08/2015;960;980;980;960;0,03K;-2,04%
14/08/2015;980;965;980,6;957,8;0,06K;1,55%
13/08/2015;965;978;978;955,3;0,05K;-1,33%
12/08/2015;978;970;978;957;0,07K;0,82%
11/08/2015;970;966,4;978;951;0,09K;0,37%
10/08/2015;966,4;968,6;974,2;940,1;0,07K;-0,23%
09/08/2015;968,6;978,5;995;950;0,06K;-1,01%
08/08/2015;978,5;1.015,00;1.018,00;978,2;0,11K;-3,60%
07/08/2015;1.015,00;1.017,90;1.018,00;985,1;0,15K;-0,28%
06/08/2015;1.017,90;1.018,50;1.018,50;1.003,00;0,10K;-0,06%
05/08/2015;1.018,50;1.016,00;1.018,50;996;0,09K;0,25%
04/08/2015;1.016,00;1.010,00;1.016,00;992;0,11K;0,59%
03/08/2015;1.010,00;999;1.016,00;980;0,13K;1,10%
02/08/2015;999;997;1.000,00;973,7;0,02K;0,20%
01/08/2015;997;1.011,50;1.011,50;991;0,03K;-1,44%
31/07/2015;1.011,50;999,7;1.012,00;983,3;0,07K;1,19%
30/07/2015;999,7;1.012,10;1.018,30;971,2;0,12K;-1,23%
29/07/2015;1.012,10;1.021,00;1.021,00;1.000,00;0,08K;-0,87%
28/07/2015;1.021,00;977,8;1.021,00;975;0,10K;4,42%
27/07/2015;977,8;965;1.050,00;950;0,12K;1,32%
26/07/2015;965;959;972;958,7;0,02K;0,62%
25/07/2015;959;968;969;954,1;0,03K;-0,93%
24/07/2015;968;950;970;940,5;0,15K;1,89%
23/07/2015;950;949,2;954;936;0,07K;0,08%
22/07/2015;949,2;957;957;918,3;0,16K;-0,82%
21/07/2015;957;955;957;940,1;0,06K;0,21%
20/07/2015;955;934,1;955;924,3;0,08K;2,24%
19/07/2015;934,1;932;939,9;924,1;0,03K;0,22%
18/07/2015;932;950;952,9;925,3;0,03K;-1,89%
17/07/2015;950;928;956,3;910;0,09K;2,37%
16/07/2015;928;957;976,8;916;0,11K;-3,03%
15/07/2015;957;969;989;912;0,14K;-1,24%
14/07/2015;969;939,5;989;903;0,11K;3,14%
13/07/2015;939,5;991;1.010,00;925;0,13K;-5,20%
12/07/2015;991;970;1.000,00;970;0,05K;2,16%
11/07/2015;970;963;985;955;0,04K;0,73%
10/07/2015;963;922,7;990;890;0,12K;4,36%
09/07/2015;922,7;880;945;876,3;0,10K;4,86%
08/07/2015;880;885;888;872,3;0,11K;-0,56%
07/07/2015;885;892,9;899,3;865,3;0,11K;-0,89%
06/07/2015;892,9;855;899,3;847,9;0,08K;4,44%
05/07/2015;855;839;855;830;0,04K;2,03%
04/07/2015;838;841;841;822;0,04K;-0,35%
03/07/2015;841;840,4;841;821,1;0,09K;0,07%
02/07/2015;840,4;839,5;848,5;829;0,11K;0,11%
01/07/2015;839,5;846;850;820;0,14K;-0,77%
30/06/2015;846;838,8;849,2;819;0,16K;0,86%
29/06/2015;838,8;798,2;850;798,2;0,12K;5,09%
28/06/2015;798,2;809,5;809,5;795;0,02K;-1,39%
27/06/2015;809,5;801,6;809,5;782,7;0,03K;0,99%
26/06/2015;801,6;790;802,9;776;0,07K;1,47%
25/06/2015;790;792;792;770,6;0,08K;-0,25%
24/06/2015;792;794,8;795,5;782;0,08K;-0,35%
23/06/2015;794,8;802,5;802,5;783;0,13K;-0,96%
22/06/2015;802,5;783,9;805;783;0,08K;2,38%
21/06/2015;783,9;794;795;781,5;0,02K;-1,28%
20/06/2015;794;808,1;808,1;778;0,07K;-1,75%
19/06/2015;808,1;799;828,9;786,3;0,13K;1,14%
18/06/2015;799;793;800;770;0,13K;0,75%
17/06/2015;793;750;834,7;747;0,20K;5,74%
16/06/2015;750;731,2;770;731,2;0,10K;2,58%
15/06/2015;731,2;740,1;745;725;0,18K;-1,21%
14/06/2015;740,1;748,9;748,9;737,5;0,02K;-1,18%
13/06/2015;748,9;747;749,9;737,5;0,01K;0,26%
12/06/2015;747;749,9;751;734;0,12K;-0,39%
11/06/2015;749,9;744,1;753,7;734;0,15K;0,78%
10/06/2015;744,1;753,8;755;738,9;0,11K;-1,29%
09/06/2015;753,8;755;755;732;0,13K;-0,16%
08/06/2015;755;755;755;739;0,11K;0,00%
07/06/2015;755;768,9;768,9;748;0,01K;-1,81%
06/06/2015;768,9;763;768,9;748;0,03K;0,77%
05/06/2015;763;740;769;740;0,12K;3,11%
04/06/2015;740;754,9;755;735;0,03K;-0,64%
03/06/2015;744,7;762,9;767,8;737;0,11K;-2,38%
02/06/2015;762,9;748;767,8;732;0,13K;1,99%
01/06/2015;748;769;769;732;0,15K;-2,73%
31/05/2015;769;762,3;770;745;0,14K;0,88%
30/05/2015;762,3;773,3;774;760;0,09K;-1,42%
29/05/2015;773,3;773;774;751;0,10K;0,04%
28/05/2015;773;780;780;761,5;0,07K;-0,90%
27/05/2015;780;758,2;1.007,70;750;0,31K;2,88%
26/05/2015;758,2;752;780;745,6;0,14K;0,82%
25/05/2015;752;755;760;745,6;0,10K;-0,40%
24/05/2015;755;748;759;748;0,02K;0,94%
23/05/2015;748;760,9;761;745,3;0,03K;-1,70%
22/05/2015;760,9;751;761;745,1;0,17K;1,32%
21/05/2015;751;739;764,3;738;0,13K;1,63%
20/05/2015;739;745,1;750;736,6;0,08K;-0,82%
19/05/2015;745,1;739;752;738,3;0,15K;0,83%
18/05/2015;739;750;764,3;736,2;0,13K;-1,47%
17/05/2015;750;751;751;742,9;0,02K;-0,13%
16/05/2015;751;764,3;765;743,3;0,03K;-1,74%
15/05/2015;764,3;748,4;765;736,9;0,07K;2,13%
14/05/2015;748,4;746;757,8;726,2;0,09K;0,32%
13/05/2015;746;755;767;738,3;0,15K;-1,19%
12/05/2015;755;748;780;735,5;0,11K;0,94%
11/05/2015;748;740,7;750;720,1;0,15K;0,99%
10/05/2015;740,7;749,4;750;740,5;0,01K;-1,16%
09/05/2015;749,4;749,9;750;740;0,02K;-0,07%
08/05/2015;749,9;735;750;726;0,12K;2,03%
07/05/2015;735;746,5;746,5;712,4;0,10K;-1,54%
06/05/2015;746,5;741,1;750;739,1;0,12K;-0,45%
05/05/2015;749,8;745;750;728;0,11K;0,65%
04/05/2015;745;742,1;750;720,1;0,18K;0,39%
03/05/2015;742,1;744,9;749;735,9;0,02K;-0,38%
02/05/2015;744,9;737,6;749,8;733,1;0,05K;1,00%
01/05/2015;737,6;735,5;750;735;0,06K;0,27%
30/04/2015;735,5;723,9;747,9;706;0,30K;1,61%
29/04/2015;723,9;698,1;725,3;690;0,15K;3,69%
28/04/2015;698,1;690;750;673,7;0,18K;1,18%
27/04/2015;690;681,9;704;670;0,10K;1,19%
26/04/2015;681,9;729,6;729,9;676,6;0,03K;-6,55%
25/04/2015;729,6;734;749,8;710,5;0,08K;-0,86%
24/04/2015;736;747;758;730,2;0,14K;-1,47%
23/04/2015;747;760;765;724,1;0,18K;-1,71%
22/04/2015;760;745;760;741;0,20K;2,01%
21/04/2015;745;740,5;750;730;0,07K;0,61%
20/04/2015;740,5;744;745;729;0,08K;-0,47%
19/04/2015;744;745,8;745,9;732,3;0,03K;-0,24%
18/04/2015;745,8;753,8;753,8;728;0,07K;-1,06%
17/04/2015;753,8;760;769,4;720;0,14K;-0,81%
16/04/2015;760;719;760;710;0,15K;5,70%
15/04/2015;719;731,7;754,9;706;0,07K;-1,74%
14/04/2015;731,7;768,9;768,9;713;0,16K;-4,84%
13/04/2015;768,9;784;800;745,2;0,14K;-1,92%
12/04/2015;784;770;799;750;0,04K;2,41%
11/04/2015;765,5;777,3;800;750;0,10K;-1,51%
10/04/2015;777,3;814;820;768,3;0,13K;-4,51%
09/04/2015;814;803;815;782,4;0,12K;1,37%
08/04/2015;803;846,3;848,3;796;0,36K;-5,12%
07/04/2015;846,3;843;849,5;835;0,13K;0,39%
06/04/2015;843;835;850;832;0,11K;0,96%
05/04/2015;835;841,8;848,7;833,4;0,02K;-0,80%
04/04/2015;841,8;833,2;849;832;0,03K;1,03%
03/04/2015;833,2;850;850;831;0,05K;-1,98%
02/04/2015;850;835;850;823;0,08K;1,80%
01/04/2015;835;839;860;802;0,14K;-0,48%
31/03/2015;839;846,2;866;825,1;0,12K;-0,85%
30/03/2015;846,2;826;875;810;0,08K;2,45%
29/03/2015;826;848,8;849;820;0,03K;-2,69%
28/03/2015;848,8;829;849;825,1;0,03K;2,39%
27/03/2015;829;839,8;839,8;816,1;0,11K;-1,29%
26/03/2015;839,8;831,7;843;802,5;0,09K;0,98%
25/03/2015;831,7;852,7;861,5;780;0,13K;-2,47%
24/03/2015;852,7;876,5;876,5;820;0,17K;-2,71%
23/03/2015;876,5;878;879;850;0,16K;-0,17%
22/03/2015;878;874,6;879,9;865;0,02K;0,39%
21/03/2015;874,6;892,1;892,1;870;0,03K;-1,96%
20/03/2015;892,1;896,9;897;880,1;0,08K;-0,54%
19/03/2015;896,9;851;913,3;851;0,17K;5,39%
18/03/2015;851;968;968;845;0,17K;-12,09%
17/03/2015;968;965;970;957;0,10K;0,31%
16/03/2015;965;965,9;970;955,1;0,11K;-0,10%
15/03/2015;965,9;950;970;940;0,01K;0,00%
14/03/2015;965,9;988,3;990,1;948;0,04K;-2,26%
13/03/2015;988,3;951,1;1.059,00;920,1;0,24K;3,91%
12/03/2015;951,1;899;979,9;889;0,13K;5,79%
11/03/2015;899;897,5;899;873,5;0,10K;0,17%
10/03/2015;897,5;898,9;899;864,1;0,12K;-0,16%
09/03/2015;898,9;828;900;828;0,10K;8,57%
08/03/2015;828;828;845;824;0,02K;0,00%
07/03/2015;828;808,9;828;800;0,04K;2,36%
06/03/2015;808,9;809;809;790;0,11K;-0,01%
05/03/2015;809;801;810;800;0,13K;0,99%
04/03/2015;801;746,1;828;746,1;0,15K;7,36%
03/03/2015;746,1;770;830;746,1;0,22K;-3,10%
02/03/2015;770;737;770;721;0,19K;4,48%
01/03/2015;737;736;739;730;0,04K;0,14%
28/02/2015;736;736;736;721;0,03K;0,00%
27/02/2015;736;714;740;705,5;0,12K;3,08%
26/02/2015;714;714;714;695;0,12K;0,00%
25/02/2015;714;709;715,9;693;0,09K;0,70%
24/02/2015;709;715,9;715,9;691,7;0,08K;-0,96%
23/02/2015;715,9;700;727;670;0,11K;2,27%
22/02/2015;700;735,7;736,6;689;0,03K;-4,86%
21/02/2015;735,7;715,8;737,1;705,3;0,03K;2,79%
20/02/2015;715,8;712;723;700;0,12K;0,53%
19/02/2015;712;709,4;715;687;0,10K;0,37%
18/02/2015;709,4;711,8;739;660;0,10K;-0,34%
17/02/2015;711,8;702,8;711,9;680;0,01K;1,29%
16/02/2015;702,8;696;715;681;0,02K;0,98%
15/02/2015;696;713;740;695;0,05K;-2,38%
14/02/2015;713;698;725;698;0,08K;2,15%
13/02/2015;698;673,7;700;663,6;0,15K;3,61%
12/02/2015;673,7;671,7;674;663;0,09K;0,30%
11/02/2015;671,7;669,4;674,5;657,1;0,08K;0,34%
10/02/2015;669,4;666,2;674;642,2;0,07K;0,48%
09/02/2015;666,2;650,1;667;637;0,16K;2,48%
08/02/2015;650,1;668;674;646;0,01K;-2,68%
07/02/2015;668;657,7;670;646,6;0,02K;1,56%
06/02/2015;657,7;645;658,4;635,1;0,12K;1,97%
05/02/2015;645;669;669;631,2;0,12K;-3,58%
04/02/2015;669;671,7;684,8;647;0,13K;-0,41%
03/02/2015;671,7;680;700;660;0,16K;-1,22%
02/02/2015;680;662;680;638;0,08K;2,72%
01/02/2015;662;645;680;620;0,10K;2,64%
31/01/2015;645;670;693,3;644;0,07K;-3,73%
30/01/2015;670;656;700;640,1;0,10K;2,13%
29/01/2015;656;694,8;695;635;0,15K;-5,58%
28/01/2015;694,8;725,1;750,1;651;0,27K;-4,19%
27/01/2015;725,1;740;780;702;0,21K;-2,01%
26/01/2015;740;683,4;828,8;683,4;0,23K;8,28%
25/01/2015;683,4;690;694;660;0,05K;-0,96%
24/01/2015;690;637;690;625;0,07K;8,32%
23/01/2015;637;646,5;648;620;0,08K;-1,46%
22/01/2015;646,5;625;660;620;0,16K;3,44%
21/01/2015;625;612,2;630;601;0,11K;2,09%
20/01/2015;612,2;620;650;612,1;0,26K;-1,26%
19/01/2015;620;634;664,2;608;0,14K;-2,20%
18/01/2015;634;625,6;634;607;0,01K;1,34%
17/01/2015;625,6;637;650;583,2;0,09K;-1,79%
16/01/2015;637;645,9;670;601;0,19K;-1,37%
15/01/2015;645,9;570,4;710;511;0,26K;13,24%
14/01/2015;570,4;690;710;455,3;0,21K;-17,34%
13/01/2015;690;847,9;847,9;650;0,22K;-18,63%
12/01/2015;847,9;829;857,6;815;0,06K;2,28%
11/01/2015;829;849;870,3;829;0,11K;-2,36%
10/01/2015;849;885;901,7;846;0,06K;-4,07%
09/01/2015;885;905,8;906;870;0,08K;-2,29%
08/01/2015;905,8;905;920;862;0,12K;0,08%
07/01/2015;905;858,8;913,8;839;0,13K;5,37%
06/01/2015;858,8;800;859,7;788;0,07K;7,36%
05/01/2015;800;783;849,7;783;0,08K;2,18%
04/01/2015;783;864,7;864,7;763;0,07K;-9,46%
03/01/2015;864,7;923,1;923,1;845;0,08K;-3,81%
02/01/2015;899;911;946;880,1;0,08K;-1,32%
01/01/2015;911;890;915;880;0,04K;2,64%
31/12/2014;887,5;883;931,6;846;0,08K;0,52%
30/12/2014;883;923,2;926,2;883;0,07K;-4,35%
29/12/2014;923,2;925;930;900;0,07K;-0,19%
28/12/2014;925;944;944;913;0,02K;-2,01%
27/12/2014;944;955;955;920;0,09K;-1,16%
26/12/2014;955;915;957;911;0,06K;4,37%
25/12/2014;915;927;930;910;0,01K;-1,29%
24/12/2014;927;969,9;969,9;922,6;0,09K;-4,42%
23/12/2014;969,9;945,3;980;935;0,09K;2,60%
22/12/2014;945,3;910;980;905;0,09K;3,88%
21/12/2014;910;941,6;942;905;0,03K;-3,35%
20/12/2014;941,6;911;945;910;0,04K;3,36%
19/12/2014;911;890,2;911;870;0,08K;2,34%
18/12/2014;890,2;951,1;951,3;872,4;0,09K;-6,41%
17/12/2014;951,1;972,2;972,2;895;0,11K;-2,17%
16/12/2014;972,2;1.010,00;1.010,00;972,2;0,12K;-3,74%
15/12/2014;1.010,00;991;1.014,00;991;0,08K;1,91%
14/12/2014;991;999;1.014,00;981;0,02K;-0,80%
13/12/2014;999;1.022,90;1.023,30;980;0,05K;-2,34%
