"Data","Ultimo","Abertura","Maxima","Minima","Volume","Variacao"
"16.03.2017","3.883,2","3.963,9","3.975,4","3.841,0","0,23K","-2,04%"
"15.03.2017","3.963,9","3.852,0","3.975,4","3.815,0","0,24K","2,90%"
"14.03.2017","3.852,0","3.861,6","3.897,5","3.791,0","0,16K","-0,25%"
"13.03.2017","3.861,6","3.803,8","3.899,0","3.700,0","0,19K","1,52%"
"12.03.2017","3.803,8","3.789,0","3.848,7","3.751,0","0,07K","0,39%"
"11.03.2017","3.789,0","3.600,1","3.800,0","3.565,0","0,08K","5,25%"
"10.03.2017","3.600,1","3.798,0","3.921,4","3.500,0","0,37K","-5,21%"
"09.03.2017","3.798,0","3.620,0","3.809,5","3.572,0","0,19K","4,92%"
"08.03.2017","3.620,0","3.853,0","3.875,0","3.500,0","0,34K","-6,05%"
"07.03.2017","3.853,0","3.914,4","3.930,0","3.710,0","0,37K","-1,57%"
"06.03.2017","3.914,4","3.908,0","3.960,0","3.908,0","0,14K","0,16%"
"05.03.2017","3.908,0","3.901,0","3.948,1","3.900,2","0,04K","0,18%"
"04.03.2017","3.901,0","3.978,5","3.985,0","3.880,0","0,09K","-1,95%"
"03.03.2017","3.978,5","3.950,5","3.990,0","3.861,0","0,20K","0,71%"
"02.03.2017","3.950,5","3.800,0","3.989,0","3.760,0","0,17K","3,96%"
"01.03.2017","3.800,0","3.745,0","3.854,0","3.729,0","0,21K","1,47%"
"28.02.2017","3.745,0","3.788,0","3.790,0","3.736,0","0,05K","-1,13%"
"27.02.2017","3.788,0","3.670,0","3.790,0","3.670,0","0,09K","3,21%"
"26.02.2017","3.670,0","3.696,0","3.725,0","3.663,0","0,08K","-0,70%"
"25.02.2017","3.696,0","3.750,0","3.750,0","3.660,0","0,08K","-1,44%"
"24.02.2017","3.750,0","3.650,0","4.000,0","3.581,0","0,39K","2,74%"
"23.02.2017","3.650,0","3.597,7","3.699,0","3.491,0","0,17K","1,45%"
"22.02.2017","3.597,7","3.470,0","3.700,0","3.377,1","0,30K","3,68%"
"21.02.2017","3.470,0","3.296,0","3.500,0","3.290,0","0,22K","5,28%"
"20.02.2017","3.296,0","3.276,0","3.333,0","3.275,0","0,19K","0,61%"
"19.02.2017","3.276,0","3.270,3","3.300,0","3.268,2","0,02K","0,18%"
"18.02.2017","3.270,3","3.300,0","3.300,0","3.185,3","0,08K","-0,90%"
"17.02.2017","3.300,0","3.191,0","3.300,0","3.151,0","0,12K","3,42%"
"16.02.2017","3.191,0","3.147,1","3.196,1","3.122,0","0,12K","1,40%"
"15.02.2017","3.147,1","3.165,0","3.199,0","3.111,0","0,17K","-0,57%"
"14.02.2017","3.165,0","3.130,2","3.235,0","3.090,0","0,24K","1,11%"
"13.02.2017","3.130,2","3.130,0","3.250,0","3.090,0","0,19K","0,01%"
"12.02.2017","3.130,0","3.179,5","3.179,5","3.101,6","0,05K","-1,56%"
"11.02.2017","3.179,5","3.130,0","3.199,1","3.088,1","0,08K","1,58%"
"10.02.2017","3.130,0","3.027,0","3.245,0","2.950,0","0,21K","3,40%"
"09.02.2017","3.027,0","3.221,0","3.248,4","2.900,0","0,34K","-6,02%"
"08.02.2017","3.221,0","3.089,9","3.250,0","3.000,0","0,23K","4,24%"
"07.02.2017","3.089,9","3.012,1","3.100,0","2.988,0","0,21K","2,59%"
"06.02.2017","3.012,1","2.992,0","3.049,0","2.970,0","0,13K","0,67%"
"05.02.2017","2.992,0","3.074,9","3.074,9","2.992,0","0,04K","-2,70%"
"04.02.2017","3.074,9","3.074,0","3.090,0","3.022,0","0,06K","0,03%"
"03.02.2017","3.074,0","3.018,0","3.078,3","2.900,0","0,21K","1,86%"
"02.02.2017","3.018,0","2.994,0","3.055,6","2.951,0","0,19K","0,80%"
"01.02.2017","2.994,0","2.950,0","2.994,0","2.903,2","0,26K","1,49%"
"31.01.2017","2.950,0","2.905,0","2.950,0","2.860,0","0,17K","1,55%"
"30.01.2017","2.905,0","2.900,0","2.927,0","2.851,4","0,16K","0,17%"
"29.01.2017","2.900,0","2.927,0","2.927,0","2.880,0","0,07K","-0,92%"
"28.01.2017","2.927,0","2.941,0","2.949,6","2.898,2","0,06K","-0,48%"
"27.01.2017","2.941,0","2.924,0","3.000,0","2.879,0","0,20K","0,58%"
"26.01.2017","2.924,0","2.900,0","2.924,0","2.847,0","0,17K","0,83%"
"25.01.2017","2.900,0","2.894,0","2.916,0","2.806,1","0,16K","0,21%"
"24.01.2017","2.894,0","2.968,0","3.000,0","2.876,3","0,18K","-2,49%"
"23.01.2017","2.968,0","2.950,0","3.000,0","2.930,1","0,14K","0,61%"
"22.01.2017","2.950,0","2.964,1","3.010,0","2.950,0","0,08K","-0,48%"
"21.01.2017","2.964,1","2.920,0","3.010,0","2.915,0","0,20K","1,51%"
"20.01.2017","2.920,0","2.915,0","2.970,0","2.881,4","0,15K","0,17%"
"19.01.2017","2.915,0","2.934,0","2.985,0","2.900,0","0,18K","-0,65%"
"18.01.2017","2.934,0","3.062,0","3.100,0","2.905,0","0,26K","-4,18%"
"17.01.2017","3.062,0","2.910,0","3.139,9","2.906,0","0,21K","5,22%"
"16.01.2017","2.910,0","2.922,7","2.990,0","2.890,0","0,12K","-0,43%"
"15.01.2017","2.922,7","2.929,0","2.939,0","2.881,0","0,02K","-0,22%"
"14.01.2017","2.929,0","2.946,0","2.998,0","2.871,0","0,08K","-0,58%"
"13.01.2017","2.946,0","2.980,0","3.049,0","2.800,0","0,20K","-1,14%"
"12.01.2017","2.980,0","2.723,1","3.200,0","2.535,0","0,29K","9,44%"
"11.01.2017","2.723,1","3.300,0","3.342,8","2.500,0","0,40K","-17,48%"
"10.01.2017","3.300,0","3.418,8","3.437,2","3.250,0","0,16K","-3,47%"
"09.01.2017","3.418,8","3.430,0","3.450,0","3.330,0","0,15K","-0,33%"
"08.01.2017","3.430,0","3.442,1","3.494,0","3.315,0","0,08K","2,45%"
"07.01.2017","3.348,0","3.500,6","3.551,0","3.260,3","0,17K","-4,36%"
"06.01.2017","3.500,6","3.500,0","3.900,0","3.200,0","0,28K","-5,64%"
"05.01.2017","3.710,0","4.000,0","4.050,0","3.600,0","0,32K","-7,48%"
"04.01.2017","4.010,0","3.970,0","4.095,0","3.586,3","0,25K","9,86%"
"03.01.2017","3.650,0","3.620,0","3.709,0","3.564,6","0,17K","-0,30%"
"02.01.2017","3.661,0","3.585,0","3.798,0","3.549,1","0,15K","2,12%"
"01.01.2017","3.585,0","3.471,9","3.615,0","3.424,2","0,07K","3,52%"
"31.12.2016","3.463,0","3.400,0","3.499,0","3.385,0","0,04K","0,70%"
"30.12.2016","3.439,0","3.574,9","3.600,0","3.400,0","0,21K","-3,70%"
"29.12.2016","3.571,0","3.599,0","3.640,0","3.501,0","0,18K","-1,63%"
"28.12.2016","3.630,0","3.500,0","3.699,0","3.252,0","0,26K","9,17%"
"27.12.2016","3.325,0","3.102,0","3.326,0","3.070,0","0,18K","6,06%"
"26.12.2016","3.135,0","3.033,2","3.135,0","2.974,0","0,11K","4,33%"
"25.12.2016","3.005,0","3.080,0","3.100,0","2.915,0","0,05K","-1,96%"
"24.12.2016","3.065,0","3.122,1","3.135,0","3.010,0","0,08K","-2,22%"
"23.12.2016","3.134,5","2.985,2","3.144,5","2.924,7","0,19K","6,51%"
"22.12.2016","2.942,9","2.844,8","2.949,9","2.823,0","0,17K","4,32%"
"21.12.2016","2.821,1","2.770,0","2.849,5","2.761,1","0,26K","1,85%"
"20.12.2016","2.769,9","2.754,9","2.780,0","2.725,0","0,15K","0,55%"
"19.12.2016","2.754,9","2.746,3","2.770,3","2.732,0","0,08K","-0,55%"
"18.12.2016","2.770,0","2.770,0","2.772,8","2.735,5","0,02K","0,47%"
"17.12.2016","2.757,0","2.749,0","2.760,0","2.720,9","0,05K","0,31%"
"16.12.2016","2.748,5","2.715,1","2.749,0","2.707,9","0,11K","1,49%"
"15.12.2016","2.708,1","2.727,0","2.737,0","2.701,1","0,10K","-0,19%"
"14.12.2016","2.713,3","2.703,6","2.744,8","2.696,0","0,15K","-0,28%"
"13.12.2016","2.721,0","2.721,0","2.750,0","2.713,8","0,15K","0,03%"
"12.12.2016","2.720,1","2.701,1","2.750,0","2.682,9","0,23K","1,38%"
"11.12.2016","2.683,0","2.707,0","2.750,0","2.675,3","0,06K","-0,88%"
"10.12.2016","2.706,8","2.701,0","2.739,0","2.680,0","0,08K","0,10%"
"09.12.2016","2.704,0","2.678,0","2.715,0","2.652,5","0,17K","1,30%"
"08.12.2016","2.669,4","2.709,0","2.720,0","2.667,0","0,15K","-2,10%"
"07.12.2016","2.726,6","2.709,2","2.758,0","2.681,1","0,16K","0,47%"
"06.12.2016","2.714,0","2.715,5","2.790,0","2.713,0","0,20K","-1,31%"
"05.12.2016","2.750,0","2.748,3","2.794,1","2.710,0","0,20K","1,20%"
"04.12.2016","2.717,4","2.738,1","2.749,1","2.710,0","0,04K","0,07%"
"03.12.2016","2.715,4","2.730,5","2.732,1","2.700,0","0,04K","0,52%"
"02.12.2016","2.701,4","2.635,0","2.732,1","2.609,1","0,18K","3,58%"
"01.12.2016","2.608,0","2.612,0","2.636,0","2.557,0","0,16K","1,99%"
"30.11.2016","2.557,0","2.551,1","2.588,8","2.522,7","0,21K","-0,31%"
"29.11.2016","2.565,0","2.560,0","2.593,9","2.540,1","0,14K","0,50%"
"28.11.2016","2.552,1","2.584,9","2.619,9","2.542,3","0,17K","-1,27%"
"27.11.2016","2.584,9","2.561,0","2.590,0","2.554,5","0,02K","-0,07%"
"26.11.2016","2.586,7","2.571,0","2.589,9","2.540,0","0,05K","0,65%"
"25.11.2016","2.570,0","2.560,3","2.590,0","2.545,0","0,09K","0,12%"
"24.11.2016","2.567,0","2.576,1","2.609,9","2.530,0","0,14K","-0,73%"
"23.11.2016","2.585,8","2.580,0","2.619,9","2.500,0","0,16K","0,23%"
"22.11.2016","2.580,0","2.598,0","2.620,0","2.452,0","0,15K","2,09%"
"21.11.2016","2.527,3","2.507,1","2.567,9","2.460,4","0,12K","1,70%"
"20.11.2016","2.485,0","2.571,0","2.580,0","2.435,0","0,06K","-2,89%"
"19.11.2016","2.559,0","2.559,0","2.577,0","2.516,0","0,06K","1,14%"
"18.11.2016","2.530,1","2.473,0","2.550,0","2.430,0","0,18K","3,31%"
"17.11.2016","2.449,0","2.427,7","2.500,0","2.320,0","0,15K","0,88%"
"16.11.2016","2.427,7","2.485,0","2.495,0","2.350,0","0,22K","-2,31%"
"15.11.2016","2.485,0","2.473,6","2.490,0","2.456,4","0,06K","0,46%"
"14.11.2016","2.473,6","2.450,0","2.494,0","2.437,0","0,15K","0,96%"
"13.11.2016","2.450,0","2.497,6","2.497,6","2.437,0","0,09K","-1,91%"
"12.11.2016","2.497,6","2.490,1","2.515,8","2.482,5","0,05K","0,30%"
"11.11.2016","2.490,1","2.431,0","2.543,0","2.427,0","0,13K","2,43%"
"10.11.2016","2.431,0","2.398,8","2.460,0","2.398,0","0,11K","1,34%"
"09.11.2016","2.398,8","2.349,1","2.437,0","2.320,6","0,19K","2,12%"
"08.11.2016","2.349,1","2.362,6","2.364,0","2.330,0","0,15K","-0,58%"
"07.11.2016","2.362,6","2.359,0","2.368,0","2.320,6","0,14K","0,15%"
"06.11.2016","2.359,0","2.343,6","2.365,5","2.320,0","0,02K","0,66%"
"05.11.2016","2.343,6","2.345,3","2.383,0","2.316,4","0,07K","-0,07%"
"04.11.2016","2.345,3","2.281,2","2.389,0","2.260,0","0,11K","2,81%"
"03.11.2016","2.281,2","2.420,0","2.473,0","2.261,1","0,18K","-5,73%"
"02.11.2016","2.420,0","2.464,4","2.473,0","2.392,9","0,11K","-1,80%"
"01.11.2016","2.464,4","2.350,0","2.600,0","2.340,0","0,21K","4,87%"
"31.10.2016","2.350,0","2.419,8","2.419,8","2.345,0","0,14K","-2,88%"
"30.10.2016","2.419,8","2.431,2","2.454,0","2.370,0","0,09K","-0,47%"
"29.10.2016","2.431,2","2.300,0","2.479,0","2.280,0","0,10K","5,70%"
"28.10.2016","2.300,0","2.247,3","2.360,0","2.220,0","0,20K","2,35%"
"27.10.2016","2.247,3","2.200,0","2.250,0","2.184,9","0,15K","2,15%"
"26.10.2016","2.200,0","2.151,3","2.239,9","2.130,0","0,15K","2,26%"
"25.10.2016","2.151,3","2.145,9","2.178,0","2.124,0","0,15K","0,25%"
"24.10.2016","2.145,9","2.174,0","2.174,0","2.113,1","0,17K","-1,29%"
"23.10.2016","2.174,0","2.160,1","2.178,1","2.160,0","0,02K","0,64%"
"22.10.2016","2.160,1","2.107,0","2.178,0","2.107,0","0,06K","2,52%"
"21.10.2016","2.107,0","2.130,0","2.161,2","2.107,0","0,12K","-1,08%"
"20.10.2016","2.130,0","2.122,1","2.164,5","2.122,1","0,13K","0,37%"
"19.10.2016","2.122,1","2.157,3","2.170,0","2.106,3","0,16K","-1,63%"
"18.10.2016","2.157,3","2.139,1","2.175,0","2.125,3","0,09K","0,85%"
"17.10.2016","2.139,1","2.164,4","2.175,0","2.110,2","0,09K","-1,17%"
"16.10.2016","2.164,4","2.181,0","2.192,2","2.131,0","0,02K","-0,76%"
"15.10.2016","2.181,0","2.218,0","2.229,0","2.105,1","0,09K","-1,67%"
"14.10.2016","2.218,0","2.102,6","2.220,0","2.082,0","0,13K","5,49%"
"13.10.2016","2.102,6","2.094,3","2.118,4","2.080,0","0,08K","0,40%"
"12.10.2016","2.094,3","2.100,1","2.123,5","2.082,0","0,09K","-0,28%"
"11.10.2016","2.100,1","2.050,0","2.146,6","2.020,0","0,16K","2,45%"
"10.10.2016","2.050,0","2.016,1","2.050,0","1.997,0","0,11K","1,68%"
"09.10.2016","2.016,1","2.007,3","2.047,8","1.990,5","0,07K","0,44%"
"08.10.2016","2.007,3","2.032,5","2.032,5","2.002,0","0,07K","-1,24%"
"07.10.2016","2.032,5","2.010,6","2.050,0","1.990,0","0,14K","1,09%"
"06.10.2016","2.010,6","1.984,0","2.013,9","1.961,0","0,17K","1,34%"
"05.10.2016","1.984,0","1.982,3","2.000,0","1.951,6","0,13K","0,09%"
"04.10.2016","1.982,3","1.985,0","2.000,0","1.975,0","0,10K","-0,14%"
"03.10.2016","1.985,0","2.000,0","2.021,9","1.975,0","0,15K","-0,75%"
"02.10.2016","2.000,0","2.008,9","2.023,0","1.980,0","0,02K","-0,45%"
"01.10.2016","2.008,9","1.970,1","2.030,7","1.970,1","0,04K","1,97%"
"30.09.2016","1.970,1","1.980,1","2.000,0","1.958,0","0,12K","-0,51%"
"29.09.2016","1.980,1","1.988,0","1.997,0","1.954,5","0,13K","-0,40%"
"28.09.2016","1.988,0","1.992,3","1.999,0","1.971,0","0,07K","-0,22%"
"27.09.2016","1.992,3","2.000,0","2.005,0","1.968,8","0,11K","-0,38%"
"26.09.2016","2.000,0","1.987,5","2.007,0","1.965,0","0,09K","0,63%"
"25.09.2016","1.987,5","1.998,2","2.010,0","1.986,7","0,02K","-0,53%"
"24.09.2016","1.998,2","2.010,0","2.010,0","1.990,9","0,03K","-0,59%"
"23.09.2016","2.010,0","1.963,0","2.024,0","1.961,1","0,08K","2,39%"
"22.09.2016","1.963,0","1.965,8","1.985,0","1.946,8","0,11K","-0,14%"
"21.09.2016","1.965,8","1.985,0","1.985,0","1.937,4","0,13K","-0,97%"
"20.09.2016","1.985,0","1.960,0","2.000,0","1.937,4","0,12K","1,28%"
"19.09.2016","1.960,0","1.988,0","1.998,0","1.947,8","0,11K","-1,41%"
"18.09.2016","1.988,0","1.951,0","2.010,0","1.951,0","0,05K","1,90%"
"17.09.2016","1.951,0","1.957,3","1.970,0","1.933,7","0,03K","-0,32%"
"16.09.2016","1.957,3","1.980,9","1.990,0","1.935,0","0,08K","-1,19%"
"15.09.2016","1.980,9","1.982,5","2.000,0","1.950,0","0,14K","-0,08%"
"14.09.2016","1.982,5","1.986,0","2.018,0","1.966,7","0,11K","-0,88%"
"13.09.2016","2.000,0","2.002,4","2.070,0","1.980,0","0,14K","-0,12%"
"12.09.2016","2.002,4","1.990,0","2.029,0","1.954,2","0,08K","-1,15%"
"11.09.2016","2.025,8","2.035,0","2.035,0","1.965,0","0,05K","-0,45%"
"10.09.2016","2.035,0","2.022,8","2.035,0","2.006,0","0,02K","0,60%"
"09.09.2016","2.022,8","2.032,3","2.033,0","1.980,0","0,07K","0,97%"
"08.09.2016","2.003,3","1.988,1","2.035,0","1.967,1","0,09K","0,77%"
"07.09.2016","1.988,1","1.950,2","2.000,0","1.950,0","0,07K","1,94%"
"06.09.2016","1.950,2","1.959,6","1.999,0","1.943,5","0,11K","-0,48%"
"05.09.2016","1.959,6","1.959,0","1.990,0","1.940,9","0,10K","0,03%"
"04.09.2016","1.959,0","1.935,0","1.980,0","1.928,1","0,09K","1,24%"
"03.09.2016","1.935,0","1.904,0","1.946,2","1.894,1","0,05K","1,63%"
"02.09.2016","1.904,0","1.896,0","1.929,0","1.875,0","0,13K","0,42%"
"01.09.2016","1.896,0","1.929,6","1.949,0","1.841,2","0,26K","-1,74%"
"31.08.2016","1.929,6","1.950,0","1.955,0","1.929,1","0,12K","-1,05%"
"30.08.2016","1.950,0","1.947,2","1.955,0","1.926,1","0,11K","0,14%"
"29.08.2016","1.947,2","1.943,9","1.955,0","1.927,5","0,12K","0,17%"
"28.08.2016","1.943,9","1.945,0","1.945,0","1.928,0","0,02K","-0,06%"
"27.08.2016","1.945,0","1.945,0","1.945,0","1.928,0","0,04K","0,00%"
"26.08.2016","1.945,0","1.946,0","1.946,8","1.927,4","0,08K","-0,05%"
"25.08.2016","1.946,0","1.945,3","1.950,0","1.925,0","0,10K","0,04%"
"24.08.2016","1.945,3","1.925,0","1.949,0","1.925,0","0,09K","1,05%"
"23.08.2016","1.925,0","1.922,6","1.950,0","1.920,0","0,07K","0,13%"
"22.08.2016","1.922,6","1.937,1","1.970,0","1.913,0","0,11K","-0,75%"
"21.08.2016","1.937,1","1.906,2","1.945,0","1.906,2","0,03K","1,62%"
"20.08.2016","1.906,2","1.911,0","1.945,0","1.905,0","0,09K","-0,25%"
"19.08.2016","1.911,0","1.924,8","1.955,0","1.900,1","0,14K","-0,72%"
"18.08.2016","1.924,8","1.945,0","1.945,0","1.902,1","0,12K","-1,04%"
"17.08.2016","1.945,0","2.020,0","2.094,0","1.900,0","0,15K","-7,38%"
"16.08.2016","2.100,0","1.900,0","2.100,0","1.874,0","0,16K","10,53%"
"15.08.2016","1.900,0","1.906,4","1.940,0","1.870,0","0,10K","-0,34%"
"14.08.2016","1.906,4","1.910,6","1.938,6","1.868,0","0,07K","-0,22%"
"13.08.2016","1.910,6","1.898,0","1.946,8","1.866,7","0,08K","0,66%"
"12.08.2016","1.898,0","1.920,0","1.935,3","1.860,0","0,09K","-1,15%"
"11.08.2016","1.920,0","1.921,7","1.944,7","1.841,0","0,15K","-0,09%"
"10.08.2016","1.921,7","1.909,0","1.949,0","1.870,0","0,11K","0,66%"
"09.08.2016","1.909,0","1.967,2","1.974,4","1.850,0","0,14K","-2,96%"
"08.08.2016","1.967,2","1.931,4","1.974,8","1.921,0","0,08K","1,85%"
"07.08.2016","1.931,4","1.968,0","1.985,0","1.920,0","0,06K","-1,86%"
"06.08.2016","1.968,0","1.947,0","1.989,8","1.910,0","0,11K","1,08%"
"05.08.2016","1.947,0","1.971,0","2.032,0","1.925,0","0,23K","-1,22%"
"04.08.2016","1.971,0","1.985,0","2.032,0","1.930,0","0,10K","-0,71%"
"03.08.2016","1.985,0","1.800,0","2.000,0","1.740,0","0,27K","10,28%"
"02.08.2016","1.800,0","1.992,0","2.000,2","1.800,0","0,22K","-9,64%"
"01.08.2016","1.992,0","2.092,9","2.092,9","1.801,2","0,16K","-4,82%"
"31.07.2016","2.092,9","2.094,0","2.120,0","2.050,0","0,02K","-0,06%"
"30.07.2016","2.094,0","2.128,0","2.153,0","2.065,2","0,04K","-1,60%"
"29.07.2016","2.128,0","2.135,0","2.184,9","2.011,1","0,11K","-0,33%"
"28.07.2016","2.135,0","2.188,9","2.190,0","2.010,0","0,13K","-2,46%"
"27.07.2016","2.188,9","2.160,1","2.228,9","2.156,1","0,14K","1,34%"
"26.07.2016","2.160,1","2.214,2","2.322,0","2.160,1","0,26K","-2,44%"
"25.07.2016","2.214,2","2.246,0","2.250,0","2.165,7","0,12K","-1,42%"
"24.07.2016","2.246,0","2.258,8","2.258,8","2.202,8","0,02K","-0,57%"
"23.07.2016","2.258,8","2.245,5","2.263,0","2.231,0","0,03K","0,59%"
"22.07.2016","2.245,5","2.260,0","2.275,0","2.185,3","0,10K","-0,64%"
"21.07.2016","2.260,0","2.281,0","2.284,7","2.230,0","0,08K","-0,92%"
"20.07.2016","2.281,0","2.280,0","2.294,0","2.240,0","0,13K","0,04%"
"19.07.2016","2.280,0","2.270,4","2.295,0","2.260,0","0,14K","0,42%"
"18.07.2016","2.270,4","2.275,0","2.315,0","2.265,9","0,10K","-0,20%"
"17.07.2016","2.275,0","2.279,0","2.295,0","2.254,0","0,02K","-0,18%"
"16.07.2016","2.279,0","2.256,5","2.316,0","2.255,0","0,09K","1,00%"
"15.07.2016","2.256,5","2.285,0","2.285,0","2.235,0","0,11K","-1,25%"
"14.07.2016","2.285,0","2.305,0","2.306,5","2.255,9","0,12K","-0,87%"
"13.07.2016","2.305,0","2.278,0","2.335,0","2.250,0","0,19K","1,19%"
"12.07.2016","2.278,0","2.253,2","2.281,5","2.221,5","0,07K","1,10%"
"11.07.2016","2.253,2","2.298,8","2.298,8","2.205,5","0,13K","-1,99%"
"10.07.2016","2.298,8","2.270,1","2.310,0","2.263,3","0,03K","1,27%"
"09.07.2016","2.270,1","2.322,5","2.344,0","2.248,1","0,11K","-2,26%"
"08.07.2016","2.322,5","2.275,0","2.348,0","2.257,0","0,20K","2,09%"
"07.07.2016","2.275,0","2.336,0","2.358,8","2.154,4","0,17K","-2,61%"
"06.07.2016","2.336,0","2.260,0","2.359,9","2.260,0","0,10K","3,36%"
"05.07.2016","2.260,0","2.250,1","2.288,0","2.243,3","0,11K","0,44%"
"04.07.2016","2.250,1","2.232,5","2.280,0","2.220,0","0,12K","0,79%"
"03.07.2016","2.232,5","2.299,0","2.299,0","2.218,0","0,06K","-2,89%"
"02.07.2016","2.299,0","2.275,1","2.299,0","2.201,3","0,07K","1,05%"
"01.07.2016","2.275,1","2.262,8","2.304,0","2.202,0","0,15K","0,55%"
"30.06.2016","2.262,8","2.251,0","2.304,9","2.205,0","0,20K","0,52%"
"29.06.2016","2.251,0","2.328,0","2.328,0","2.185,7","0,14K","-3,31%"
"28.06.2016","2.328,0","2.296,0","2.404,5","2.265,0","0,17K","1,39%"
"27.06.2016","2.296,0","2.350,0","2.414,0","2.255,1","0,15K","-2,30%"
"26.06.2016","2.350,0","2.464,0","2.488,0","2.340,0","0,08K","-5,43%"
"25.06.2016","2.485,0","2.455,0","2.540,0","2.454,8","0,08K","1,22%"
"24.06.2016","2.455,0","2.298,9","2.599,0","2.298,9","0,25K","6,79%"
"23.06.2016","2.298,9","2.301,0","2.450,5","2.011,2","0,40K","-0,48%"
"22.06.2016","2.310,1","2.615,0","2.660,0","2.301,0","0,29K","-11,66%"
"21.06.2016","2.615,0","2.827,5","2.870,0","2.500,0","0,27K","-7,64%"
"20.06.2016","2.831,2","2.800,0","2.884,5","2.701,5","0,17K","1,11%"
"19.06.2016","2.800,0","2.874,6","2.890,0","2.581,0","0,07K","-2,60%"
"18.06.2016","2.874,6","2.920,0","2.930,0","2.763,8","0,13K","-1,55%"
"17.06.2016","2.920,0","2.881,1","2.951,3","2.820,0","0,22K","1,35%"
"16.06.2016","2.881,1","2.590,0","2.959,0","2.566,1","0,34K","11,24%"
"15.06.2016","2.590,0","2.565,5","2.600,0","2.515,0","0,22K","0,95%"
"14.06.2016","2.565,5","2.551,1","2.607,0","2.450,0","0,23K","0,56%"
"13.06.2016","2.551,1","2.430,0","2.689,0","2.397,0","0,35K","4,98%"
"12.06.2016","2.430,0","2.269,0","2.466,0","2.269,0","0,18K","7,10%"
"11.06.2016","2.269,0","2.241,9","2.274,0","2.225,0","0,06K","1,21%"
"10.06.2016","2.241,9","2.280,0","2.280,0","2.199,0","0,15K","-1,67%"
"09.06.2016","2.280,0","2.297,0","2.315,0","2.202,8","0,24K","-0,74%"
"08.06.2016","2.297,0","2.340,0","2.340,0","2.264,0","0,27K","-1,84%"
"07.06.2016","2.340,0","2.335,0","2.404,6","2.257,0","0,30K","0,21%"
"06.06.2016","2.335,0","2.290,0","2.337,8","2.255,2","0,22K","1,97%"
"05.06.2016","2.290,0","2.292,8","2.295,0","2.255,0","0,05K","-0,12%"
"04.06.2016","2.292,8","2.220,0","2.329,2","2.205,0","0,13K","3,28%"
"03.06.2016","2.220,0","2.100,0","2.400,0","2.072,2","0,36K","5,71%"
"02.06.2016","2.100,0","2.088,9","2.142,9","2.025,2","0,18K","0,53%"
"01.06.2016","2.088,9","2.043,2","2.090,0","1.992,0","0,28K","3,16%"
"31.05.2016","2.025,0","2.050,0","2.090,0","1.800,0","0,34K","-1,22%"
"30.05.2016","2.050,0","1.875,1","2.090,0","1.875,1","0,28K","9,33%"
"29.05.2016","1.875,1","1.870,0","1.917,0","1.855,0","0,10K","0,27%"
"28.05.2016","1.870,0","1.813,9","1.897,0","1.780,0","0,16K","3,09%"
"27.05.2016","1.813,9","1.772,0","1.813,9","1.755,4","0,22K","2,36%"
"26.05.2016","1.772,0","1.770,0","1.775,0","1.752,0","0,08K","0,12%"
"25.05.2016","1.769,9","1.760,0","1.780,0","1.742,0","0,21K","0,56%"
"24.05.2016","1.760,0","1.747,3","1.790,0","1.731,1","0,21K","0,73%"
"23.05.2016","1.747,3","1.755,0","1.790,0","1.720,1","0,27K","-0,44%"
"22.05.2016","1.755,0","1.756,0","1.764,5","1.738,0","0,04K","-0,05%"
"21.05.2016","1.756,0","1.770,0","1.775,0","1.747,0","0,05K","-0,79%"
"20.05.2016","1.770,0","1.770,0","1.771,0","1.743,0","0,14K","0,00%"
"19.05.2016","1.770,0","1.783,0","1.799,0","1.757,0","0,20K","-0,73%"
"18.05.2016","1.783,0","1.779,0","1.790,0","1.756,7","0,17K","0,22%"
"17.05.2016","1.779,0","1.763,0","1.797,9","1.755,0","0,19K","0,20%"
"16.05.2016","1.775,4","1.761,2","1.808,0","1.754,0","0,20K","0,81%"
"15.05.2016","1.761,2","1.776,0","1.776,0","1.760,0","0,02K","-0,83%"
"14.05.2016","1.776,0","1.761,0","1.780,0","1.755,0","0,06K","0,85%"
"13.05.2016","1.761,0","1.764,0","1.780,0","1.736,1","0,15K","-0,17%"
"12.05.2016","1.764,0","1.750,0","1.764,0","1.720,0","0,15K","1,05%"
"11.05.2016","1.745,7","1.725,0","1.751,3","1.723,3","0,17K","1,20%"
"10.05.2016","1.725,0","1.779,9","1.780,0","1.720,0","0,24K","-3,09%"
"09.05.2016","1.779,9","1.736,0","1.780,0","1.715,0","0,24K","2,53%"
"08.05.2016","1.736,0","1.741,0","1.760,0","1.736,0","0,03K","-0,29%"
"07.05.2016","1.741,0","1.750,2","1.764,0","1.740,0","0,02K","-0,53%"
"06.05.2016","1.750,2","1.744,0","1.764,0","1.721,0","0,11K","0,30%"
"05.05.2016","1.744,9","1.732,4","1.767,0","1.720,0","0,14K","0,72%"
"04.05.2016","1.732,4","1.748,6","1.753,0","1.725,0","0,12K","-0,92%"
"03.05.2016","1.748,6","1.701,3","1.769,0","1.701,3","0,22K","2,78%"
"02.05.2016","1.701,3","1.729,5","1.740,0","1.701,3","0,18K","-1,63%"
"01.05.2016","1.729,5","1.715,0","1.742,3","1.713,0","0,02K","0,85%"
"30.04.2016","1.715,0","1.757,7","1.757,9","1.714,5","0,04K","-2,43%"
