"Data","Ultimo","Abertura","Maxima","Minima","Volume","Variacao"
"30.11.2018","15.600,0","16.700,0","16.700,0","15.027,0","0,21K","-6,59%"
"29.11.2018","16.700,0","16.669,5","17.486,0","16.066,0","0,26K","0,18%"
"28.11.2018","16.669,5","14.825,0","17.000,0","14.825,0","0,34K","12,40%"
"27.11.2018","14.830,0","14.800,0","15.100,0","14.329,0","0,22K","0,20%"
"26.11.2018","14.800,0","15.071,3","15.799,0","14.200,0","0,29K","-1,80%"
"25.11.2018","15.071,3","14.902,0","16.000,0","13.900,0","0,21K","1,07%"
"24.11.2018","14.912,0","16.750,0","16.921,0","14.202,0","0,24K","-10,97%"
"23.11.2018","16.750,0","17.000,0","17.697,0","16.470,0","0,24K","-2,62%"
"22.11.2018","17.200,0","17.770,0","18.198,0","17.000,0","0,27K","-3,10%"
"21.11.2018","17.750,0","15.790,0","18.300,0","15.207,0","0,28K","12,41%"
"20.11.2018","15.790,0","18.248,5","19.000,0","15.550,0","0,38K","-12,79%"
"19.11.2018","18.105,0","21.069,5","21.150,0","17.803,0","0,29K","-14,07%"
"18.11.2018","21.069,5","21.129,2","21.297,0","20.954,0","0,03K","-0,28%"
"17.11.2018","21.129,2","21.050,0","21.400,0","20.801,0","0,04K","0,38%"
"16.11.2018","21.050,0","21.100,0","22.300,0","20.450,0","0,15K","-0,24%"
"15.11.2018","21.100,0","21.999,0","22.297,0","20.178,7","0,12K","-4,09%"
"14.11.2018","21.999,0","24.298,0","24.300,0","21.500,0","0,27K","-9,46%"
"13.11.2018","24.298,0","24.050,0","24.446,0","23.956,2","0,08K","1,03%"
"12.11.2018","24.050,0","24.130,0","24.310,0","24.000,0","0,08K","-0,33%"
"11.11.2018","24.130,0","24.282,0","24.299,0","24.005,0","0,02K","-0,63%"
"10.11.2018","24.282,0","24.190,1","24.300,0","24.000,0","0,02K","0,38%"
"09.11.2018","24.190,1","24.450,0","24.450,0","24.000,0","0,08K","-1,07%"
"08.11.2018","24.451,0","24.651,0","24.800,0","24.200,0","0,10K","-1,17%"
"07.11.2018","24.740,0","24.295,0","24.884,0","24.202,0","0,12K","2,22%"
"06.11.2018","24.202,0","24.150,0","24.500,0","23.600,0","0,14K","0,22%"
"05.11.2018","24.150,0","23.599,0","24.229,3","23.301,0","0,17K","2,34%"
"04.11.2018","23.598,0","23.400,0","23.790,0","23.090,0","0,04K","0,85%"
"03.11.2018","23.400,0","23.750,0","23.750,0","23.352,0","0,02K","-1,47%"
"02.11.2018","23.750,0","23.963,0","23.964,9","23.345,9","0,02K","-0,89%"
"01.11.2018","23.963,0","23.800,0","24.000,0","22.200,0","0,11K","0,68%"
"31.10.2018","23.800,0","23.450,0","24.000,0","23.270,5","0,10K","1,49%"
"30.10.2018","23.450,0","23.400,0","23.690,0","23.000,0","0,08K","-0,19%"
"29.10.2018","23.494,8","23.213,2","23.650,0","22.200,0","0,17K","1,21%"
"28.10.2018","23.213,2","23.610,0","23.757,8","23.213,2","0,02K","-1,67%"
"27.10.2018","23.608,0","23.800,2","23.999,0","23.601,0","0,02K","-0,81%"
"26.10.2018","23.800,2","24.003,0","24.274,0","23.700,0","0,07K","-0,84%"
"25.10.2018","24.002,5","24.225,0","24.396,0","23.903,0","0,07K","-0,92%"
"24.10.2018","24.225,0","24.045,5","24.400,0","23.500,0","0,12K","0,74%"
"23.10.2018","24.046,0","23.908,2","24.300,0","23.650,0","0,09K","0,58%"
"22.10.2018","23.908,2","24.195,0","24.398,0","23.900,0","0,13K","-0,80%"
"21.10.2018","24.100,0","24.091,0","24.288,7","24.060,0","0,01K","0,04%"
"20.10.2018","24.091,0","24.189,0","24.289,0","24.000,0","0,02K","-0,41%"
"19.10.2018","24.189,0","24.457,6","24.480,0","23.820,0","0,08K","-1,10%"
"18.10.2018","24.457,6","24.299,0","24.499,0","24.125,0","0,08K","0,65%"
"17.10.2018","24.299,0","24.400,0","24.549,0","24.101,0","0,09K","-0,09%"
"16.10.2018","24.320,2","24.498,0","24.600,0","24.100,0","0,10K","-0,73%"
"15.10.2018","24.498,0","23.862,0","25.495,0","23.803,5","0,19K","1,78%"
"14.10.2018","24.068,9","24.090,0","24.095,0","23.536,9","0,04K","-0,09%"
"13.10.2018","24.090,0","24.062,8","24.124,0","23.700,0","0,02K","0,11%"
"12.10.2018","24.062,8","23.815,0","24.190,0","23.710,0","0,05K","1,04%"
"11.10.2018","23.815,0","25.141,0","25.280,0","23.623,3","0,33K","-5,80%"
"10.10.2018","25.280,0","25.231,5","25.600,0","24.900,0","0,15K","0,19%"
"09.10.2018","25.231,5","25.680,0","25.881,1","25.000,0","0,14K","-1,75%"
"08.10.2018","25.680,0","25.695,0","25.940,0","25.200,0","0,16K","-0,06%"
"07.10.2018","25.695,0","25.870,0","26.300,0","25.540,0","0,03K","-0,68%"
"06.10.2018","25.870,0","26.060,2","26.260,0","25.850,0","0,02K","-0,73%"
"05.10.2018","26.060,2","25.883,1","26.300,0","25.711,1","0,10K","0,68%"
"04.10.2018","25.883,1","25.808,0","26.400,0","25.612,0","0,10K","0,29%"
"03.10.2018","25.808,0","26.352,0","26.548,0","25.262,2","0,20K","-2,79%"
"02.10.2018","26.548,0","27.054,0","27.100,0","26.066,0","0,17K","-1,87%"
"01.10.2018","27.054,0","26.730,1","27.100,0","26.688,1","0,11K","1,21%"
"30.09.2018","26.730,1","26.820,0","26.999,9","26.712,0","0,02K","-0,34%"
"29.09.2018","26.820,0","26.951,0","27.100,0","26.701,2","0,02K","-0,49%"
"28.09.2018","26.951,0","27.090,0","27.294,0","26.700,0","0,10K","0,00%"
"27.09.2018","26.950,0","26.760,0","27.196,0","26.545,0","0,11K","0,71%"
"26.09.2018","26.760,0","26.706,0","27.200,0","26.612,3","0,11K","0,20%"
"25.09.2018","26.706,0","27.545,0","27.545,0","26.500,0","0,17K","-3,05%"
"24.09.2018","27.545,0","27.338,1","27.683,0","26.851,0","0,10K","0,76%"
"23.09.2018","27.338,1","27.229,4","27.349,0","27.052,5","0,01K","0,40%"
"22.09.2018","27.229,4","27.320,0","27.650,0","27.000,0","0,03K","-0,33%"
"21.09.2018","27.320,0","26.901,0","27.700,0","26.770,0","0,15K","1,56%"
"20.09.2018","26.901,0","26.750,0","27.051,0","26.524,0","0,09K","0,56%"
"19.09.2018","26.752,0","27.000,0","27.100,0","26.000,0","0,17K","-0,92%"
"18.09.2018","27.000,0","26.570,0","27.290,0","26.300,0","0,12K","1,93%"
"17.09.2018","26.490,0","27.259,0","27.489,0","26.350,0","0,14K","-2,82%"
"16.09.2018","27.259,0","27.430,0","27.597,0","27.100,0","0,02K","-0,62%"
"15.09.2018","27.430,0","27.650,0","27.700,0","27.402,0","0,03K","-0,80%"
"14.09.2018","27.650,0","27.488,1","27.800,0","27.361,0","0,07K","0,57%"
"13.09.2018","27.492,6","26.814,0","27.899,0","26.814,0","0,15K","2,49%"
"12.09.2018","26.824,0","26.615,0","26.996,1","26.252,0","0,14K","0,79%"
"11.09.2018","26.615,0","26.645,0","26.850,0","26.243,0","0,10K","-0,11%"
"10.09.2018","26.645,0","26.930,0","27.470,0","26.002,0","0,13K","-1,06%"
"09.09.2018","26.930,0","26.531,0","27.600,0","26.309,0","0,06K","1,50%"
"08.09.2018","26.531,0","27.222,1","27.380,0","26.500,0","0,06K","-2,54%"
"07.09.2018","27.222,1","27.775,0","27.910,0","27.101,0","0,06K","-1,99%"
"06.09.2018","27.775,0","28.400,0","29.000,0","26.850,0","0,25K","-1,86%"
"05.09.2018","28.300,0","30.799,0","30.998,0","28.300,0","0,25K","-7,81%"
"04.09.2018","30.698,0","30.060,0","31.020,0","29.900,1","0,20K","2,12%"
"03.09.2018","30.060,0","29.199,0","30.540,0","28.800,0","0,24K","2,95%"
"02.09.2018","29.199,0","29.101,0","29.299,5","28.900,0","0,03K","0,34%"
"01.09.2018","29.101,0","29.040,0","29.348,0","28.780,5","0,06K","0,21%"
"31.08.2018","29.040,0","28.815,0","29.399,0","28.549,0","0,12K","0,78%"
"30.08.2018","28.815,0","29.066,9","29.100,0","28.234,0","0,12K","-0,87%"
"29.08.2018","29.066,9","28.713,0","29.500,0","28.218,0","0,18K","0,44%"
"28.08.2018","28.940,0","27.698,9","29.235,0","27.530,0","0,23K","4,48%"
"27.08.2018","27.698,9","26.829,0","27.750,0","26.645,0","0,12K","3,24%"
"26.08.2018","26.829,0","27.100,0","27.200,0","26.600,0","0,03K","-1,00%"
"25.08.2018","27.100,0","27.016,0","27.456,6","26.903,4","0,05K","0,31%"
"24.08.2018","27.016,0","26.351,0","27.275,0","26.275,0","0,11K","2,53%"
"23.08.2018","26.350,0","25.592,3","26.782,7","25.550,0","0,08K","2,96%"
"22.08.2018","25.592,3","26.096,0","27.500,0","25.569,0","0,18K","-1,93%"
"21.08.2018","26.096,0","25.510,0","26.100,0","25.510,0","0,08K","1,63%"
"20.08.2018","25.677,8","25.898,9","25.950,0","25.507,0","0,09K","-0,85%"
"19.08.2018","25.898,9","25.780,0","25.899,0","25.561,0","0,02K","0,46%"
"18.08.2018","25.780,0","25.861,0","26.000,0","25.451,0","0,04K","-0,31%"
"17.08.2018","25.861,0","25.436,0","25.990,0","25.195,9","0,09K","1,67%"
"16.08.2018","25.436,0","25.200,0","25.600,0","24.718,0","0,10K","0,94%"
"15.08.2018","25.200,0","24.598,0","25.998,0","24.432,0","0,18K","2,45%"
"14.08.2018","24.598,0","24.930,0","25.600,0","23.999,0","0,26K","-1,33%"
"13.08.2018","24.930,0","25.160,0","25.793,0","24.660,0","0,09K","-0,91%"
"12.08.2018","25.160,0","25.068,0","25.400,0","24.900,0","0,02K","0,37%"
"11.08.2018","25.068,0","24.800,0","25.500,0","24.450,0","0,04K","1,00%"
"10.08.2018","24.819,0","25.600,0","26.090,0","24.500,0","0,16K","-3,05%"
"09.08.2018","25.600,0","25.400,0","25.988,0","24.500,0","0,19K","0,79%"
"08.08.2018","25.400,0","26.140,0","26.140,0","24.100,0","0,33K","-2,83%"
"07.08.2018","26.140,0","26.770,0","27.300,0","25.612,0","0,18K","-2,35%"
"06.08.2018","26.770,0","27.369,0","28.000,0","26.200,0","0,14K","-2,19%"
"05.08.2018","27.369,0","27.060,0","27.600,0","26.875,1","0,04K","1,14%"
"04.08.2018","27.060,0","28.588,9","28.800,0","26.838,0","0,10K","-5,35%"
"03.08.2018","28.588,9","29.006,0","29.021,0","28.053,0","0,13K","-1,44%"
"02.08.2018","29.006,0","28.904,1","29.780,0","28.600,0","0,09K","0,35%"
"01.08.2018","28.904,1","29.490,1","29.560,0","28.609,7","0,13K","-1,99%"
"31.07.2018","29.490,1","30.625,3","30.910,0","29.200,0","0,15K","-3,71%"
"30.07.2018","30.625,3","30.720,0","31.000,0","30.000,0","0,11K","-0,31%"
"29.07.2018","30.720,0","30.869,0","30.999,0","30.521,0","0,02K","-0,48%"
"28.07.2018","30.869,0","30.510,0","30.900,0","30.510,0","0,03K","1,18%"
"27.07.2018","30.510,0","29.854,0","31.150,0","29.200,0","0,15K","2,20%"
"26.07.2018","29.854,0","30.793,0","31.300,0","29.149,0","0,18K","-3,05%"
"25.07.2018","30.793,0","31.900,0","31.989,0","30.100,0","0,20K","-3,47%"
"24.07.2018","31.900,0","29.698,0","31.900,0","29.600,0","0,27K","7,68%"
"23.07.2018","29.625,0","28.639,0","29.842,0","28.303,9","0,16K","3,44%"
"22.07.2018","28.639,0","28.551,0","28.900,0","28.471,1","0,03K","0,15%"
"21.07.2018","28.597,5","28.572,8","28.798,0","28.001,0","0,04K","0,09%"
"20.07.2018","28.572,8","28.813,1","29.138,0","28.268,0","0,12K","-0,83%"
"19.07.2018","28.813,1","28.306,0","29.200,0","28.000,0","0,11K","1,79%"
"18.07.2018","28.306,0","27.949,0","29.323,0","27.500,0","0,26K","1,28%"
"17.07.2018","27.949,0","25.871,0","28.497,0","25.601,0","0,31K","8,03%"
"16.07.2018","25.871,0","24.780,3","26.000,0","24.550,0","0,14K","4,40%"
"15.07.2018","24.780,3","24.370,0","25.000,0","24.366,0","0,03K","1,68%"
"14.07.2018","24.370,0","24.356,0","24.599,8","24.305,0","0,02K","0,06%"
"13.07.2018","24.356,0","24.398,1","24.600,0","24.251,0","0,09K","-0,17%"
"12.07.2018","24.398,1","25.200,0","25.281,0","23.801,0","0,15K","-3,18%"
"11.07.2018","25.200,0","25.098,0","25.494,3","24.730,1","0,10K","0,80%"
"10.07.2018","25.000,0","26.145,0","26.300,0","24.717,3","0,15K","-4,38%"
"09.07.2018","26.146,0","26.000,0","26.500,0","25.900,0","0,09K","0,56%"
"08.07.2018","26.000,0","26.250,0","26.280,0","25.900,0","0,02K","-0,95%"
"07.07.2018","26.250,0","25.900,0","26.297,8","25.732,0","0,04K","1,35%"
"06.07.2018","25.900,0","25.938,0","26.120,0","25.701,0","0,07K","-0,15%"
"05.07.2018","25.938,0","26.000,0","26.180,0","25.520,0","0,09K","-0,24%"
"04.07.2018","26.000,0","25.586,0","26.453,0","25.000,0","0,15K","1,17%"
"03.07.2018","25.700,0","25.720,1","26.190,0","25.480,0","0,08K","-0,39%"
"02.07.2018","25.800,3","24.800,0","26.389,0","24.500,0","0,15K","4,03%"
"01.07.2018","24.800,0","24.849,0","24.900,0","24.365,0","0,04K","-0,20%"
"30.06.2018","24.849,0","24.043,4","25.000,0","24.040,0","0,07K","3,35%"
"29.06.2018","24.043,4","23.129,4","24.251,1","22.802,0","0,10K","3,95%"
"28.06.2018","23.129,4","24.030,0","24.199,0","22.647,0","0,09K","-3,75%"
"27.06.2018","24.030,0","24.000,0","24.150,0","23.589,2","0,09K","0,13%"
"26.06.2018","24.000,0","24.132,8","26.499,0","23.507,0","0,13K","-0,55%"
"25.06.2018","24.132,8","23.650,1","24.500,0","23.450,0","0,07K","2,04%"
"24.06.2018","23.650,1","24.399,3","24.399,3","22.780,3","0,06K","-3,07%"
"23.06.2018","24.399,3","23.690,0","24.600,0","23.505,1","0,05K","2,99%"
"22.06.2018","23.690,0","25.803,0","26.155,0","23.100,0","0,19K","-8,19%"
"21.06.2018","25.803,0","26.000,0","26.211,0","25.700,0","0,07K","-0,76%"
"20.06.2018","26.000,0","26.200,0","26.420,0","25.577,0","0,07K","-0,76%"
"19.06.2018","26.200,0","26.207,1","26.450,0","26.000,0","0,08K","-0,03%"
"18.06.2018","26.207,1","25.590,0","26.499,0","25.000,0","0,11K","2,41%"
"17.06.2018","25.590,0","25.596,0","25.649,0","25.302,0","0,01K","-0,02%"
"16.06.2018","25.596,0","25.140,0","25.800,0","25.115,0","0,04K","1,81%"
"15.06.2018","25.140,0","26.475,6","26.475,6","25.100,0","0,09K","-5,04%"
"14.06.2018","26.475,6","24.070,0","26.660,0","24.000,1","0,17K","9,99%"
"13.06.2018","24.070,0","25.349,0","25.350,0","23.651,3","0,20K","-5,05%"
"12.06.2018","25.349,0","26.601,0","26.990,0","25.005,0","0,17K","-4,71%"
"11.06.2018","26.601,0","26.451,0","27.798,0","26.000,0","0,20K","0,57%"
"10.06.2018","26.451,0","29.056,0","29.469,0","26.440,0","0,14K","-8,97%"
"09.06.2018","29.056,0","29.250,0","29.999,0","29.051,1","0,05K","-0,36%"
"08.06.2018","29.160,0","30.000,0","30.304,0","29.151,0","0,11K","-2,70%"
"07.06.2018","29.970,0","29.590,0","30.400,0","29.365,0","0,12K","1,28%"
"06.06.2018","29.590,0","29.090,0","29.700,0","28.920,0","0,08K","2,03%"
"05.06.2018","29.000,0","28.750,0","29.301,0","28.215,0","0,09K","0,87%"
"04.06.2018","28.750,0","29.080,0","29.322,7","28.301,0","0,08K","-1,13%"
"03.06.2018","29.080,0","28.850,0","29.387,0","28.808,0","0,03K","0,80%"
"02.06.2018","28.850,0","28.383,0","29.278,0","28.315,0","0,04K","1,65%"
"01.06.2018","28.383,0","28.249,0","28.650,0","28.015,0","0,06K","0,47%"
"31.05.2018","28.249,0","28.018,0","28.599,0","27.780,0","0,05K","0,82%"
"30.05.2018","28.018,0","28.400,0","29.000,0","27.700,0","0,08K","-1,35%"
"29.05.2018","28.400,0","27.040,0","28.776,2","26.307,0","0,10K","5,19%"
"28.05.2018","27.000,0","27.350,1","27.805,0","27.000,0","0,05K","-1,28%"
"27.05.2018","27.350,1","27.789,6","27.990,0","27.260,0","0,03K","-1,58%"
"26.05.2018","27.789,6","28.150,0","28.395,0","27.435,0","0,02K","-1,28%"
"25.05.2018","28.150,0","28.650,0","28.710,0","27.751,0","0,07K","-1,75%"
"24.05.2018","28.650,0","28.021,0","28.940,0","27.228,0","0,13K","2,24%"
"23.05.2018","28.021,0","29.825,0","30.289,0","27.501,0","0,19K","-5,97%"
"22.05.2018","29.800,0","31.473,0","31.500,0","29.400,0","0,10K","-5,31%"
"21.05.2018","31.472,1","32.140,0","32.348,0","31.102,0","0,06K","-2,08%"
"20.05.2018","32.140,0","31.605,0","32.499,0","31.469,7","0,04K","1,69%"
"19.05.2018","31.605,0","31.405,0","31.989,0","31.009,0","0,03K","0,33%"
"18.05.2018","31.500,0","30.688,0","31.500,0","30.000,0","0,08K","2,65%"
"17.05.2018","30.688,0","31.399,0","31.500,0","30.310,0","0,07K","-2,26%"
"16.05.2018","31.399,0","32.000,0","32.388,9","31.051,0","0,11K","-2,59%"
"15.05.2018","32.234,5","32.295,0","32.900,0","31.850,0","0,13K","-0,19%"
"14.05.2018","32.295,0","32.530,0","32.900,0","31.420,0","0,12K","-1,21%"
"13.05.2018","32.690,0","31.790,0","32.948,0","31.520,0","0,04K","2,83%"
"12.05.2018","31.790,0","31.329,0","32.500,0","30.998,2","0,08K","1,47%"
"11.05.2018","31.329,0","33.090,0","33.677,0","31.000,0","0,30K","-5,06%"
"10.05.2018","33.000,0","33.810,0","34.100,0","33.000,0","0,15K","-2,40%"
"09.05.2018","33.810,0","33.600,2","34.150,0","33.080,0","0,11K","0,61%"
"08.05.2018","33.605,0","33.950,0","34.140,0","33.107,0","0,13K","-1,02%"
"07.05.2018","33.950,0","34.200,0","34.250,0","33.100,0","0,12K","-0,73%"
"06.05.2018","34.200,0","34.795,0","34.928,0","33.555,0","0,07K","-0,92%"
"05.05.2018","34.518,2","34.200,1","35.300,0","34.009,0","0,14K","0,93%"
"04.05.2018","34.200,1","34.119,0","34.400,0","33.650,0","0,13K","0,24%"
"03.05.2018","34.119,0","32.470,0","34.499,0","32.300,0","0,22K","5,08%"
"02.05.2018","32.470,0","32.020,2","32.799,9","31.800,9","0,10K","1,40%"
"01.05.2018","32.020,2","32.430,0","32.650,0","31.790,0","0,06K","-1,26%"
"30.04.2018","32.430,0","32.599,0","32.870,0","32.204,0","0,08K","-0,52%"
"29.04.2018","32.599,0","32.159,0","32.900,0","32.150,0","0,04K","1,37%"
"28.04.2018","32.159,0","31.700,0","32.700,0","31.650,0","0,04K","1,45%"
"27.04.2018","31.700,0","32.640,0","32.992,2","31.600,0","0,11K","-2,88%"
"26.04.2018","32.640,0","31.497,0","33.050,0","30.800,0","0,18K","3,63%"
"25.04.2018","31.497,0","33.803,0","34.000,0","30.000,0","0,40K","-6,82%"
"24.04.2018","33.803,0","30.797,0","34.000,0","30.754,0","0,33K","9,76%"
"23.04.2018","30.797,0","30.197,1","30.890,0","29.980,0","0,13K","1,99%"
"22.04.2018","30.197,1","30.090,0","30.488,0","29.900,0","0,06K","0,36%"
"21.04.2018","30.090,0","30.500,0","30.500,0","29.316,0","0,12K","-1,34%"
"20.04.2018","30.500,0","28.178,9","30.500,0","28.002,1","0,24K","8,24%"
"19.04.2018","28.178,9","27.765,0","28.400,0","27.650,0","0,12K","1,49%"
"18.04.2018","27.765,0","27.470,0","27.939,0","27.216,0","0,11K","1,07%"
"17.04.2018","27.470,0","27.350,0","27.980,0","27.111,0","0,10K","0,44%"
"16.04.2018","27.350,0","28.200,0","28.450,0","26.900,0","0,13K","-3,01%"
"15.04.2018","28.200,0","27.150,0","28.490,0","27.010,0","0,10K","3,87%"
"14.04.2018","27.150,0","26.850,0","27.675,0","26.800,0","0,07K","1,12%"
"13.04.2018","26.850,0","26.947,9","28.301,0","26.055,0","0,30K","-0,36%"
"12.04.2018","26.947,9","23.900,0","27.000,0","23.600,0","0,35K","12,75%"
"11.04.2018","23.900,0","23.405,0","24.299,0","23.400,0","0,10K","2,11%"
"10.04.2018","23.405,0","23.474,9","23.885,7","23.164,7","0,10K","-0,30%"
"09.04.2018","23.474,9","23.979,6","24.502,3","23.106,4","0,13K","-2,10%"
"08.04.2018","23.979,6","23.582,9","24.150,0","23.568,6","0,05K","1,68%"
"07.04.2018","23.582,9","22.988,0","24.161,6","22.771,0","0,09K","2,59%"
"06.04.2018","22.988,0","23.240,0","23.597,0","22.550,0","0,13K","-1,08%"
"05.04.2018","23.240,0","23.776,0","24.368,0","22.800,0","0,22K","-2,25%"
"04.04.2018","23.776,0","25.549,0","25.765,0","23.112,0","0,23K","-6,94%"
"03.04.2018","25.549,0","24.323,0","27.599,0","24.100,0","0,37K","5,04%"
"02.04.2018","24.323,0","23.400,2","24.788,0","23.400,2","0,15K","3,94%"
"01.04.2018","23.400,2","24.149,6","24.480,0","23.060,0","0,08K","-3,10%"
"31.03.2018","24.149,6","23.700,0","25.100,0","23.539,6","0,08K","1,90%"
"30.03.2018","23.700,0","24.676,0","24.890,0","23.000,0","0,19K","-3,96%"
"29.03.2018","24.676,0","27.000,0","27.279,0","24.400,0","0,29K","-8,10%"
"28.03.2018","26.850,0","27.000,0","27.600,0","26.700,0","0,09K","-0,56%"
"27.03.2018","27.000,0","28.100,0","28.350,0","26.900,0","0,12K","-3,91%"
"26.03.2018","28.100,0","28.967,7","29.300,0","26.515,0","0,28K","-3,00%"
"25.03.2018","28.967,7","29.299,8","29.440,0","28.888,5","0,04K","-1,13%"
"24.03.2018","29.299,8","29.530,0","29.845,0","29.009,0","0,06K","-0,78%"
"23.03.2018","29.530,0","29.198,9","29.845,6","28.100,0","0,12K","1,13%"
"22.03.2018","29.198,9","29.948,9","30.499,0","28.190,0","0,15K","-2,50%"
"21.03.2018","29.948,9","29.609,0","30.900,0","28.601,0","0,23K","1,15%"
"20.03.2018","29.609,0","28.336,0","29.980,0","27.700,0","0,21K","4,49%"
"19.03.2018","28.336,0","27.350,0","29.280,0","26.046,0","0,30K","3,61%"
"18.03.2018","27.350,0","26.700,0","27.600,0","24.710,9","0,23K","2,43%"
"17.03.2018","26.700,0","27.352,0","27.980,0","25.890,9","0,13K","-2,38%"
"16.03.2018","27.352,0","26.893,0","28.999,0","26.201,0","0,20K","1,71%"
"15.03.2018","26.893,0","26.630,0","27.900,0","25.000,0","0,26K","0,99%"
"14.03.2018","26.630,0","30.349,0","30.699,1","25.439,0","0,45K","-12,25%"
"13.03.2018","30.349,0","30.840,0","31.195,0","29.751,0","0,13K","-1,59%"
"12.03.2018","30.840,0","30.950,0","32.500,0","29.701,0","0,19K","-0,36%"
"11.03.2018","30.950,0","30.334,0","32.699,0","29.050,1","0,16K","2,03%"
"10.03.2018","30.334,0","31.500,0","33.289,0","29.945,0","0,16K","-3,70%"
"09.03.2018","31.500,0","31.200,0","32.000,0","28.650,0","0,34K","0,96%"
"08.03.2018","31.200,0","33.500,0","34.500,0","30.990,0","0,27K","-6,87%"
"07.03.2018","33.500,0","35.500,0","36.399,0","32.102,0","0,37K","-5,63%"
"06.03.2018","35.500,0","38.007,1","38.100,0","35.305,0","0,29K","-6,60%"
"05.03.2018","38.007,1","37.301,0","38.424,0","37.117,0","0,16K","1,89%"
"04.03.2018","37.301,0","37.638,0","37.679,0","36.700,0","0,07K","-0,90%"
"03.03.2018","37.638,0","36.201,2","37.800,0","36.201,2","0,13K","3,97%"
"02.03.2018","36.201,2","35.975,0","36.500,0","35.642,0","0,15K","0,63%"
"01.03.2018","35.975,0","34.500,0","36.200,0","34.450,0","0,17K","4,28%"
"28.02.2018","34.500,0","35.450,0","36.100,0","34.012,0","0,18K","-2,68%"
"27.02.2018","35.450,0","33.996,9","35.999,0","33.500,0","0,21K","4,27%"
"26.02.2018","33.996,9","32.260,0","34.500,0","31.850,0","0,21K","5,38%"
"25.02.2018","32.260,0","32.350,0","33.497,0","31.511,0","0,08K","-0,28%"
"24.02.2018","32.350,0","34.010,7","34.899,0","32.000,0","0,12K","-4,88%"
"23.02.2018","34.010,7","33.355,6","35.200,0","32.000,0","0,26K","1,96%"
"22.02.2018","33.355,6","35.500,0","37.200,0","32.000,0","0,35K","-6,04%"
"21.02.2018","35.500,0","37.788,0","38.899,0","34.202,0","0,53K","-6,05%"
"20.02.2018","37.788,0","37.250,0","39.500,0","37.250,0","0,38K","1,44%"
"19.02.2018","37.250,0","35.699,0","37.999,0","35.000,0","0,26K","4,34%"
"18.02.2018","35.699,0","37.000,0","38.043,0","35.000,0","0,34K","-3,52%"
"17.02.2018","37.000,0","33.750,0","37.000,0","33.280,0","0,30K","9,63%"
"16.02.2018","33.750,0","33.799,0","34.094,0","29.970,9","0,19K","-0,14%"
"15.02.2018","33.799,0","31.700,0","34.856,0","31.400,0","0,47K","6,62%"
"14.02.2018","31.700,0","28.650,0","32.000,3","28.650,0","0,38K","10,65%"
"13.02.2018","28.650,0","29.000,0","29.100,0","28.320,0","0,06K","-1,21%"
"12.02.2018","29.000,0","27.750,0","29.100,0","27.650,0","0,13K","4,50%"
"11.02.2018","27.750,0","28.490,0","28.500,0","27.200,0","0,10K","-2,60%"
"10.02.2018","28.490,0","28.390,0","29.550,0","27.605,0","0,22K","0,35%"
"09.02.2018","28.390,0","27.500,0","29.100,0","25.600,0","0,32K","3,24%"
"08.02.2018","27.500,0","24.650,0","28.500,0","24.341,0","0,35K","11,56%"
"07.02.2018","24.650,0","24.950,0","28.900,0","24.151,0","0,63K","-1,20%"
"06.02.2018","24.950,0","22.700,0","25.499,0","20.000,0","0,91K","9,91%"
"05.02.2018","22.700,0","27.300,0","28.100,0","21.550,0","0,72K","-16,85%"
"04.02.2018","27.300,0","30.229,9","30.465,0","26.300,0","0,22K","-9,69%"
"03.02.2018","30.229,9","28.699,0","32.998,0","27.750,0","0,29K","5,33%"
"02.02.2018","28.699,0","27.694,0","32.998,0","19.000,0","1,12K","3,63%"
"01.02.2018","27.694,0","31.799,0","32.300,0","27.000,0","0,67K","-12,91%"
"31.01.2018","31.799,0","32.999,9","33.799,0","30.129,0","0,32K","-3,64%"
"30.01.2018","32.999,9","36.000,0","36.200,0","32.500,0","0,32K","-8,33%"
"29.01.2018","36.000,0","37.070,0","37.200,0","35.800,0","0,17K","-2,89%"
"28.01.2018","37.070,0","36.680,0","38.090,0","36.299,0","0,10K","1,06%"
"27.01.2018","36.680,0","35.897,9","37.050,0","35.600,0","0,07K","2,18%"
"26.01.2018","35.897,9","36.798,0","37.200,0","35.280,0","0,20K","-2,45%"
"25.01.2018","36.798,0","36.950,0","37.570,0","36.400,0","0,14K","-0,41%"
"24.01.2018","36.950,0","36.076,0","37.790,0","35.018,0","0,17K","2,42%"
"23.01.2018","36.076,0","36.350,0","37.960,0","33.600,0","0,32K","-0,75%"
"22.01.2018","36.350,0","38.640,0","39.640,0","34.200,0","0,42K","-5,93%"
"21.01.2018","38.640,0","41.616,0","41.830,0","38.250,0","0,22K","-7,15%"
"20.01.2018","41.616,0","39.400,0","42.000,0","38.860,0","0,19K","5,62%"
"19.01.2018","39.400,0","39.000,0","40.800,0","38.001,0","0,30K","1,03%"
"18.01.2018","39.000,0","38.500,0","41.890,0","36.490,0","0,55K","1,30%"
"17.01.2018","38.500,0","38.199,0","40.998,0","32.000,1","0,91K","0,79%"
"16.01.2018","38.199,0","46.148,0","46.300,0","32.301,2","1,14K","-17,23%"
"15.01.2018","46.148,0","46.202,0","47.450,3","45.600,0","0,17K","-0,12%"
"14.01.2018","46.202,0","46.890,0","47.235,0","45.100,0","0,09K","-2,20%"
